mol_idx,top_score,uq,error,pred_template_orig_freq,tier
49955,0.07077983,0.9292202,1,8,2) rare (6-20)
49956,0.12931651,0.8706835,1,16,2) rare (6-20)
49957,0.974414,0.025586009,1,18,2) rare (6-20)
49958,0.63341254,0.36658746,1,9,2) rare (6-20)
49959,0.6113939,0.38860607,1,8,2) rare (6-20)
49960,0.0613825,0.9386175,1,13,2) rare (6-20)
49961,0.8114812,0.18851882,1,19,2) rare (6-20)
49962,0.4227692,0.5772308,1,8,2) rare (6-20)
49963,0.29003844,0.70996153,1,14,2) rare (6-20)
49964,0.74077594,0.25922406,1,7,2) rare (6-20)
49965,0.12222291,0.8777771,1,6,2) rare (6-20)
49966,0.5885135,0.4114865,0,10,2) rare (6-20)
49967,0.97786486,0.022135139,0,20,2) rare (6-20)
49968,0.90063095,0.09936905,1,6,2) rare (6-20)
49969,0.06639338,0.9336066,1,20,2) rare (6-20)
49970,0.1414738,0.85852623,1,15,2) rare (6-20)
49971,0.053296793,0.9467032,1,6,2) rare (6-20)
49972,0.11953263,0.88046736,1,12,2) rare (6-20)
49973,0.04977917,0.9502208,1,6,2) rare (6-20)
49974,0.12209362,0.8779064,1,6,2) rare (6-20)
49975,0.11092524,0.88907474,1,10,2) rare (6-20)
49976,0.20259847,0.79740155,1,6,2) rare (6-20)
49977,0.82770425,0.17229575,1,14,2) rare (6-20)
49978,0.7237155,0.27628452,1,8,2) rare (6-20)
49979,0.10438878,0.8956112,1,17,2) rare (6-20)
49980,0.16071801,0.839282,0,7,2) rare (6-20)
49981,0.4733647,0.5266353,1,13,2) rare (6-20)
49982,0.91212374,0.08787626,1,8,2) rare (6-20)
49983,0.7340451,0.2659549,1,13,2) rare (6-20)
49984,0.7868994,0.21310061,1,19,2) rare (6-20)
49985,0.09605554,0.9039445,1,12,2) rare (6-20)
49986,0.44911537,0.5508846,1,9,2) rare (6-20)
49987,0.076152496,0.9238475,1,8,2) rare (6-20)
49988,0.1099517,0.8900483,1,18,2) rare (6-20)
49989,0.3849052,0.6150948,1,15,2) rare (6-20)
49990,0.5663904,0.4336096,1,14,2) rare (6-20)
49991,0.35706937,0.6429306,1,16,2) rare (6-20)
49992,0.2156094,0.78439057,1,16,2) rare (6-20)
49993,0.16264625,0.83735377,1,8,2) rare (6-20)
49994,0.12758267,0.87241733,1,10,2) rare (6-20)
49995,0.68688416,0.31311584,1,7,2) rare (6-20)
49996,0.10949139,0.8905086,1,15,2) rare (6-20)
49997,0.1863609,0.8136391,1,7,2) rare (6-20)
49998,0.9220366,0.07796341,1,8,2) rare (6-20)
49999,0.2847347,0.7152653,1,9,2) rare (6-20)
50000,0.05749785,0.94250214,1,10,2) rare (6-20)
50001,0.23285906,0.7671409,1,6,2) rare (6-20)
50002,0.9824968,0.017503202,0,16,2) rare (6-20)
50003,0.12378035,0.87621963,1,13,2) rare (6-20)
50004,0.14334087,0.8566591,1,6,2) rare (6-20)
50005,0.7301347,0.26986527,1,11,2) rare (6-20)
50006,0.1328373,0.8671627,1,16,2) rare (6-20)
50007,0.4488722,0.5511278,1,9,2) rare (6-20)
50008,0.38592657,0.6140734,1,9,2) rare (6-20)
50009,0.53824615,0.46175385,1,7,2) rare (6-20)
50010,0.0617693,0.9382307,1,14,2) rare (6-20)
50011,0.30626157,0.69373846,1,12,2) rare (6-20)
50012,0.16376005,0.83623993,1,6,2) rare (6-20)
50013,0.43218243,0.56781757,1,12,2) rare (6-20)
50014,0.42165065,0.57834935,1,13,2) rare (6-20)
50015,0.9830505,0.016949475,1,18,2) rare (6-20)
50016,0.1250828,0.8749172,1,16,2) rare (6-20)
50017,0.36040825,0.63959175,1,6,2) rare (6-20)
50018,0.92460865,0.07539135,1,15,2) rare (6-20)
50019,0.03849894,0.96150106,1,17,2) rare (6-20)
50020,0.5875071,0.41249287,0,12,2) rare (6-20)
50021,0.67488,0.32511997,1,8,2) rare (6-20)
50022,0.8569477,0.14305228,1,15,2) rare (6-20)
50023,0.054748584,0.9452514,1,8,2) rare (6-20)
50024,0.16029312,0.8397069,1,7,2) rare (6-20)
50025,0.050496418,0.9495036,1,9,2) rare (6-20)
50026,0.97302365,0.026976347,1,9,2) rare (6-20)
50027,0.29536223,0.70463777,1,8,2) rare (6-20)
50028,0.5456814,0.45431858,1,6,2) rare (6-20)
50029,0.8343507,0.1656493,1,9,2) rare (6-20)
50030,0.46357667,0.5364233,1,8,2) rare (6-20)
50031,0.2916262,0.7083738,1,15,2) rare (6-20)
50032,0.67396796,0.32603204,1,15,2) rare (6-20)
50033,0.11781761,0.88218236,1,14,2) rare (6-20)
50034,0.25146183,0.74853814,1,15,2) rare (6-20)
50035,0.57478064,0.42521936,1,10,2) rare (6-20)
50036,0.57147115,0.42852885,1,14,2) rare (6-20)
50037,0.6423716,0.3576284,1,9,2) rare (6-20)
50038,0.932366,0.06763399,1,18,2) rare (6-20)
50039,0.6212025,0.37879747,1,6,2) rare (6-20)
50040,0.3459846,0.6540154,1,11,2) rare (6-20)
50041,0.2464961,0.7535039,1,20,2) rare (6-20)
50042,0.3565101,0.6434899,1,14,2) rare (6-20)
50043,0.21184982,0.7881502,1,18,2) rare (6-20)
50044,0.11656246,0.8834375,1,11,2) rare (6-20)
50045,0.36232242,0.63767755,1,10,2) rare (6-20)
50046,0.20189871,0.7981013,1,10,2) rare (6-20)
50047,0.7526607,0.24733931,1,6,2) rare (6-20)
50048,0.40274832,0.59725165,1,8,2) rare (6-20)
50049,0.12203344,0.8779666,1,6,2) rare (6-20)
50050,0.024664756,0.97533524,1,16,2) rare (6-20)
50051,0.08807379,0.9119262,1,20,2) rare (6-20)
50052,0.78536624,0.21463376,0,11,2) rare (6-20)
50053,0.5276403,0.47235972,1,10,2) rare (6-20)
50054,0.058015272,0.9419847,1,17,2) rare (6-20)
50055,0.5978076,0.4021924,1,10,2) rare (6-20)
50056,0.93813753,0.06186247,1,7,2) rare (6-20)
50057,0.2947603,0.7052397,1,8,2) rare (6-20)
50058,0.018284915,0.9817151,1,12,2) rare (6-20)
50059,0.38702196,0.61297804,1,11,2) rare (6-20)
50060,0.036393754,0.96360624,1,6,2) rare (6-20)
50061,0.3059875,0.6940125,1,18,2) rare (6-20)
50062,0.67322016,0.32677984,1,14,2) rare (6-20)
50063,0.21741511,0.7825849,1,6,2) rare (6-20)
50064,0.25531867,0.74468136,1,9,2) rare (6-20)
50065,0.29157236,0.70842767,1,6,2) rare (6-20)
50066,0.1988843,0.8011157,1,9,2) rare (6-20)
50067,0.8203319,0.17966813,1,15,2) rare (6-20)
50068,0.15183936,0.8481606,1,16,2) rare (6-20)
50069,0.24667732,0.75332266,1,6,2) rare (6-20)
50070,0.028036026,0.971964,1,12,2) rare (6-20)
50071,0.34317744,0.65682256,1,12,2) rare (6-20)
50072,0.12406765,0.87593234,1,10,2) rare (6-20)
50073,0.066445686,0.9335543,1,7,2) rare (6-20)
50074,0.38148746,0.6185125,1,20,2) rare (6-20)
50075,0.31051952,0.6894805,1,14,2) rare (6-20)
50076,0.8875894,0.112410605,1,6,2) rare (6-20)
50077,0.07828261,0.9217174,1,7,2) rare (6-20)
50078,0.62329304,0.37670696,1,6,2) rare (6-20)
50079,0.870964,0.12903601,1,14,2) rare (6-20)
50080,0.44224536,0.55775464,1,15,2) rare (6-20)
50081,0.23287357,0.76712644,1,14,2) rare (6-20)
50082,0.1978172,0.8021828,1,19,2) rare (6-20)
50083,0.34182376,0.65817624,1,6,2) rare (6-20)
50084,0.32948053,0.6705195,1,17,2) rare (6-20)
50085,0.3536698,0.64633024,1,11,2) rare (6-20)
50086,0.58344674,0.41655326,1,9,2) rare (6-20)
50087,0.32962584,0.67037416,1,12,2) rare (6-20)
50088,0.35756958,0.6424304,1,6,2) rare (6-20)
50089,0.3783917,0.62160826,1,9,2) rare (6-20)
50090,0.08482926,0.9151707,1,16,2) rare (6-20)
50091,0.21742627,0.7825737,1,8,2) rare (6-20)
50092,0.19775172,0.8022483,1,19,2) rare (6-20)
50093,0.4722517,0.5277483,1,11,2) rare (6-20)
50094,0.24952632,0.7504737,0,8,2) rare (6-20)
50095,0.28912237,0.71087766,1,6,2) rare (6-20)
50096,0.22351415,0.77648586,1,15,2) rare (6-20)
50097,0.5519446,0.4480554,1,6,2) rare (6-20)
50098,0.94568807,0.05431193,1,7,2) rare (6-20)
50099,0.1792152,0.8207848,1,6,2) rare (6-20)
50100,0.09734265,0.90265733,1,9,2) rare (6-20)
50101,0.19420719,0.8057928,1,13,2) rare (6-20)
50102,0.14889623,0.8511038,1,9,2) rare (6-20)
50103,0.2880217,0.7119783,1,9,2) rare (6-20)
50104,0.4600096,0.5399904,1,10,2) rare (6-20)
50105,0.76435333,0.23564667,1,14,2) rare (6-20)
50106,0.8790877,0.12091231,1,17,2) rare (6-20)
50107,0.84064686,0.15935314,0,19,2) rare (6-20)
50108,0.77247,0.22753,1,20,2) rare (6-20)
50109,0.9447121,0.055287898,1,14,2) rare (6-20)
50110,0.30291212,0.6970879,1,8,2) rare (6-20)
50111,0.1512934,0.8487066,1,20,2) rare (6-20)
50112,0.15205695,0.84794307,1,11,2) rare (6-20)
50113,0.7669035,0.23309648,1,12,2) rare (6-20)
50114,0.3898043,0.6101957,1,19,2) rare (6-20)
50115,0.051514063,0.9484859,1,16,2) rare (6-20)
50116,0.08088162,0.9191184,1,17,2) rare (6-20)
50117,0.13168038,0.86831963,1,7,2) rare (6-20)
50118,0.5673917,0.4326083,1,8,2) rare (6-20)
50119,0.056087393,0.9439126,1,10,2) rare (6-20)
50120,0.82083726,0.17916274,1,7,2) rare (6-20)
50121,0.83053815,0.16946185,1,7,2) rare (6-20)
50122,0.24028872,0.75971127,1,8,2) rare (6-20)
50123,0.523103,0.476897,1,10,2) rare (6-20)
50124,0.3349818,0.6650182,1,8,2) rare (6-20)
50125,0.14637181,0.85362816,1,6,2) rare (6-20)
50126,0.12548847,0.87451154,1,6,2) rare (6-20)
50127,0.80969465,0.19030535,1,7,2) rare (6-20)
50128,0.009580039,0.99042,1,7,2) rare (6-20)
50129,0.8744454,0.12555462,1,6,2) rare (6-20)
50130,0.08250433,0.91749567,1,20,2) rare (6-20)
50131,0.34466818,0.65533185,1,10,2) rare (6-20)
50132,0.24260314,0.7573969,1,11,2) rare (6-20)
50133,0.12110389,0.8788961,1,7,2) rare (6-20)
50134,0.39522496,0.6047751,1,9,2) rare (6-20)
50135,0.13212912,0.86787087,1,6,2) rare (6-20)
50136,0.3001711,0.69982886,1,16,2) rare (6-20)
50137,0.7717889,0.2282111,1,14,2) rare (6-20)
50138,0.5082443,0.49175572,1,9,2) rare (6-20)
50139,0.40267104,0.59732896,1,14,2) rare (6-20)
50140,0.5405169,0.4594831,1,11,2) rare (6-20)
50141,0.015789794,0.9842102,1,8,2) rare (6-20)
50142,0.41460466,0.58539534,1,17,2) rare (6-20)
50143,0.49253124,0.50746876,1,13,2) rare (6-20)
50144,0.03902767,0.9609723,1,7,2) rare (6-20)
50145,0.5632391,0.4367609,1,15,2) rare (6-20)
50146,0.17170073,0.8282993,1,12,2) rare (6-20)
50147,0.1770892,0.8229108,1,19,2) rare (6-20)
50148,0.78682315,0.21317685,0,12,2) rare (6-20)
50149,0.0939929,0.9060071,1,7,2) rare (6-20)
50150,0.03280136,0.9671986,1,6,2) rare (6-20)
50151,0.3115027,0.6884973,1,14,2) rare (6-20)
50152,0.6134418,0.38655818,1,15,2) rare (6-20)
50153,0.734245,0.265755,1,8,2) rare (6-20)
50154,0.030779101,0.9692209,1,6,2) rare (6-20)
50155,0.45323572,0.54676425,1,11,2) rare (6-20)
50156,0.09716059,0.9028394,1,14,2) rare (6-20)
50157,0.72744757,0.27255243,1,7,2) rare (6-20)
50158,0.7362838,0.26371622,1,13,2) rare (6-20)
50159,0.32310402,0.676896,1,9,2) rare (6-20)
50160,0.5760742,0.42392582,1,8,2) rare (6-20)
50161,0.67932546,0.32067454,1,6,2) rare (6-20)
50162,0.6676138,0.3323862,0,6,2) rare (6-20)
50163,0.18660595,0.81339407,1,6,2) rare (6-20)
50164,0.10483349,0.8951665,1,6,2) rare (6-20)
50165,0.122210205,0.8777898,1,6,2) rare (6-20)
50166,0.40669906,0.59330094,1,8,2) rare (6-20)
50167,0.4588441,0.54115593,1,14,2) rare (6-20)
50168,0.021972049,0.97802794,1,19,2) rare (6-20)
50169,0.69115794,0.30884206,0,15,2) rare (6-20)
50170,0.67623913,0.32376087,1,19,2) rare (6-20)
50171,0.28313202,0.716868,1,19,2) rare (6-20)
50172,0.4303437,0.5696563,1,8,2) rare (6-20)
50173,0.36003804,0.63996196,1,6,2) rare (6-20)
50174,0.13519806,0.86480194,1,9,2) rare (6-20)
50175,0.12978685,0.87021315,1,19,2) rare (6-20)
50176,0.21684377,0.7831562,1,6,2) rare (6-20)
50177,0.5607516,0.43924838,1,18,2) rare (6-20)
50178,0.124030404,0.8759696,1,10,2) rare (6-20)
50179,0.42455685,0.57544315,1,8,2) rare (6-20)
50180,0.072179876,0.92782015,1,18,2) rare (6-20)
50181,0.42549148,0.57450855,1,14,2) rare (6-20)
50182,0.60575914,0.39424086,1,7,2) rare (6-20)
50183,0.50373447,0.49626553,1,15,2) rare (6-20)
50184,0.25888404,0.7411159,1,12,2) rare (6-20)
50185,0.37090582,0.6290942,1,10,2) rare (6-20)
50186,0.91454947,0.08545053,1,9,2) rare (6-20)
50187,0.56897515,0.43102485,1,13,2) rare (6-20)
50188,0.69651145,0.30348855,1,12,2) rare (6-20)
50189,0.3333227,0.6666773,1,16,2) rare (6-20)
50190,0.19708781,0.8029122,1,14,2) rare (6-20)
50191,0.059719086,0.9402809,0,11,2) rare (6-20)
50192,0.06980975,0.93019027,1,6,2) rare (6-20)
50193,0.019834783,0.98016524,1,10,2) rare (6-20)
50194,0.42823315,0.57176685,1,17,2) rare (6-20)
50195,0.10297667,0.8970233,1,11,2) rare (6-20)
50196,0.57989514,0.42010486,1,9,2) rare (6-20)
50197,0.9835563,0.01644373,1,10,2) rare (6-20)
50198,0.37476712,0.6252329,1,6,2) rare (6-20)
50199,0.2747252,0.7252748,1,17,2) rare (6-20)
50200,0.01780054,0.98219943,1,11,2) rare (6-20)
50201,0.16989717,0.8301028,1,11,2) rare (6-20)
50202,0.25983125,0.74016875,1,12,2) rare (6-20)
50203,0.50077724,0.49922276,1,6,2) rare (6-20)
50204,0.113135144,0.88686484,1,7,2) rare (6-20)
50205,0.02202377,0.9779762,1,13,2) rare (6-20)
50206,0.7710815,0.2289185,0,12,2) rare (6-20)
50207,0.23678747,0.76321256,1,11,2) rare (6-20)
50208,0.8600607,0.13993931,1,19,2) rare (6-20)
50209,0.33522525,0.6647748,1,19,2) rare (6-20)
50210,0.42485037,0.57514966,1,15,2) rare (6-20)
50211,0.081580706,0.9184193,1,20,2) rare (6-20)
50212,0.14244926,0.85755074,1,6,2) rare (6-20)
50213,0.021015422,0.9789846,1,6,2) rare (6-20)
50214,0.29135758,0.7086424,1,19,2) rare (6-20)
50215,0.09799833,0.9020017,1,20,2) rare (6-20)
50216,0.18209176,0.8179082,1,9,2) rare (6-20)
50217,0.9675111,0.032488883,0,6,2) rare (6-20)
50218,0.12987153,0.87012845,1,18,2) rare (6-20)
50219,0.94031096,0.059689045,1,19,2) rare (6-20)
50220,0.47995317,0.52004683,1,9,2) rare (6-20)
50221,0.027490946,0.972509,1,6,2) rare (6-20)
50222,0.41457188,0.5854281,1,12,2) rare (6-20)
50223,0.2737594,0.72624063,1,15,2) rare (6-20)
50224,0.04456951,0.9554305,1,16,2) rare (6-20)
50225,0.89523566,0.10476434,1,19,2) rare (6-20)
50226,0.6429756,0.35702437,1,7,2) rare (6-20)
50227,0.07664071,0.9233593,1,19,2) rare (6-20)
50228,0.28206,0.71794,1,12,2) rare (6-20)
50229,0.11163445,0.88836557,1,17,2) rare (6-20)
50230,0.114619054,0.8853809,1,14,2) rare (6-20)
50231,0.87313926,0.12686074,1,13,2) rare (6-20)
50232,0.35816827,0.64183176,1,8,2) rare (6-20)
50233,0.40676472,0.59323525,0,7,2) rare (6-20)
50234,0.33833596,0.661664,1,13,2) rare (6-20)
50235,0.9430126,0.056987405,1,6,2) rare (6-20)
50236,0.22371641,0.7762836,1,9,2) rare (6-20)
50237,0.07134028,0.92865974,1,10,2) rare (6-20)
50238,0.5661948,0.43380523,1,15,2) rare (6-20)
50239,0.5711059,0.4288941,1,8,2) rare (6-20)
50240,0.041794125,0.9582059,1,6,2) rare (6-20)
50241,0.42852604,0.57147396,1,17,2) rare (6-20)
50242,0.18415873,0.81584126,1,18,2) rare (6-20)
50243,0.22389774,0.77610224,1,17,2) rare (6-20)
50244,0.93442315,0.06557685,1,11,2) rare (6-20)
50245,0.11420244,0.88579756,1,9,2) rare (6-20)
50246,0.29941797,0.700582,1,7,2) rare (6-20)
50247,0.7056648,0.2943352,1,8,2) rare (6-20)
50248,0.3709486,0.6290514,1,18,2) rare (6-20)
50249,0.84401774,0.15598226,1,8,2) rare (6-20)
50250,0.5988512,0.4011488,0,12,2) rare (6-20)
50251,0.10103452,0.8989655,1,15,2) rare (6-20)
50252,0.19010071,0.8098993,1,7,2) rare (6-20)
50253,0.1137847,0.8862153,1,15,2) rare (6-20)
50254,0.4830583,0.51694167,1,9,2) rare (6-20)
50255,0.33151707,0.6684829,1,19,2) rare (6-20)
50256,0.36967644,0.6303235,1,7,2) rare (6-20)
50257,0.9893405,0.010659516,1,16,2) rare (6-20)
50258,0.2837172,0.71628284,1,16,2) rare (6-20)
50259,0.27350745,0.7264925,1,13,2) rare (6-20)
50260,0.037227552,0.9627724,1,7,2) rare (6-20)
50261,0.26097965,0.73902035,1,14,2) rare (6-20)
50262,0.7857304,0.21426958,1,19,2) rare (6-20)
50263,0.4413571,0.55864286,1,19,2) rare (6-20)
50264,0.08205724,0.91794276,1,13,2) rare (6-20)
50265,0.17000946,0.8299905,1,10,2) rare (6-20)
50266,0.03133326,0.96866673,1,10,2) rare (6-20)
50267,0.9265978,0.073402226,1,19,2) rare (6-20)
50268,0.19342202,0.806578,1,12,2) rare (6-20)
50269,0.54382443,0.45617557,1,10,2) rare (6-20)
50270,0.10333214,0.89666784,1,19,2) rare (6-20)
50271,0.26601195,0.73398805,0,12,2) rare (6-20)
50272,0.37644643,0.6235536,1,6,2) rare (6-20)
50273,0.10155447,0.89844555,1,6,2) rare (6-20)
50274,0.22386031,0.7761397,1,17,2) rare (6-20)
50275,0.82087994,0.17912006,1,15,2) rare (6-20)
50276,0.422807,0.577193,1,20,2) rare (6-20)
50277,0.23229128,0.7677087,1,18,2) rare (6-20)
50278,0.82377356,0.17622644,1,14,2) rare (6-20)
50279,0.04596969,0.95403033,1,6,2) rare (6-20)
50280,0.7935988,0.20640123,1,11,2) rare (6-20)
50281,0.32378322,0.6762168,1,11,2) rare (6-20)
50282,0.015028629,0.98497134,1,17,2) rare (6-20)
50283,0.34790587,0.6520941,1,10,2) rare (6-20)
50284,0.24444214,0.7555579,0,15,2) rare (6-20)
50285,0.2556574,0.74434257,1,6,2) rare (6-20)
50286,0.1774676,0.8225324,1,13,2) rare (6-20)
50287,0.20461965,0.79538035,1,20,2) rare (6-20)
50288,0.21421742,0.7857826,1,8,2) rare (6-20)
50289,0.87840825,0.12159175,1,9,2) rare (6-20)
50290,0.10086242,0.89913756,1,11,2) rare (6-20)
50291,0.5770881,0.42291188,1,19,2) rare (6-20)
50292,0.9021681,0.097831905,1,6,2) rare (6-20)
50293,0.054448105,0.9455519,1,17,2) rare (6-20)
50294,0.28514096,0.714859,1,16,2) rare (6-20)
50295,0.71938246,0.28061754,1,6,2) rare (6-20)
50296,0.057661362,0.94233865,1,7,2) rare (6-20)
50297,0.59334207,0.40665793,1,13,2) rare (6-20)
50298,0.7493026,0.25069737,0,6,2) rare (6-20)
50299,0.45886955,0.5411304,1,20,2) rare (6-20)
50300,0.5475853,0.4524147,1,9,2) rare (6-20)
50301,0.46423578,0.5357642,1,17,2) rare (6-20)
50302,0.11655524,0.8834448,1,17,2) rare (6-20)
50303,0.41458187,0.5854181,1,14,2) rare (6-20)
50304,0.2891273,0.7108727,1,12,2) rare (6-20)
50305,0.98520523,0.014794767,1,18,2) rare (6-20)
50306,0.95222855,0.047771454,0,7,2) rare (6-20)
50307,0.30073753,0.6992625,1,13,2) rare (6-20)
50308,0.4451407,0.5548593,1,13,2) rare (6-20)
50309,0.62718254,0.37281746,1,13,2) rare (6-20)
50310,0.33448827,0.6655117,1,7,2) rare (6-20)
50311,0.15468484,0.84531516,1,18,2) rare (6-20)
50312,0.93229526,0.06770474,1,6,2) rare (6-20)
50313,0.22263731,0.7773627,1,19,2) rare (6-20)
50314,0.06070161,0.9392984,1,10,2) rare (6-20)
50315,0.16745314,0.83254683,1,7,2) rare (6-20)
50316,0.29084614,0.7091539,1,18,2) rare (6-20)
50317,0.2832092,0.7167908,1,20,2) rare (6-20)
50318,0.842186,0.15781403,1,18,2) rare (6-20)
50319,0.1591883,0.8408117,1,9,2) rare (6-20)
50320,0.47625116,0.5237489,1,6,2) rare (6-20)
50321,0.29254806,0.70745194,1,6,2) rare (6-20)
50322,0.1776819,0.8223181,1,18,2) rare (6-20)
50323,0.33067107,0.6693289,1,20,2) rare (6-20)
50324,0.9806655,0.019334495,1,15,2) rare (6-20)
50325,0.8556128,0.14438719,1,20,2) rare (6-20)
50326,0.90391403,0.096085966,0,15,2) rare (6-20)
50327,0.08418915,0.9158108,1,7,2) rare (6-20)
50328,0.7635863,0.23641372,0,8,2) rare (6-20)
50329,0.06791193,0.9320881,1,18,2) rare (6-20)
50330,0.72179306,0.27820694,1,19,2) rare (6-20)
50331,0.4612332,0.5387668,1,10,2) rare (6-20)
50332,0.15330285,0.84669715,1,17,2) rare (6-20)
50333,0.33791822,0.6620818,1,10,2) rare (6-20)
50334,0.6560068,0.3439932,1,6,2) rare (6-20)
50335,0.48594055,0.5140594,1,18,2) rare (6-20)
50336,0.16289988,0.83710015,1,13,2) rare (6-20)
50337,0.5745059,0.42549407,1,6,2) rare (6-20)
50338,0.03495146,0.96504855,1,6,2) rare (6-20)
50339,0.32722062,0.6727794,0,6,2) rare (6-20)
50340,0.92933387,0.070666134,1,12,2) rare (6-20)
50341,0.79426736,0.20573264,1,10,2) rare (6-20)
50342,0.2592043,0.74079573,1,19,2) rare (6-20)
50343,0.7211119,0.2788881,1,6,2) rare (6-20)
50344,0.9056953,0.09430468,1,9,2) rare (6-20)
50345,0.023260122,0.9767399,1,9,2) rare (6-20)
50346,0.10990337,0.8900966,1,19,2) rare (6-20)
50347,0.17285924,0.82714075,1,6,2) rare (6-20)
50348,0.06810803,0.931892,1,13,2) rare (6-20)
50349,0.2445201,0.75547993,1,9,2) rare (6-20)
50350,0.15173213,0.84826785,1,6,2) rare (6-20)
50351,0.09953934,0.90046066,1,9,2) rare (6-20)
50352,0.053313445,0.94668657,1,6,2) rare (6-20)
50353,0.41183156,0.58816844,1,11,2) rare (6-20)
50354,0.052707236,0.94729275,1,6,2) rare (6-20)
50355,0.96071887,0.03928113,0,7,2) rare (6-20)
50356,0.82998395,0.17001605,1,10,2) rare (6-20)
50357,0.04011477,0.95988524,1,8,2) rare (6-20)
50358,0.4631926,0.5368074,0,19,2) rare (6-20)
50359,0.34083328,0.6591667,1,20,2) rare (6-20)
50360,0.026798084,0.97320193,1,9,2) rare (6-20)
50361,0.13881883,0.86118114,1,12,2) rare (6-20)
50362,0.35791683,0.64208317,1,10,2) rare (6-20)
50363,0.09216729,0.90783274,1,12,2) rare (6-20)
50364,0.3225333,0.6774667,0,17,2) rare (6-20)
50365,0.7334933,0.26650667,1,19,2) rare (6-20)
50366,0.054023013,0.945977,1,17,2) rare (6-20)
50367,0.07673199,0.923268,1,15,2) rare (6-20)
50368,0.048702665,0.95129734,1,19,2) rare (6-20)
50369,0.70261115,0.29738885,1,8,2) rare (6-20)
50370,0.40643468,0.59356534,1,12,2) rare (6-20)
50371,0.7860661,0.21393389,1,6,2) rare (6-20)
50372,0.4760042,0.52399576,1,8,2) rare (6-20)
50373,0.22540687,0.7745931,1,13,2) rare (6-20)
50374,0.32450947,0.6754905,1,12,2) rare (6-20)
50375,0.14073397,0.85926604,1,9,2) rare (6-20)
50376,0.1584419,0.8415581,1,7,2) rare (6-20)
50377,0.030414917,0.96958506,1,6,2) rare (6-20)
50378,0.24025886,0.7597411,1,6,2) rare (6-20)
50379,0.85140246,0.14859754,1,7,2) rare (6-20)
50380,0.49221346,0.5077865,1,19,2) rare (6-20)
50381,0.02507325,0.97492677,1,8,2) rare (6-20)
50382,0.11031223,0.8896878,1,15,2) rare (6-20)
50383,0.19321826,0.80678177,1,15,2) rare (6-20)
50384,0.06932265,0.93067735,1,8,2) rare (6-20)
50385,0.2512935,0.74870646,1,13,2) rare (6-20)
50386,0.05401615,0.9459838,1,10,2) rare (6-20)
50387,0.36387807,0.6361219,1,9,2) rare (6-20)
50388,0.07329115,0.9267088,1,7,2) rare (6-20)
50389,0.051070318,0.94892967,1,10,2) rare (6-20)
50390,0.46304455,0.5369555,1,10,2) rare (6-20)
50391,0.8237134,0.17628658,0,16,2) rare (6-20)
50392,0.17691866,0.8230814,1,7,2) rare (6-20)
50393,0.53853357,0.46146643,1,20,2) rare (6-20)
50394,0.7194173,0.28058273,1,7,2) rare (6-20)
50395,0.2202213,0.7797787,1,19,2) rare (6-20)
50396,0.48562428,0.5143757,1,8,2) rare (6-20)
50397,0.13961112,0.8603889,1,17,2) rare (6-20)
50398,0.25121737,0.74878263,1,19,2) rare (6-20)
50399,0.29014966,0.7098503,1,16,2) rare (6-20)
50400,0.66725916,0.33274084,1,17,2) rare (6-20)
50401,0.12301511,0.8769849,1,14,2) rare (6-20)
50402,0.118029825,0.88197017,1,19,2) rare (6-20)
50403,0.09674343,0.9032566,1,12,2) rare (6-20)
50404,0.1317329,0.8682671,1,6,2) rare (6-20)
50405,0.6062976,0.3937024,1,6,2) rare (6-20)
50406,0.10054811,0.8994519,1,20,2) rare (6-20)
50407,0.13056284,0.86943716,1,6,2) rare (6-20)
50408,0.15307942,0.8469206,1,20,2) rare (6-20)
50409,0.76458335,0.23541665,1,11,2) rare (6-20)
50410,0.5888018,0.4111982,1,9,2) rare (6-20)
50411,0.25528708,0.74471295,1,8,2) rare (6-20)
50412,0.36797574,0.6320243,1,20,2) rare (6-20)
50413,0.62626255,0.37373745,1,9,2) rare (6-20)
50414,0.9370572,0.0629428,0,12,2) rare (6-20)
50415,0.072759755,0.92724025,1,18,2) rare (6-20)
50416,0.06046382,0.93953615,1,6,2) rare (6-20)
50417,0.69134706,0.30865294,1,19,2) rare (6-20)
50418,0.33641446,0.66358554,1,9,2) rare (6-20)
50419,0.1475474,0.85245264,1,10,2) rare (6-20)
50420,0.55895555,0.44104445,1,8,2) rare (6-20)
50421,0.791276,0.20872402,1,8,2) rare (6-20)
50422,0.32603166,0.6739683,0,6,2) rare (6-20)
50423,0.9732188,0.026781201,1,12,2) rare (6-20)
50424,0.9330763,0.06692368,1,13,2) rare (6-20)
50425,0.8335301,0.16646987,1,17,2) rare (6-20)
50426,0.15818451,0.8418155,1,16,2) rare (6-20)
50427,0.11036046,0.88963956,1,19,2) rare (6-20)
50428,0.17989185,0.8201082,1,9,2) rare (6-20)
50429,0.6565033,0.34349668,1,9,2) rare (6-20)
50430,0.94633013,0.05366987,0,16,2) rare (6-20)
50431,0.07516165,0.92483836,1,8,2) rare (6-20)
50432,0.8455007,0.15449929,1,19,2) rare (6-20)
50433,0.13473222,0.86526775,1,9,2) rare (6-20)
50434,0.051969912,0.9480301,1,12,2) rare (6-20)
50435,0.058690738,0.9413093,1,13,2) rare (6-20)
50436,0.8192529,0.18074709,1,6,2) rare (6-20)
