mol_idx,top_score,error,frequency,tier,ensemble_mean_score,ensemble_std_score
4116,0.20323795,1,0,1) very rare (1-5),0.337876235,0.19206183583772007
4117,0.14339687,1,13,2) rare (6-20),0.20036262999999999,0.057635615641031805
4118,0.6943076,0,84,3) common (21-100),0.8086815700000001,0.07377001294418961
4119,0.8941085,0,1290,4) very common (100+),0.6912564375,0.14228883155853875
4120,0.293398,1,0,1) very rare (1-5),0.501075405,0.1304561967616814
4121,0.5891204,0,9,2) rare (6-20),0.5753054675,0.10561883832005571
4122,0.3156896,1,1,1) very rare (1-5),0.5606234625000001,0.06790411024204808
4123,0.020121213,1,0,1) very rare (1-5),0.03053440075,0.013329906446514871
4124,0.6159093,0,66,3) common (21-100),0.2832323,0.12146979108176917
4125,0.3052636,1,1,1) very rare (1-5),0.2177466725,0.07237290439160998
4126,0.1484093,1,21,3) common (21-100),0.23206533000000001,0.04988347323466812
4127,0.39596817,1,118,4) very common (100+),0.432449215,0.13850036731117243
4128,0.46061662,0,69,3) common (21-100),0.5893767575,0.06312538069686645
4129,0.17471488,0,27,3) common (21-100),0.3202851625,0.1453132409989548
4130,0.96806395,0,182,4) very common (100+),0.9743100325,0.02192463262569907
4131,0.2029277,1,2,1) very rare (1-5),0.09961075,0.02149879665399467
4132,0.80665326,1,105,4) very common (100+),0.7011262725,0.09133097043090461
4133,0.74074084,1,1290,4) very common (100+),0.6709888774999999,0.07083956651224668
4134,0.9218614,1,1070,4) very common (100+),0.838745735,0.057090609029485095
4135,0.34200114,1,19,2) rare (6-20),0.3623717525,0.05551898910753481
4136,0.12454695,1,2,1) very rare (1-5),0.39167986750000006,0.15089633863419422
4137,0.91800636,0,15,2) rare (6-20),0.9318251925,0.022935124410697394
4138,0.06010692,1,0,1) very rare (1-5),0.03375882075,0.006033033074579793
4139,0.49120843,1,106,4) very common (100+),0.3922060325,0.05880759549408025
4140,0.086087205,1,1,1) very rare (1-5),0.16448790500000002,0.06101546112984581
4141,0.66977006,1,63,3) common (21-100),0.64225325,0.13782771662076282
4142,0.32472402,0,1,1) very rare (1-5),0.0806382465,0.04030951272889642
4143,0.07229656,1,92,3) common (21-100),0.11999119,0.03067044062677043
4144,0.22495022,1,0,1) very rare (1-5),0.21141883499999997,0.07892039756998487
4145,0.4562635,1,1,1) very rare (1-5),0.3272728825,0.13470547772923755
4146,0.09607294,1,0,1) very rare (1-5),0.04613863675,0.008420223299024065
4147,0.5041204,1,23,3) common (21-100),0.509948025,0.1211582684125554
4148,0.81859887,0,4,1) very rare (1-5),0.8816917000000001,0.0789937801141014
4149,0.10075875,1,0,1) very rare (1-5),0.14929307249999998,0.04870930010766751
4150,0.9668638,0,1000,4) very common (100+),0.9708393925,0.006461997781697885
4151,0.3138737,0,1070,4) very common (100+),0.3182110925,0.05904198486234494
4152,0.946105,0,1000,4) very common (100+),0.94968401,0.004143901704921343
4153,0.79360336,0,3,1) very rare (1-5),0.67812775,0.1178909800261975
4154,0.43627387,0,2,1) very rare (1-5),0.3588881175,0.15355450360245354
4155,0.070850275,1,0,1) very rare (1-5),0.10971642275,0.07304159028791925
4156,0.61653095,0,1290,4) very common (100+),0.5608028174999999,0.10809867786993706
4157,0.15821,1,0,1) very rare (1-5),0.231056876,0.09721668965252529
4158,0.74068964,0,1,1) very rare (1-5),0.64965058,0.12290435789314062
4159,0.36642733,1,0,1) very rare (1-5),0.2282340725,0.056830199434241106
4160,0.3117163,1,0,1) very rare (1-5),0.297041,0.08705767559428865
4161,0.44612476,0,7,2) rare (6-20),0.48563404,0.05295888696478381
4162,0.531306,1,35,3) common (21-100),0.4778098475,0.1190507021923595
4163,0.36385947,0,37,3) common (21-100),0.46436999,0.19836331979005656
4164,0.636885,0,17,2) rare (6-20),0.2989230325,0.16070407058662692
4165,0.44310132,0,2,1) very rare (1-5),0.6166549800000001,0.17424332269336176
4166,0.05970996,1,0,1) very rare (1-5),0.07747012625000001,0.027582582654241558
4167,0.9452494,0,7,2) rare (6-20),0.9027268100000001,0.03859811194596568
4168,0.6272842,1,89,3) common (21-100),0.7775014375,0.0844327738600019
4169,0.49084592,1,275,4) very common (100+),0.246290929,0.1434762951615757
4170,0.028015535,1,1,1) very rare (1-5),0.057409560500000005,0.02544192163788126
4171,0.5007863,0,106,4) very common (100+),0.4028454675,0.07294556503604328
4172,0.9933856,0,1000,4) very common (100+),0.9819936,0.007496874248978691
4173,0.21672648,1,159,4) very common (100+),0.2948960035,0.21218085946795792
4174,0.07396452,1,1,1) very rare (1-5),0.0990151795,0.03986336299045053
4175,0.56318533,0,1,1) very rare (1-5),0.5809751725000001,0.08560753089750674
4176,0.5033569,1,2,1) very rare (1-5),0.27590159000000003,0.11294735987634573
4177,0.95815045,0,15,2) rare (6-20),0.9482400975,0.023386190873601418
4178,0.013556965,1,21,3) common (21-100),0.02847333425,0.012854495173408259
4179,0.20135808,1,343,4) very common (100+),0.384785885,0.10680056981652894
4180,0.23028404,1,27,3) common (21-100),0.08404899675000001,0.039277435666468616
4181,0.16453567,1,1,1) very rare (1-5),0.158162055,0.07157261827259832
4182,0.084035374,1,1,1) very rare (1-5),0.048916910999999993,0.013900813671455818
4183,0.09904076,1,0,1) very rare (1-5),0.15173163875,0.037522723597865064
4184,0.02817325,1,237,4) very common (100+),0.257693265,0.14220754367955915
4185,0.63130146,0,3,1) very rare (1-5),0.6159634625,0.10394857166036106
4186,0.94648194,0,78,3) common (21-100),0.8565647225,0.04253579364555888
4187,0.13112198,1,118,4) very common (100+),0.2843074825,0.18580668064173855
4188,0.9278666,0,8,2) rare (6-20),0.9478346925,0.021848725711436118
4189,0.7227583,1,343,4) very common (100+),0.7420276075000001,0.06450739579310785
4190,0.032847505,1,88,3) common (21-100),0.07886923724999999,0.054161049397168336
4191,0.5833601,1,372,4) very common (100+),0.43565322,0.05108645369187756
4192,0.3443721,1,261,4) very common (100+),0.509029175,0.16277435149402572
4193,0.70308536,0,275,4) very common (100+),0.736251,0.05895505284921558
4194,0.7519849,0,2,1) very rare (1-5),0.543160165,0.08760606146299284
4195,0.32384175,1,8,2) rare (6-20),0.1557840875,0.01155556014962791
4196,0.8551932,0,37,3) common (21-100),0.7775056899999999,0.08044922605529088
4197,0.3471105,0,1,1) very rare (1-5),0.23054904250000002,0.04016636212296078
4198,0.7928627,1,1070,4) very common (100+),0.688433615,0.10085340047813794
4199,0.06784882,1,2,1) very rare (1-5),0.16302116749999998,0.11619184327794602
4200,0.045094952,1,2,1) very rare (1-5),0.07558012925,0.03659276645024801
4201,0.41044807,0,12,2) rare (6-20),0.4699954025,0.05014125508038485
4202,0.97642523,0,85,3) common (21-100),0.9813157325,0.008212588215652182
4203,0.9327879,1,1070,4) very common (100+),0.78708771,0.10300828490578949
4204,0.21475984,0,15,2) rare (6-20),0.549586955,0.20194449503499837
4205,0.12659201,1,0,1) very rare (1-5),0.12866212625,0.030809924220873496
4206,0.4505904,0,2,1) very rare (1-5),0.656177515,0.12949564758005452
4207,0.92564625,0,223,4) very common (100+),0.82301173,0.1376747242108547
4208,0.93793833,1,268,4) very common (100+),0.9140136525000001,0.0637637760671066
4209,0.2876734,0,223,4) very common (100+),0.34873539249999996,0.06895921602097627
4210,0.2038692,1,0,1) very rare (1-5),0.1883647415,0.08386673250855851
4211,0.20199549,1,0,1) very rare (1-5),0.16539212375,0.08873092494567335
4212,0.03716311,1,0,1) very rare (1-5),0.011978347499999998,0.0010782669484228498
4213,0.34229112,1,0,1) very rare (1-5),0.4444465675,0.10419142778055
4214,0.33055082,1,2,1) very rare (1-5),0.25177951249999997,0.046177037722965386
4215,0.43549928,1,12,2) rare (6-20),0.45051109749999996,0.10370136642229705
4216,0.6183517,0,46,3) common (21-100),0.5805310450000001,0.14015066110577387
4217,0.46000156,0,10,2) rare (6-20),0.53070886,0.06076919326375662
4218,0.66559696,1,70,3) common (21-100),0.8907028425000001,0.019318541168559276
4219,0.014389935,1,1,1) very rare (1-5),0.0438143985,0.01823521365735308
4220,0.6139148,1,0,1) very rare (1-5),0.46195272249999997,0.12990762785845802
4221,0.81100625,1,0,1) very rare (1-5),0.7965872274999999,0.07604190857460358
4222,0.31980217,0,2,1) very rare (1-5),0.43937291,0.09580706619732962
4223,0.82612574,0,11,2) rare (6-20),0.43421233,0.13862393692452218
4224,0.37012407,1,160,4) very common (100+),0.2162871,0.06146264451355352
4225,0.34166026,1,2,1) very rare (1-5),0.2153881525,0.05254675750926614
4226,0.89232224,0,66,3) common (21-100),0.75569291,0.07173696193962567
4227,0.1406576,1,16,2) rare (6-20),0.36332210249999997,0.1898852721043257
4228,0.20892423,1,7,2) rare (6-20),0.33707765,0.1641192108403247
4229,0.89679825,0,26,3) common (21-100),0.8025388325,0.07239834915337552
4230,0.95178366,0,223,4) very common (100+),0.9154090825,0.029800444726066074
4231,0.07814608,1,1,1) very rare (1-5),0.1874017625,0.03711682997755626
4232,0.1960417,1,0,1) very rare (1-5),0.15165616,0.021520644380300283
4233,0.99389946,0,1000,4) very common (100+),0.9737072724999999,0.01972688428524053
4234,0.023872485,1,0,1) very rare (1-5),0.06727614575,0.03327688072344361
4235,0.054268155,1,1,1) very rare (1-5),0.062092916000000005,0.034093630192091016
4236,0.33252016,1,58,3) common (21-100),0.331443475,0.02547783396010491
4237,0.0880582,1,1,1) very rare (1-5),0.16286172325,0.1853080789106363
4238,0.96734834,0,421,4) very common (100+),0.8575404974999999,0.013472079476091253
4239,0.0723448,1,26,3) common (21-100),0.031099731000000002,0.009800070770651965
4240,0.60074365,0,1,1) very rare (1-5),0.652049135,0.043039549687603325
4241,0.258708,1,1,1) very rare (1-5),0.43405573750000004,0.17365315011745489
4242,0.35129762,0,6,2) rare (6-20),0.2909239025,0.15347652795534067
4243,0.7221124,0,9,2) rare (6-20),0.5787425850000001,0.0922952198163021
4244,0.5307721,0,421,4) very common (100+),0.2825817525,0.08770205460860692
4245,0.95394325,0,1070,4) very common (100+),0.8949737449999999,0.0366679476480519
4246,0.47711352,1,28,3) common (21-100),0.39642052,0.14041647929133388
4247,0.8886531,0,37,3) common (21-100),0.8719495724999999,0.08631183510440366
4248,0.8470673,1,15,2) rare (6-20),0.89100328,0.057872665857578665
4249,0.15948611,0,1,1) very rare (1-5),0.1529872025,0.05176923366804137
4250,0.42957696,1,69,3) common (21-100),0.38134762,0.02546310741382913
4251,0.5454712,1,1,1) very rare (1-5),0.824852425,0.039789370908041195
4252,0.24523321,1,4,1) very rare (1-5),0.157051795,0.03650564904240335
4253,0.14639685,1,19,2) rare (6-20),0.17268119249999997,0.03697577981154175
4254,0.53783864,0,21,3) common (21-100),0.545165935,0.20005719564146268
4255,0.2229247,1,24,3) common (21-100),0.3588393125,0.08010824597066721
4256,0.49780515,1,7,2) rare (6-20),0.50359074,0.06901928022258272
4257,0.29082495,1,700,4) very common (100+),0.34709508749999995,0.10899926013870079
4258,0.13215367,1,0,1) very rare (1-5),0.354517885,0.06424505810547201
4259,0.97420764,0,52,3) common (21-100),0.9806795549999999,0.006817616103545664
4260,0.059295673,1,178,4) very common (100+),0.1355356525,0.04440744599005745
4261,0.37063172,1,0,1) very rare (1-5),0.2397100875,0.05920483740432845
4262,0.8519393,1,2,1) very rare (1-5),0.8760260875,0.07348502435155693
4263,0.08119845,1,16,2) rare (6-20),0.060588863500000006,0.01794491153720343
4264,0.25603035,1,0,1) very rare (1-5),0.14120143749999997,0.03029632951116469
4265,0.89901227,0,343,4) very common (100+),0.87186126,0.06619158376828432
4266,0.046738874,1,700,4) very common (100+),0.1342854375,0.04690390780683224
4267,0.9477372,1,0,1) very rare (1-5),0.9236654475,0.024104868302456454
4268,0.32679316,1,78,3) common (21-100),0.109578095,0.0360747991596963
4269,0.5769928,0,372,4) very common (100+),0.7618636225000001,0.05852752189246202
4270,0.39911845,0,1070,4) very common (100+),0.6565589900000001,0.07338271278904385
4271,0.90241444,0,3,1) very rare (1-5),0.9378117724999999,0.02782440768147399
4272,0.13465154,1,19,2) rare (6-20),0.2208930525,0.1386279402573809
4273,0.06461141,1,0,1) very rare (1-5),0.063335892,0.011175361905222666
4274,0.7659542,0,3,1) very rare (1-5),0.48037672499999995,0.14059884331616077
4275,0.6483346,0,34,3) common (21-100),0.49093769500000006,0.151892074723058
4276,0.7151005,0,100,3) common (21-100),0.6832025199999999,0.09252709915980098
4277,0.2602337,1,2,1) very rare (1-5),0.334158305,0.11581975220569017
4278,0.4328534,0,1,1) very rare (1-5),0.2291934825,0.09191301957506194
4279,0.2023412,0,0,1) very rare (1-5),0.092901969,0.021141979463812823
4280,0.5778653,1,166,4) very common (100+),0.544844025,0.1361907286859009
4281,0.5502722,0,4,1) very rare (1-5),0.538072605,0.17570215292783145
4282,0.7124588,0,261,4) very common (100+),0.631170695,0.17824427697158268
4283,0.44800037,1,1,1) very rare (1-5),0.257469375,0.13117579457737208
4284,0.27433062,0,134,4) very common (100+),0.32390121749999995,0.09877348158219576
4285,0.18142793,1,82,3) common (21-100),0.13003021875,0.05282958587375879
4286,0.20598474,1,2,1) very rare (1-5),0.35500074,0.10803806869336102
4287,0.7732046,0,60,3) common (21-100),0.57775666,0.1454439545800024
4288,0.046192847,1,0,1) very rare (1-5),0.07416136724999998,0.040925553708112336
4289,0.9035493,0,2,1) very rare (1-5),0.84893479,0.08213030265489285
4290,0.23362577,1,9,2) rare (6-20),0.15747363150000002,0.06514542256427966
4291,0.11797286,1,0,1) very rare (1-5),0.4541081575,0.23513949747921725
4292,0.12139047,1,4,1) very rare (1-5),0.1491727325,0.04741079916799725
4293,0.27013803,1,1,1) very rare (1-5),0.2226873175,0.05640097371591308
4294,0.4865926,1,4,1) very rare (1-5),0.3664750425,0.1722330858410933
4295,0.82604665,1,8,2) rare (6-20),0.927458115,0.007258300002595307
4296,0.8989246,0,38,3) common (21-100),0.8742127575,0.05396817170366083
4297,0.4646231,0,22,3) common (21-100),0.3911277275,0.12520114594357262
4298,0.8996197,0,14,2) rare (6-20),0.86356859,0.06122238918367448
4299,0.44340748,0,43,3) common (21-100),0.4301214825,0.05142290775855755
4300,0.08647521,1,0,1) very rare (1-5),0.0833935025,0.036346400533678276
4301,0.93183213,1,12,2) rare (6-20),0.8697269999999999,0.08802589526040049
4302,0.18941133,1,0,1) very rare (1-5),0.15344515025,0.1056264944420772
4303,0.6042879,0,12,2) rare (6-20),0.769277505,0.1305412702580288
4304,0.42047852,1,5,1) very rare (1-5),0.3596646725,0.059601372591172506
4305,0.13160518,0,49,3) common (21-100),0.198258615,0.07340482711462423
4306,0.71500456,0,1290,4) very common (100+),0.8107935374999999,0.11072028978087856
4307,0.35090303,0,159,4) very common (100+),0.393874145,0.174669812651019
4308,0.08504249,1,1,1) very rare (1-5),0.11629755875,0.06902176981460435
4309,0.21935841,1,274,4) very common (100+),0.46433075,0.1490236576832308
4310,0.09380729,1,1,1) very rare (1-5),0.0411899025,0.008318194253379561
4311,0.6878983,1,1,1) very rare (1-5),0.361618475,0.0865211528295262
4312,0.9157601,1,268,4) very common (100+),0.8220371350000001,0.03162436116993788
4313,0.9509027,0,91,3) common (21-100),0.9053714049999999,0.018271334392448605
4314,0.88610053,0,10,2) rare (6-20),0.87574165,0.03435703557835717
4315,0.5409641,1,14,2) rare (6-20),0.6599942525,0.18169414246086685
4316,0.569469,0,2,1) very rare (1-5),0.79904885,0.05448864991542963
4317,0.9058389,0,1290,4) very common (100+),0.6310305675,0.16933012224609792
4318,0.15735026,1,1,1) very rare (1-5),0.10463087774999999,0.034821161214345656
4319,0.7870076,1,0,1) very rare (1-5),0.8383072524999999,0.06690959716323036
4320,0.86803466,0,118,4) very common (100+),0.8544047499999999,0.13947272701953348
4321,0.8468472,0,700,4) very common (100+),0.5134784275000001,0.13122644919839663
4322,0.26851898,1,2,1) very rare (1-5),0.296667535,0.04801692188561315
4323,0.11626696,1,0,1) very rare (1-5),0.05811310925000001,0.03294697475062265
4324,0.8620665,0,343,4) very common (100+),0.8657901625,0.0388639714204238
4325,0.32296833,1,0,1) very rare (1-5),0.5903877000000001,0.12289944663461999
4326,0.2340944,1,3,1) very rare (1-5),0.47880692750000003,0.11932020862545799
4327,0.7503093,0,5,1) very rare (1-5),0.5835358825,0.12380861205093094
4328,0.042543594,1,8,2) rare (6-20),0.03458609775,0.013486271354819598
4329,0.7180039,1,21,3) common (21-100),0.6821275375,0.07190428370688368
4330,0.057717,1,13,2) rare (6-20),0.08511333150000001,0.03580312006144324
4331,0.27862746,0,372,4) very common (100+),0.24654924000000003,0.03118191171251052
4332,0.7261644,0,178,4) very common (100+),0.8140353600000001,0.08643945144858685
4333,0.6121207,0,2,1) very rare (1-5),0.51956378,0.057626389339678404
4334,0.8807558,0,1000,4) very common (100+),0.8974043899999999,0.08291220079382347
4335,0.7811586,1,7,2) rare (6-20),0.7600564575,0.11705266506385459
4336,0.2954152,0,38,3) common (21-100),0.5035944125,0.18260075281634872
4337,0.025922017,0,17,2) rare (6-20),0.07737942525,0.026295836585056877
4338,0.73110896,1,7,2) rare (6-20),0.74027429,0.09923094758541463
4339,0.64814746,1,76,3) common (21-100),0.665420655,0.07868223287649011
4340,0.72282875,0,160,4) very common (100+),0.742578685,0.0675845446417646
4341,0.75628746,1,36,3) common (21-100),0.5009490249999999,0.11972362782268263
4342,0.56062514,0,421,4) very common (100+),0.5914681325000001,0.1543961430871402
4343,0.084961146,1,5,1) very rare (1-5),0.090272161,0.01887024527218926
4344,0.17852375,1,0,1) very rare (1-5),0.17232659250000001,0.06460787792645041
4345,0.39519534,1,3,1) very rare (1-5),0.6132791375,0.08901402944884146
4346,0.17930372,1,14,2) rare (6-20),0.31137384999999995,0.13444321473035967
4347,0.030053662,1,19,2) rare (6-20),0.0220402855,0.009730642487119247
4348,0.8217739,0,1,1) very rare (1-5),0.494568715,0.058314626295442595
4349,0.09570676,1,1,1) very rare (1-5),0.2359027725,0.07584171617400755
4350,0.87377,1,1,1) very rare (1-5),0.826458165,0.08369809284704564
4351,0.86721,0,7,2) rare (6-20),0.88372876,0.11268187399918324
4352,0.26551387,0,1,1) very rare (1-5),0.208894865,0.078322937189577
4353,0.98004293,0,274,4) very common (100+),0.9682386650000001,0.02461940527351695
4354,0.1757243,1,58,3) common (21-100),0.33689293249999996,0.05625478101938465
4355,0.5329007,0,237,4) very common (100+),0.6345377699999999,0.1513340092607073
4356,0.23854102,0,8,2) rare (6-20),0.31871837000000003,0.07072979909733414
4357,0.18044004,1,0,1) very rare (1-5),0.173832296,0.08080096582619095
4358,0.56999743,1,275,4) very common (100+),0.5505249750000001,0.1793819354277217
4359,0.27279288,0,8,2) rare (6-20),0.220818125,0.124535782934638
4360,0.5994749,1,0,1) very rare (1-5),0.67633904,0.09195921986981405
4361,0.23287618,1,0,1) very rare (1-5),0.2632560725,0.0787502256133839
4362,0.11667271,0,24,3) common (21-100),0.25427738125,0.2078158399738528
4363,0.9529008,0,23,3) common (21-100),0.8729664625,0.057764682643953555
4364,0.44134453,0,1290,4) very common (100+),0.4895042675,0.0828094662390941
4365,0.20576811,0,9,2) rare (6-20),0.1769369425,0.05223389582314265
4366,0.9852314,0,71,3) common (21-100),0.9911314,0.0013353156986271
4367,0.09008552,1,0,1) very rare (1-5),0.06194034975,0.023666983046218587
4368,0.88777065,0,91,3) common (21-100),0.85867958,0.07012568451293683
4369,0.23574638,1,19,2) rare (6-20),0.1419282475,0.06252294708321553
4370,0.37319037,1,1070,4) very common (100+),0.45527212499999997,0.01767635775755501
4371,0.86014044,0,13,2) rare (6-20),0.8966649474999999,0.08548767190723332
4372,0.38277745,1,4,1) very rare (1-5),0.30745387,0.09606761804901351
4373,0.93634886,0,39,3) common (21-100),0.854561315,0.023965835778471715
4374,0.28450313,0,118,4) very common (100+),0.28555601249999996,0.1276847205667752
4375,0.7549704,1,46,3) common (21-100),0.5752365125000001,0.06251671267809486
4376,0.80657643,1,1070,4) very common (100+),0.7636190549999999,0.13881946337382348
4377,0.8915979,1,0,1) very rare (1-5),0.5196206875,0.10872720666383583
4378,0.22454342,0,1,1) very rare (1-5),0.23075311399999998,0.10074067831841056
4379,0.9952254,0,89,3) common (21-100),0.9970490425,0.0014794164538488727
4380,0.6711235,1,44,3) common (21-100),0.555152425,0.10985259585349215
4381,0.73651737,0,343,4) very common (100+),0.5711438,0.026665618621363345
4382,0.07628699,1,0,1) very rare (1-5),0.1549818185,0.047038771023032125
4383,0.9066856,0,421,4) very common (100+),0.5900751249999999,0.12122652566954449
4384,0.56894743,0,275,4) very common (100+),0.51775372,0.07417779148364659
4385,0.37674537,0,1,1) very rare (1-5),0.27216318,0.07813791879984551
4386,0.64402133,0,343,4) very common (100+),0.7129894475,0.05549593620052977
4387,0.28270096,1,0,1) very rare (1-5),0.215082175,0.11883523215147634
4388,0.5505895,1,275,4) very common (100+),0.4252002,0.05815044363347369
4389,0.121726625,0,3,1) very rare (1-5),0.1811502975,0.07598666604838226
4390,0.85917,0,700,4) very common (100+),0.684629725,0.03593657063468739
4391,0.8211078,1,1,1) very rare (1-5),0.860162565,0.08934479578024496
4392,0.49720147,1,268,4) very common (100+),0.6061334,0.06683565110455646
4393,0.7502127,0,92,3) common (21-100),0.7246491075,0.05594592745949492
4394,0.45491692,0,106,4) very common (100+),0.42299050250000003,0.11430188991663226
4395,0.107896626,1,1,1) very rare (1-5),0.061040946750000005,0.024241096808437973
4396,0.91673416,1,146,4) very common (100+),0.696129765,0.0969087766774954
4397,0.7274849,0,7,2) rare (6-20),0.47716261,0.05981596950068519
4398,0.86258817,0,261,4) very common (100+),0.8767078,0.04872755740584585
4399,0.7347955,1,21,3) common (21-100),0.7739275725000001,0.057996033003924204
4400,0.8000737,0,46,3) common (21-100),0.8302773875,0.042465177099911745
4401,0.9450179,0,1000,4) very common (100+),0.9272866550000001,0.06383048584068803
4402,0.8662676,0,30,3) common (21-100),0.7065280099999999,0.11154217137526193
4403,0.26213473,1,160,4) very common (100+),0.446401995,0.18039208371574755
4404,0.4492314,1,27,3) common (21-100),0.533947455,0.09649356484666774
4405,0.38519895,1,0,1) very rare (1-5),0.487822135,0.10804193059026332
4406,0.447394,1,107,4) very common (100+),0.5444102625,0.05763264783260457
4407,0.871271,1,25,3) common (21-100),0.8168015000000001,0.08502991780574529
4408,0.12946887,1,0,1) very rare (1-5),0.11115527,0.04540397667128907
4409,0.6281131,0,700,4) very common (100+),0.6345089725,0.12195148292003327
4410,0.9388806,0,30,3) common (21-100),0.7601074650000001,0.11614842951185984
4411,0.5527427,0,1,1) very rare (1-5),0.6304838775,0.0817603970445693
4412,0.8804231,0,12,2) rare (6-20),0.633765925,0.09133518410829898
4413,0.47318,0,6,2) rare (6-20),0.6714869575,0.08908381195617035
4414,0.97427976,0,274,4) very common (100+),0.9807786000000001,0.007970998665659793
4415,0.46725804,1,0,1) very rare (1-5),0.35917239,0.12017974819408658
4416,0.43938276,1,105,4) very common (100+),0.4070651,0.13319401636538428
4417,0.28372177,1,100,3) common (21-100),0.42134745500000004,0.13094639931333096
4418,0.3119616,0,4,1) very rare (1-5),0.34725028999999996,0.06585312135484772
4419,0.106829435,0,3,1) very rare (1-5),0.041824442999999996,0.015613284434396272
4420,0.8314653,0,5,1) very rare (1-5),0.7341813725,0.07026375839903364
4421,0.93218046,0,89,3) common (21-100),0.9839957675,0.012185686164345375
4422,0.16259919,1,2,1) very rare (1-5),0.18423286125,0.07695498813359554
4423,0.5630667,0,146,4) very common (100+),0.6260456325,0.13934780258999088
4424,0.3646627,0,700,4) very common (100+),0.4494169725,0.14724309518631518
4425,0.1801528,0,1,1) very rare (1-5),0.1354339625,0.014184958630187075
4426,0.5047087,1,0,1) very rare (1-5),0.6291369425000001,0.1210021282827117
4427,0.36841756,1,1,1) very rare (1-5),0.323083555,0.22264312926533014
4428,0.3939507,1,1,1) very rare (1-5),0.3851402425,0.046331862670849086
4429,0.44318593,1,372,4) very common (100+),0.5478025625,0.10715945243661064
4430,0.122675374,0,30,3) common (21-100),0.08486455275,0.060188425188505625
4431,0.062255878,1,23,3) common (21-100),0.050652486749999996,0.008114985834100679
4432,0.016743058,1,6,2) rare (6-20),0.015148867425,0.004959235182124538
4433,0.9752603,0,25,3) common (21-100),0.9811590674999999,0.0105875726259454
4434,0.2235311,1,134,4) very common (100+),0.2725996925,0.08946323099466266
4435,0.8166827,0,108,4) very common (100+),0.52575157,0.22588549642909267
4436,0.056543503,1,41,3) common (21-100),0.09224884250000001,0.008241427578021227
4437,0.23750462,1,1070,4) very common (100+),0.32148799250000004,0.1180382289839693
4438,0.6334095,1,3,1) very rare (1-5),0.72109306,0.14575548629403562
4439,0.8855696,0,71,3) common (21-100),0.96188988,0.019937366551764053
4440,0.16788016,1,223,4) very common (100+),0.3085706075,0.09866594348402122
4441,0.62948674,0,160,4) very common (100+),0.272867975,0.06376251157921499
4442,0.41769233,1,121,4) very common (100+),0.31339874,0.09234478275936762
4443,0.022713758,1,5,1) very rare (1-5),0.06472623225,0.029996429338501527
4444,0.12600076,0,20,2) rare (6-20),0.15202735750000002,0.07154616785354348
4445,0.59787893,1,1290,4) very common (100+),0.5308785475,0.11167929666927426
4446,0.88764477,0,223,4) very common (100+),0.9105711824999999,0.05052355385457777
4447,0.2251829,1,1,1) very rare (1-5),0.074618769,0.037374194662103864
4448,0.77137816,0,1070,4) very common (100+),0.729622835,0.13476910817542226
4449,0.06979039,1,0,1) very rare (1-5),0.0824735145,0.026328169023482638
4450,0.2564982,1,2,1) very rare (1-5),0.2199208425,0.02436968438330334
4451,0.99383473,0,1000,4) very common (100+),0.98977801,0.004183815215721142
4452,0.438869,0,1070,4) very common (100+),0.680213285,0.15507427436684226
4453,0.5242283,1,134,4) very common (100+),0.6884594500000001,0.06575276966229258
4454,0.25189057,1,2,1) very rare (1-5),0.3521150275,0.06328652903113205
4455,0.5004372,1,28,3) common (21-100),0.278291705,0.1116112386102131
4456,0.39702246,1,0,1) very rare (1-5),0.51630896,0.16274146945462367
4457,0.985523,0,118,4) very common (100+),0.982338965,0.0055677760496157394
4458,0.53011763,0,105,4) very common (100+),0.47829304249999993,0.09925688527783258
4459,0.19896838,0,33,3) common (21-100),0.3103418275,0.09745829021049372
4460,0.6230031,1,261,4) very common (100+),0.7829526325,0.12215702809154319
4461,0.65842026,1,6,2) rare (6-20),0.518235615,0.08503050529312801
4462,0.94197714,0,90,3) common (21-100),0.8821997374999999,0.06386644738571046
4463,0.07110653,1,45,3) common (21-100),0.15846986700000001,0.14281414113576127
4464,0.034966603,1,4,1) very rare (1-5),0.05625126625,0.010180036240906373
4465,0.2387989,0,3,1) very rare (1-5),0.31805589749999996,0.12132382821837852
4466,0.33860546,1,1070,4) very common (100+),0.55043672,0.18248746284567852
4467,0.9651107,0,0,1) very rare (1-5),0.910217525,0.02914753155109151
4468,0.09971574,0,60,3) common (21-100),0.291110765,0.07644116320496128
4469,0.27194637,1,0,1) very rare (1-5),0.24504743750000002,0.07898383988264067
4470,0.6739077,0,118,4) very common (100+),0.9002644599999999,0.011657649871041731
4471,0.35101,0,0,1) very rare (1-5),0.3510926625,0.049880147851078686
4472,0.30939427,1,0,1) very rare (1-5),0.2151266475,0.040374258487963215
4473,0.5579329,1,30,3) common (21-100),0.528894605,0.0734985541139761
4474,0.42241624,0,1290,4) very common (100+),0.424580405,0.13634634311562036
4475,0.95857054,0,99,3) common (21-100),0.9691812225,0.010921100326501825
4476,0.99105364,0,89,3) common (21-100),0.9933980899999999,0.002958702991540374
4477,0.3213989,1,1,1) very rare (1-5),0.4405585525,0.192004395847588
4478,0.34443173,1,2,1) very rare (1-5),0.7978910125,0.08438909283491834
4479,0.21125655,1,0,1) very rare (1-5),0.283794025,0.11221638814439748
4480,0.86624515,0,89,3) common (21-100),0.574087755,0.21646037329055984
