mol_idx,top_score,error,frequency,tier,mean_top_score,std_top_score,agreement_rate,predictive_entropy
4087,0.62533396,0,2,1) very rare (1-5),0.37242,0.11822145,1.0,3.6355462423776057
4088,0.074068725,1,3,1) very rare (1-5),0.042212468,0.018182049,0.6,7.766435834738869
4089,0.20414034,1,1,1) very rare (1-5),0.10509132,0.04812094,0.45,6.683287893930362
4090,0.3948141,0,14,2) rare (6-20),0.1760659,0.087792926,0.9,5.947959912164416
4091,0.35164937,1,8,2) rare (6-20),0.26881713,0.06845894,0.55,4.458798707740726
4092,0.5906442,1,146,4) very common (100+),0.40481776,0.12529011,0.8,3.196409165133045
4093,0.16385959,1,0,1) very rare (1-5),0.088957526,0.04088395,0.45,6.557056607330276
4094,0.9406085,0,10,2) rare (6-20),0.6947578,0.13984522,1.0,2.7187808060987155
4095,0.68455535,0,100,3) common (21-100),0.47384724,0.10018656,0.8,3.3541602905443724
4096,0.97323483,0,223,4) very common (100+),0.7899736,0.079095565,1.0,1.9621427125678985
4097,0.377055,0,4,1) very rare (1-5),0.26210195,0.11330037,0.75,4.918661855833408
4098,0.2423089,1,0,1) very rare (1-5),0.14987251,0.042964738,0.55,5.302644997153332
4099,0.7045003,1,6,2) rare (6-20),0.535415,0.1375442,0.95,2.536968666821453
4100,0.6205644,0,2,1) very rare (1-5),0.28006738,0.10637425,0.95,5.679619086536066
4101,0.07145615,0,3,1) very rare (1-5),0.04994903,0.013425552,0.45,6.799487332476508
4102,0.19670798,1,1,1) very rare (1-5),0.10355258,0.036048386,0.7,6.28717043500601
4103,0.94876474,0,343,4) very common (100+),0.65384173,0.12816116,1.0,3.10387489613582
4104,0.3235868,1,1,1) very rare (1-5),0.14927451,0.057046127,0.55,6.700835276383202
4105,0.020116739,1,0,1) very rare (1-5),0.017546996,0.007475075,0.15,7.988511226526247
4106,0.06650789,1,0,1) very rare (1-5),0.044671826,0.02041689,0.3,7.290978621472897
4107,0.94046223,1,1000,4) very common (100+),0.6650514,0.102037326,1.0,3.061054084027434
4108,0.6406513,0,89,3) common (21-100),0.29342648,0.117032066,0.9,5.151834437879129
4109,0.66108954,0,223,4) very common (100+),0.4626754,0.1324661,0.8,3.22396460485444
4110,0.0541396,1,85,3) common (21-100),0.03145722,0.011782766,0.4,7.7269476030465665
4111,0.8702383,1,4,1) very rare (1-5),0.5091609,0.16144647,1.0,3.930742335574493
4112,0.96173483,0,74,3) common (21-100),0.80882996,0.09850122,1.0,1.3597783112745854
4113,0.37106192,1,15,2) rare (6-20),0.3589967,0.06771626,0.55,2.965680297775464
4114,0.14181985,1,76,3) common (21-100),0.093144335,0.047566023,0.6,6.7354818839084105
4115,0.98449206,0,211,4) very common (100+),0.8618188,0.053600755,1.0,1.2950755824258846
4116,0.20323795,1,0,1) very rare (1-5),0.08698797,0.05111529,0.75,6.806448024814455
4117,0.14339687,1,13,2) rare (6-20),0.06294904,0.01814271,0.6,7.078777146505681
4118,0.6943076,0,84,3) common (21-100),0.2810309,0.09432208,1.0,5.88885798581868
4119,0.8941085,0,1290,4) very common (100+),0.7327239,0.114648506,1.0,1.9681385333253152
4120,0.293398,1,0,1) very rare (1-5),0.17740217,0.048402857,0.5,5.8931716045928395
4121,0.5891204,0,9,2) rare (6-20),0.33800358,0.10600722,1.0,4.779484743502477
4122,0.3156896,1,1,1) very rare (1-5),0.17672838,0.096357085,0.8,5.425165434559414
4123,0.020121213,1,0,1) very rare (1-5),0.015093187,0.004648404,0.25,8.089393021067599
4124,0.6159093,0,66,3) common (21-100),0.28960648,0.13472074,0.95,5.05739288315741
4125,0.3052636,1,1,1) very rare (1-5),0.18296406,0.060167596,0.7,5.116633904764521
4126,0.1484093,1,21,3) common (21-100),0.08347446,0.028454894,0.45,6.4043253134782745
4127,0.39596817,1,118,4) very common (100+),0.3998376,0.08126307,0.55,2.2534877636483555
4128,0.46061662,0,69,3) common (21-100),0.18072136,0.08277771,1.0,6.247105821934079
4129,0.17471488,0,27,3) common (21-100),0.06655227,0.040266495,0.75,7.368188305930653
4130,0.96806395,0,182,4) very common (100+),0.7692523,0.12610435,1.0,2.0594314996209597
4131,0.2029277,1,2,1) very rare (1-5),0.076474525,0.025050586,0.9,7.000222940328898
4132,0.80665326,1,105,4) very common (100+),0.5981367,0.10344318,0.95,2.2027952546647875
4133,0.74074084,1,1290,4) very common (100+),0.49108586,0.13024601,1.0,3.0486712761309414
4134,0.9218614,1,1070,4) very common (100+),0.7489904,0.1034212,1.0,1.6387509082893783
4135,0.34200114,1,19,2) rare (6-20),0.18667215,0.06505039,0.75,5.952421696842391
4136,0.12454695,1,2,1) very rare (1-5),0.06745024,0.030902654,0.55,7.029358612236342
4137,0.91800636,0,15,2) rare (6-20),0.7146692,0.14180139,1.0,2.034349084837901
4138,0.06010692,1,0,1) very rare (1-5),0.028413523,0.014566384,0.4,7.946784230042777
4139,0.49120843,1,106,4) very common (100+),0.34633422,0.14492773,0.75,2.9450523438855836
4140,0.086087205,1,1,1) very rare (1-5),0.08657042,0.020093484,0.35,5.359456775286567
4141,0.66977006,1,63,3) common (21-100),0.3607229,0.12732834,1.0,4.815341760409398
4142,0.32472402,0,1,1) very rare (1-5),0.095106766,0.048960745,0.85,7.4065049661623865
4143,0.07229656,1,92,3) common (21-100),0.055380486,0.023790495,0.2,6.332514032773538
4144,0.22495022,1,0,1) very rare (1-5),0.089029446,0.058362156,0.9,7.078328035770967
4145,0.4562635,1,1,1) very rare (1-5),0.19710317,0.08960826,0.85,5.893007920362791
4146,0.09607294,1,0,1) very rare (1-5),0.04017823,0.024580453,0.6,7.901353185661906
4147,0.5041204,1,23,3) common (21-100),0.2394408,0.07657858,0.9,4.992900193981508
4148,0.81859887,0,4,1) very rare (1-5),0.53538465,0.14612643,1.0,3.4248362415642797
4149,0.10075875,1,0,1) very rare (1-5),0.05062855,0.021192985,0.6,7.623934215574622
4150,0.9668638,0,1000,4) very common (100+),0.84140843,0.08494405,1.0,1.170017866931579
4151,0.3138737,0,1070,4) very common (100+),0.25064892,0.075465724,0.55,4.626298271508596
4152,0.946105,0,1000,4) very common (100+),0.7553214,0.11143109,1.0,1.9256467003166298
4153,0.79360336,0,3,1) very rare (1-5),0.5014954,0.14456116,1.0,3.2049403123979414
4154,0.43627387,0,2,1) very rare (1-5),0.2655885,0.07561763,0.85,4.440357464414163
4155,0.070850275,1,0,1) very rare (1-5),0.032579005,0.012736484,0.4,7.685921105551266
4156,0.61653095,0,1290,4) very common (100+),0.42770544,0.1255702,0.85,3.8622665429831775
4157,0.15821,1,0,1) very rare (1-5),0.09429034,0.040714238,0.35,6.481490255494658
4158,0.74068964,0,1,1) very rare (1-5),0.4582078,0.15111578,1.0,4.068932225941898
4159,0.36642733,1,0,1) very rare (1-5),0.16385397,0.08977644,0.7,5.617143267365804
4160,0.3117163,1,0,1) very rare (1-5),0.11618398,0.0638629,1.0,6.923176968715923
4161,0.44612476,0,7,2) rare (6-20),0.25759143,0.09928349,0.9,4.261182512903501
4162,0.531306,1,35,3) common (21-100),0.29980564,0.13313872,1.0,5.044272046509505
4163,0.36385947,0,37,3) common (21-100),0.22630349,0.0553946,0.5,5.047792664647423
4164,0.636885,0,17,2) rare (6-20),0.3296665,0.11865633,1.0,4.55633357491609
4165,0.44310132,0,2,1) very rare (1-5),0.24119326,0.10531868,0.85,4.967668017629215
4166,0.05970996,1,0,1) very rare (1-5),0.029082814,0.01952646,0.45,7.8850327252261465
4167,0.9452494,0,7,2) rare (6-20),0.71693534,0.1332434,1.0,2.3984677226270343
4168,0.6272842,1,89,3) common (21-100),0.23613659,0.110059954,1.0,6.168487303912915
4169,0.49084592,1,275,4) very common (100+),0.2024292,0.08658866,0.9,6.595267020001572
4170,0.028015535,1,1,1) very rare (1-5),0.024042785,0.009164145,0.25,7.616396890538077
4171,0.5007863,0,106,4) very common (100+),0.2454807,0.09269269,0.8,5.620909145379764
4172,0.9933856,0,1000,4) very common (100+),0.9494535,0.026903104,1.0,0.4342674272397263
4173,0.21672648,1,159,4) very common (100+),0.08445611,0.031101435,0.65,7.348720538856689
4174,0.07396452,1,1,1) very rare (1-5),0.04002106,0.015169295,0.6,7.671269571081392
4175,0.56318533,0,1,1) very rare (1-5),0.28519464,0.12439662,0.9,5.415488517549899
4176,0.5033569,1,2,1) very rare (1-5),0.13987105,0.06554373,1.0,6.808786301201694
4177,0.95815045,0,15,2) rare (6-20),0.82653964,0.09368667,1.0,1.1336992697728796
4178,0.013556965,1,21,3) common (21-100),0.011033685,0.0037727912,0.35,8.392784049866158
4179,0.20135808,1,343,4) very common (100+),0.08225961,0.030795654,0.55,6.802709402775342
4180,0.23028404,1,27,3) common (21-100),0.13395104,0.059725475,0.5,5.904468204050706
4181,0.16453567,1,1,1) very rare (1-5),0.09363521,0.035907913,0.65,6.456694183269413
4182,0.084035374,1,1,1) very rare (1-5),0.050680168,0.019588877,0.25,7.193944025529616
4183,0.09904076,1,0,1) very rare (1-5),0.051991217,0.026073162,0.55,7.403644755109324
4184,0.02817325,1,237,4) very common (100+),0.020195344,0.008637427,0.4,7.9453700361099635
4185,0.63130146,0,3,1) very rare (1-5),0.31400746,0.14111187,0.95,5.0131591710711625
4186,0.94648194,0,78,3) common (21-100),0.78702277,0.09261505,1.0,1.6165079043141863
4187,0.13112198,1,118,4) very common (100+),0.06998079,0.02470161,0.35,6.627596717019443
4188,0.9278666,0,8,2) rare (6-20),0.7098127,0.11840263,1.0,2.3743990635542573
4189,0.7227583,1,343,4) very common (100+),0.45801178,0.16461185,0.9,3.0624712391002222
4190,0.032847505,1,88,3) common (21-100),0.023264512,0.010583644,0.25,8.084304052841375
4191,0.5833601,1,372,4) very common (100+),0.34263188,0.11480975,0.95,3.850906951114602
4192,0.3443721,1,261,4) very common (100+),0.19293067,0.0835479,0.85,5.687163052874521
4193,0.70308536,0,275,4) very common (100+),0.3506315,0.1439276,1.0,5.018435579610947
4194,0.7519849,0,2,1) very rare (1-5),0.43981022,0.15524806,1.0,4.117998833883044
4195,0.32384175,1,8,2) rare (6-20),0.13662182,0.044375952,0.8,5.763156896137028
4196,0.8551932,0,37,3) common (21-100),0.43324488,0.14020307,1.0,5.135446756303578
4197,0.3471105,0,1,1) very rare (1-5),0.16158326,0.08805158,0.6,5.510913928853247
4198,0.7928627,1,1070,4) very common (100+),0.5334281,0.15875417,1.0,3.4029933387039746
4199,0.06784882,1,2,1) very rare (1-5),0.04982568,0.023360655,0.55,7.124137625479811
4200,0.045094952,1,2,1) very rare (1-5),0.025923252,0.01093765,0.4,7.960182038863339
4201,0.41044807,0,12,2) rare (6-20),0.34691507,0.102852866,0.6,3.733126828181197
4202,0.97642523,0,85,3) common (21-100),0.8826543,0.05536448,1.0,0.8003359781203616
4203,0.9327879,1,1070,4) very common (100+),0.7446442,0.09525604,1.0,2.1404739131619115
4204,0.21475984,0,15,2) rare (6-20),0.11621553,0.044328406,0.5,6.554173600329008
4205,0.12659201,1,0,1) very rare (1-5),0.08241473,0.022791686,0.35,6.299080158003402
4206,0.4505904,0,2,1) very rare (1-5),0.3186834,0.106141634,0.75,4.532049070108001
4207,0.92564625,0,223,4) very common (100+),0.8333863,0.076977804,1.0,1.0576929463010405
4208,0.93793833,1,268,4) very common (100+),0.6284123,0.15137261,1.0,3.4622213339070207
4209,0.2876734,0,223,4) very common (100+),0.14249969,0.061296616,0.5,6.641737697102796
4210,0.2038692,1,0,1) very rare (1-5),0.12341346,0.06005445,0.9,6.583166924202071
4211,0.20199549,1,0,1) very rare (1-5),0.10220748,0.07384908,0.7,7.287852573545059
4212,0.03716311,1,0,1) very rare (1-5),0.020680262,0.0073096408,0.4,8.185120057435784
4213,0.34229112,1,0,1) very rare (1-5),0.1435838,0.060995832,0.6,5.681717586816086
4214,0.33055082,1,2,1) very rare (1-5),0.1590709,0.060773555,0.65,5.940767651163102
4215,0.43549928,1,12,2) rare (6-20),0.28417042,0.12880483,0.75,3.9189696568211367
4216,0.6183517,0,46,3) common (21-100),0.28134263,0.12704778,1.0,5.989558658216126
4217,0.46000156,0,10,2) rare (6-20),0.38494757,0.102204666,0.7,2.5023101738843847
4218,0.66559696,1,70,3) common (21-100),0.28857583,0.1106092,0.9,5.710712127284631
4219,0.014389935,1,1,1) very rare (1-5),0.0108426595,0.0035358116,0.25,8.166769513326182
4220,0.6139148,1,0,1) very rare (1-5),0.31130716,0.11508407,0.9,4.569109422400901
4221,0.81100625,1,0,1) very rare (1-5),0.45151973,0.13749276,1.0,4.624200745337893
4222,0.31980217,0,2,1) very rare (1-5),0.075729646,0.037071615,0.95,7.820018955515554
4223,0.82612574,0,11,2) rare (6-20),0.51202565,0.14707385,1.0,3.927838408336263
4224,0.37012407,1,160,4) very common (100+),0.17622176,0.07281297,0.9,5.746781096379433
4225,0.34166026,1,2,1) very rare (1-5),0.17834811,0.054795075,0.5,5.896308595552341
4226,0.89232224,0,66,3) common (21-100),0.74057513,0.12587248,1.0,1.459053524393718
4227,0.1406576,1,16,2) rare (6-20),0.094910614,0.045023393,0.4,6.03044739021111
4228,0.20892423,1,7,2) rare (6-20),0.06997564,0.03441579,1.0,7.574424118422968
4229,0.89679825,0,26,3) common (21-100),0.66237503,0.08776544,1.0,2.4476754231393465
4230,0.95178366,0,223,4) very common (100+),0.83908385,0.063178875,1.0,0.9531253094692153
4231,0.07814608,1,1,1) very rare (1-5),0.050946373,0.017790748,0.3,6.631901751391649
4232,0.1960417,1,0,1) very rare (1-5),0.12766239,0.047795843,0.55,5.959202463736698
4233,0.99389946,0,1000,4) very common (100+),0.9401642,0.03822604,1.0,0.6038906529815624
4234,0.023872485,1,0,1) very rare (1-5),0.01645026,0.0047817314,0.25,7.995657467133085
4235,0.054268155,1,1,1) very rare (1-5),0.032587208,0.019408476,0.45,7.684237692328695
4236,0.33252016,1,58,3) common (21-100),0.20860048,0.06150904,0.65,5.6756541549813955
4237,0.0880582,1,1,1) very rare (1-5),0.04232248,0.020015659,0.7,7.81208943343651
4238,0.96734834,0,421,4) very common (100+),0.86709136,0.07171131,1.0,0.8434337016243026
4239,0.0723448,1,26,3) common (21-100),0.031113986,0.022100462,0.85,8.046345337422675
4240,0.60074365,0,1,1) very rare (1-5),0.475394,0.1252887,0.85,2.813731570750151
4241,0.258708,1,1,1) very rare (1-5),0.19576633,0.078002825,0.5,5.134642748006974
4242,0.35129762,0,6,2) rare (6-20),0.14603126,0.044759765,0.85,6.6913615175817025
4243,0.7221124,0,9,2) rare (6-20),0.5168585,0.16133502,0.9,2.770119398249787
4244,0.5307721,0,421,4) very common (100+),0.24528973,0.08535321,1.0,6.064120786304766
4245,0.95394325,0,1070,4) very common (100+),0.8525785,0.08594999,1.0,0.9369297142077075
4246,0.47711352,1,28,3) common (21-100),0.24440894,0.08544949,0.8,5.259399394817471
4247,0.8886531,0,37,3) common (21-100),0.7040054,0.12434778,1.0,2.020053131169952
4248,0.8470673,1,15,2) rare (6-20),0.6088494,0.120011084,1.0,2.767156818515628
4249,0.15948611,0,1,1) very rare (1-5),0.054199636,0.018030819,0.65,7.247861961016675
4250,0.42957696,1,69,3) common (21-100),0.29034263,0.0894373,0.65,4.5110561828080185
4251,0.5454712,1,1,1) very rare (1-5),0.37212744,0.095135674,0.75,3.4319703508798023
4252,0.24523321,1,4,1) very rare (1-5),0.11226274,0.049845736,0.75,6.711218846880025
4253,0.14639685,1,19,2) rare (6-20),0.06545648,0.03455225,0.6,7.311254138682763
4254,0.53783864,0,21,3) common (21-100),0.27857468,0.12545125,1.0,5.138909989835725
4255,0.2229247,1,24,3) common (21-100),0.08787863,0.040221553,0.4,6.631010972421797
4256,0.49780515,1,7,2) rare (6-20),0.23220253,0.08583331,0.65,5.394713018250894
4257,0.29082495,1,700,4) very common (100+),0.15400401,0.05714513,0.6,6.1584072102144365
4258,0.13215367,1,0,1) very rare (1-5),0.057643436,0.025021415,0.6,7.106205326894006
4259,0.97420764,0,52,3) common (21-100),0.7869075,0.11061864,1.0,1.955256451243427
4260,0.059295673,1,178,4) very common (100+),0.058939733,0.019861624,0.25,6.569883460095357
4261,0.37063172,1,0,1) very rare (1-5),0.13170572,0.067077816,0.85,6.945972121178809
4262,0.8519393,1,2,1) very rare (1-5),0.6186395,0.13619237,1.0,2.6203532364603057
4263,0.08119845,1,16,2) rare (6-20),0.04517355,0.01916179,0.4,7.227260406656429
4264,0.25603035,1,0,1) very rare (1-5),0.1510553,0.061172526,0.9,5.842371101574836
4265,0.89901227,0,343,4) very common (100+),0.59233695,0.12137828,1.0,3.2328856441674967
4266,0.046738874,1,700,4) very common (100+),0.023647824,0.0108771585,0.35,8.157859921503217
4267,0.9477372,1,0,1) very rare (1-5),0.682459,0.1328177,1.0,2.7985455644007167
4268,0.32679316,1,78,3) common (21-100),0.13964802,0.06632771,1.0,7.070485247124651
4269,0.5769928,0,372,4) very common (100+),0.20633075,0.11985372,1.0,6.7462841028425675
4270,0.39911845,0,1070,4) very common (100+),0.3544951,0.09133318,0.75,3.1656656592709815
4271,0.90241444,0,3,1) very rare (1-5),0.5304109,0.12379294,1.0,3.997094633269671
4272,0.13465154,1,19,2) rare (6-20),0.08288175,0.02006998,0.35,6.150526931654225
4273,0.06461141,1,0,1) very rare (1-5),0.061858933,0.029120652,0.45,6.842884008066389
4274,0.7659542,0,3,1) very rare (1-5),0.3479181,0.109766394,1.0,5.406278091646965
4275,0.6483346,0,34,3) common (21-100),0.34967062,0.118477575,1.0,4.898618841202469
4276,0.7151005,0,100,3) common (21-100),0.53670824,0.1231482,0.85,2.3746537480436167
4277,0.2602337,1,2,1) very rare (1-5),0.09592913,0.032319855,0.75,6.86980845521092
4278,0.4328534,0,1,1) very rare (1-5),0.24129415,0.12180268,0.75,5.19886013489986
4279,0.2023412,0,0,1) very rare (1-5),0.08318469,0.035948493,0.65,6.881298043990899
4280,0.5778653,1,166,4) very common (100+),0.38787913,0.07837706,0.85,3.7737261809749967
4281,0.5502722,0,4,1) very rare (1-5),0.24274698,0.09541004,0.95,5.7240883933470545
4282,0.7124588,0,261,4) very common (100+),0.510937,0.14279865,0.9,2.9731281297032233
4283,0.44800037,1,1,1) very rare (1-5),0.20254116,0.08172689,0.85,5.705815166019633
4284,0.27433062,0,134,4) very common (100+),0.24288738,0.07310171,0.45,3.889726972417973
4285,0.18142793,1,82,3) common (21-100),0.06777878,0.032080647,0.6,6.370919067341294
4286,0.20598474,1,2,1) very rare (1-5),0.1537585,0.045926314,0.5,4.932425171930771
4287,0.7732046,0,60,3) common (21-100),0.47259003,0.13651647,0.95,3.3817644770646216
4288,0.046192847,1,0,1) very rare (1-5),0.02747502,0.02060634,0.5,7.678045182939867
4289,0.9035493,0,2,1) very rare (1-5),0.5509248,0.12153693,1.0,4.141271968764958
4290,0.23362577,1,9,2) rare (6-20),0.113359824,0.07185798,0.8,6.949869672356731
4291,0.11797286,1,0,1) very rare (1-5),0.054483294,0.020102808,0.55,7.186369074633257
4292,0.12139047,1,4,1) very rare (1-5),0.07040633,0.027073618,0.3,7.278971023456868
4293,0.27013803,1,1,1) very rare (1-5),0.16075799,0.051294174,0.75,6.108935181861561
4294,0.4865926,1,4,1) very rare (1-5),0.24651396,0.10326791,0.8,5.433002517454124
4295,0.82604665,1,8,2) rare (6-20),0.50011355,0.10040398,1.0,3.7277709995476105
4296,0.8989246,0,38,3) common (21-100),0.6583596,0.101623476,1.0,2.7275689387627784
4297,0.4646231,0,22,3) common (21-100),0.12902008,0.06617367,0.95,7.2909324281270145
4298,0.8996197,0,14,2) rare (6-20),0.65074617,0.13835932,1.0,2.8182654552306947
4299,0.44340748,0,43,3) common (21-100),0.24066035,0.09724151,0.95,4.780216773905392
4300,0.08647521,1,0,1) very rare (1-5),0.04957541,0.030898469,0.4,7.451522484809486
4301,0.93183213,1,12,2) rare (6-20),0.69214356,0.14351133,1.0,2.6386695427474414
4302,0.18941133,1,0,1) very rare (1-5),0.10620429,0.04504937,0.8,6.7159196746548435
4303,0.6042879,0,12,2) rare (6-20),0.24950679,0.13552615,0.95,6.365287743869078
4304,0.42047852,1,5,1) very rare (1-5),0.4410565,0.12288044,0.7,2.178352622993764
4305,0.13160518,0,49,3) common (21-100),0.074328385,0.025998453,0.45,6.991330120336725
4306,0.71500456,0,1290,4) very common (100+),0.4324216,0.12450534,1.0,3.939150295347584
4307,0.35090303,0,159,4) very common (100+),0.13240817,0.052973423,0.85,6.525958580057718
4308,0.08504249,1,1,1) very rare (1-5),0.032503836,0.018468231,0.8,7.992089307604625
4309,0.21935841,1,274,4) very common (100+),0.26025933,0.082948975,0.3,3.708645082623636
4310,0.09380729,1,1,1) very rare (1-5),0.031914573,0.02059528,0.7,8.07183850547829
4311,0.6878983,1,1,1) very rare (1-5),0.3686752,0.102848746,1.0,4.69196820361525
4312,0.9157601,1,268,4) very common (100+),0.5970248,0.140328,1.0,3.1997476999762755
4313,0.9509027,0,91,3) common (21-100),0.78383404,0.09308838,1.0,1.7447301089391538
4314,0.88610053,0,10,2) rare (6-20),0.62231946,0.15709631,1.0,2.6181740687585444
4315,0.5409641,1,14,2) rare (6-20),0.28556013,0.10362575,0.9,4.877502608544647
4316,0.569469,0,2,1) very rare (1-5),0.44818377,0.118776485,0.85,2.988643169585405
4317,0.9058389,0,1290,4) very common (100+),0.7563394,0.08972942,1.0,1.4987453727109161
4318,0.15735026,1,1,1) very rare (1-5),0.08954047,0.040972423,0.45,6.737730809828677
4319,0.7870076,1,0,1) very rare (1-5),0.58142096,0.10170314,0.95,2.5896882971434407
4320,0.86803466,0,118,4) very common (100+),0.5479298,0.12941621,1.0,3.9098659922070205
4321,0.8468472,0,700,4) very common (100+),0.6839657,0.09254316,0.95,1.5042606291528353
4322,0.26851898,1,2,1) very rare (1-5),0.1482997,0.07182048,0.55,6.656138148562442
4323,0.11626696,1,0,1) very rare (1-5),0.04101742,0.0148821715,0.55,7.6588984815870615
4324,0.8620665,0,343,4) very common (100+),0.60547966,0.1575754,1.0,2.600679404433134
4325,0.32296833,1,0,1) very rare (1-5),0.23202308,0.092523254,0.85,3.622148316412776
4326,0.2340944,1,3,1) very rare (1-5),0.11635448,0.04007131,0.55,6.114229047882857
4327,0.7503093,0,5,1) very rare (1-5),0.41175562,0.123569734,1.0,4.544818300990723
4328,0.042543594,1,8,2) rare (6-20),0.025873002,0.016423216,0.8,8.099913539893757
4329,0.7180039,1,21,3) common (21-100),0.6370848,0.12337793,0.8,1.8726340506922172
4330,0.057717,1,13,2) rare (6-20),0.05191297,0.024097487,0.35,7.296611009736798
4331,0.27862746,0,372,4) very common (100+),0.074165836,0.04774422,1.0,7.948548859477864
4332,0.7261644,0,178,4) very common (100+),0.35166308,0.109105095,1.0,4.67952022668565
4333,0.6121207,0,2,1) very rare (1-5),0.37571338,0.14498067,0.85,3.9031962594511818
4334,0.8807558,0,1000,4) very common (100+),0.54481643,0.14686188,1.0,3.3671135423851615
4335,0.7811586,1,7,2) rare (6-20),0.59392124,0.10264909,0.95,1.8140859651523333
4336,0.2954152,0,38,3) common (21-100),0.13529791,0.07290095,0.75,6.239939516346511
4337,0.025922017,0,17,2) rare (6-20),0.017190766,0.00534319,0.15,7.865434092197527
4338,0.73110896,1,7,2) rare (6-20),0.65371966,0.10791942,0.85,1.1084111991203551
4339,0.64814746,1,76,3) common (21-100),0.40426508,0.1418973,0.8,3.588455600421333
4340,0.72282875,0,160,4) very common (100+),0.4578125,0.11901141,1.0,3.8461800730214097
4341,0.75628746,1,36,3) common (21-100),0.55526596,0.14276868,0.95,2.5011759152573814
4342,0.56062514,0,421,4) very common (100+),0.21556309,0.08438308,0.9,6.05460217472195
4343,0.084961146,1,5,1) very rare (1-5),0.04359065,0.013023164,0.4,7.203878040966275
4344,0.17852375,1,0,1) very rare (1-5),0.090606645,0.0408944,0.75,6.770601570026317
4345,0.39519534,1,3,1) very rare (1-5),0.22629054,0.102687486,0.85,5.568895079099407
4346,0.17930372,1,14,2) rare (6-20),0.13371256,0.034615766,0.35,5.561864353272879
4347,0.030053662,1,19,2) rare (6-20),0.016267076,0.0067743333,0.75,8.07527021225943
4348,0.8217739,0,1,1) very rare (1-5),0.51690805,0.114528574,0.95,2.728634613554738
4349,0.09570676,1,1,1) very rare (1-5),0.06456028,0.025688255,0.3,7.289560052287543
4350,0.87377,1,1,1) very rare (1-5),0.7119726,0.118464716,1.0,1.6901288234840786
4351,0.86721,0,7,2) rare (6-20),0.6071706,0.117345996,1.0,3.0229354831730477
4352,0.26551387,0,1,1) very rare (1-5),0.12507088,0.04957702,0.8,5.271467453313894
4353,0.98004293,0,274,4) very common (100+),0.886501,0.042740367,1.0,0.95593050005591
4354,0.1757243,1,58,3) common (21-100),0.079485364,0.040800422,0.8,6.786812595582233
4355,0.5329007,0,237,4) very common (100+),0.42070335,0.060492296,0.7,2.6967075012996724
4356,0.23854102,0,8,2) rare (6-20),0.14132169,0.04448039,0.55,5.834652643136753
4357,0.18044004,1,0,1) very rare (1-5),0.10384778,0.042080753,0.4,6.416256875505512
4358,0.56999743,1,275,4) very common (100+),0.41938677,0.0943252,0.6,3.042337466018439
4359,0.27279288,0,8,2) rare (6-20),0.12021152,0.053273976,0.75,6.734664312067667
4360,0.5994749,1,0,1) very rare (1-5),0.35491207,0.123076804,0.95,4.557347342697215
4361,0.23287618,1,0,1) very rare (1-5),0.17475739,0.06419027,0.5,5.2271768765269675
4362,0.11667271,0,24,3) common (21-100),0.051027425,0.031320736,0.55,7.618937032920899
4363,0.9529008,0,23,3) common (21-100),0.73069733,0.110521324,1.0,2.5264986461979744
4364,0.44134453,0,1290,4) very common (100+),0.2800895,0.07015487,0.6,5.129042679250254
4365,0.20576811,0,9,2) rare (6-20),0.13000086,0.06529041,0.5,4.905356319979489
4366,0.9852314,0,71,3) common (21-100),0.91880846,0.042283956,1.0,0.7123399638797813
4367,0.09008552,1,0,1) very rare (1-5),0.028870856,0.015073946,0.8,8.186266921651155
4368,0.88777065,0,91,3) common (21-100),0.55019164,0.17197526,1.0,3.828042739723527
4369,0.23574638,1,19,2) rare (6-20),0.074945025,0.04380738,1.0,7.998923685481344
4370,0.37319037,1,1070,4) very common (100+),0.42221767,0.1005349,0.35,2.22403871457339
4371,0.86014044,0,13,2) rare (6-20),0.6916197,0.10930841,1.0,2.005068639676479
4372,0.38277745,1,4,1) very rare (1-5),0.24838741,0.06048282,0.5,4.232542439311946
4373,0.93634886,0,39,3) common (21-100),0.7942067,0.08521568,1.0,1.5131859189690036
4374,0.28450313,0,118,4) very common (100+),0.13794723,0.06876684,0.75,6.1555525396072355
4375,0.7549704,1,46,3) common (21-100),0.50589806,0.14555459,1.0,2.7361310718211795
4376,0.80657643,1,1070,4) very common (100+),0.6638629,0.11695708,0.95,1.4583637162459047
4377,0.8915979,1,0,1) very rare (1-5),0.5150944,0.11158215,1.0,4.293385714531235
4378,0.22454342,0,1,1) very rare (1-5),0.08632709,0.0385248,0.9,7.1652554955666075
4379,0.9952254,0,89,3) common (21-100),0.9584154,0.017315581,1.0,0.37161301534223146
4380,0.6711235,1,44,3) common (21-100),0.50569546,0.11863035,0.9,2.976596925637354
4381,0.73651737,0,343,4) very common (100+),0.39083606,0.14741229,1.0,4.683610035300081
4382,0.07628699,1,0,1) very rare (1-5),0.042321157,0.016656024,0.35,7.113014258355153
4383,0.9066856,0,421,4) very common (100+),0.59060115,0.11005316,1.0,3.358839758772395
4384,0.56894743,0,275,4) very common (100+),0.46117726,0.085561655,0.7,2.0664741929605794
4385,0.37674537,0,1,1) very rare (1-5),0.1302378,0.056442752,0.75,6.971074904655788
4386,0.64402133,0,343,4) very common (100+),0.32838756,0.13268806,0.9,4.905302401934875
4387,0.28270096,1,0,1) very rare (1-5),0.09874438,0.04199458,0.95,7.2478714429871385
