,Reactants,Products,Reagents,Labels,Frequency
31090,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([CH2:9][N:10]2[CH2:11][CH2:12][CH2:13][C@H:14]([N:15]([CH2:16][c:17]3[cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][c:25]([C:26]([F:27])([F:28])[F:29])[cH:30]3)[c:31]3[n:32][n:33][n:34]([CH3:35])[n:36]3)[c:37]3[cH:38][c:39]([CH3:40])[c:41]([C:42]([F:43])([F:44])[F:45])[cH:46][c:47]32)[cH:48]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][cH:7][c:8]([CH2:9][N:10]2[CH2:11][CH2:12][CH2:13][C@H:14]([N:15]([CH2:16][c:17]3[cH:18][c:19]([C:20]([F:21])([F:22])[F:23])[cH:24][c:25]([C:26]([F:27])([F:28])[F:29])[cH:30]3)[c:31]3[n:32][n:33][n:34]([CH3:35])[n:36]3)[c:37]3[cH:38][c:39]([CH3:40])[c:41]([C:42]([F:43])([F:44])[F:45])[cH:46][c:47]32)[cH:48]1,,"[('a', 0, 124)]",1797
31091,O[C:1](=[O:2])[c:3]1[cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]2)[o:13][n:14]1.[CH3:15][CH:16]([CH3:17])[CH2:18][C@@H:19]1[NH:20][CH2:21][C@H:22]([CH:23]2[CH2:24][CH2:25]2)[NH:26][C:27]1=[O:28],[C:1](=[O:2])([c:3]1[cH:4][c:5](-[c:6]2[cH:7][cH:8][c:9]([F:10])[cH:11][cH:12]2)[o:13][n:14]1)[N:20]1[C@@H:19]([CH2:18][CH:16]([CH3:15])[CH3:17])[C:27](=[O:28])[NH:26][C@@H:22]([CH:23]2[CH2:24][CH2:25]2)[CH2:21]1,,"[('b', 27, 547)]",4537
31092,Br[CH2:1][c:2]1[cH:3][cH:4][c:5]([NH:6][C:7](=[O:8])[C:9]([F:10])([F:11])[F:12])[cH:13][c:14]1[C:15]([F:16])([F:17])[F:18].[CH3:19][CH2:20][N:21]1[CH2:22][CH2:23][NH:24][CH2:25][CH2:26]1,[CH2:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7](=[O:8])[C:9]([F:10])([F:11])[F:12])[cH:13][c:14]1[C:15]([F:16])([F:17])[F:18])[N:24]1[CH2:23][CH2:22][N:21]([CH2:20][CH3:19])[CH2:26][CH2:25]1,,"[('b', 35, 543)]",955
31093,CC(=O)[O:1][CH:2]1[CH:3]([NH:4][C:5](=[O:6])[c:7]2[cH:8][c:9](-[c:10]3[cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18][c:19]3[C:20]([F:21])([F:22])[F:23])[n:24]([CH2:25][C@H:26]3[CH2:27][CH2:28][CH2:29][O:30]3)[c:31]2[CH3:32])[CH:33]2[CH2:34][CH2:35][C:36]1([CH3:37])[C:38]2([CH3:39])[CH3:40],[OH:1][CH:2]1[CH:3]([NH:4][C:5](=[O:6])[c:7]2[cH:8][c:9](-[c:10]3[cH:11][c:12]([C:13]([F:14])([F:15])[F:16])[cH:17][cH:18][c:19]3[C:20]([F:21])([F:22])[F:23])[n:24]([CH2:25][C@H:26]3[CH2:27][CH2:28][CH2:29][O:30]3)[c:31]2[CH3:32])[CH:33]2[CH2:34][CH2:35][C:36]1([CH3:37])[C:38]2([CH3:39])[CH3:40],,"[('a', 0, 112)]",154
31094,[CH3:13][C@H:14]([c:15]1[cH:16][cH:17][cH:18][c:19]2[cH:20][cH:21][cH:22][cH:23][c:24]12)[N:25]([CH2:26][CH:27]1[CH2:28][NH:29][CH2:30][CH2:31][CH:32]1[c:33]1[cH:34][cH:35][cH:36][cH:37][c:38]1[F:39])[C:40](=[O:41])[O:42][C:43]([CH3:44])([CH3:45])[CH3:46].F[c:1]1[c:2]([F:3])[cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][c:11]1[F:12],[c:1]1([N:29]2[CH2:28][C@H:27]([CH2:26][N:25]([C@H:14]([CH3:13])[c:15]3[cH:16][cH:17][cH:18][c:19]4[cH:20][cH:21][cH:22][cH:23][c:24]34)[C:40](=[O:41])[O:42][C:43]([CH3:44])([CH3:45])[CH3:46])[C@@H:32]([c:33]3[cH:34][cH:35][cH:36][cH:37][c:38]3[F:39])[CH2:31][CH2:30]2)[c:2]([F:3])[cH:4][c:5]([C:6]([O:7][CH3:8])=[O:9])[cH:10][c:11]1[F:12],,"[('b', 1, 528)]",393
31095,Cl[c:1]1[n:2][c:3]([N:4]2[CH2:5][CH2:6][O:7][CH2:8][C@H:9]2[CH3:10])[cH:11][c:12]([C:13]2([S:14]([CH:15]([CH3:16])[CH3:17])(=[O:18])=[O:19])[CH2:20][CH2:21]2)[n:22]1.OB(O)[c:23]1[cH:24][cH:25][cH:26][c:27]2[nH:28][cH:29][cH:30][c:31]12,[c:1]1(-[c:23]2[cH:24][cH:25][cH:26][c:27]3[nH:28][cH:29][cH:30][c:31]23)[n:2][c:3]([N:4]2[CH2:5][CH2:6][O:7][CH2:8][C@H:9]2[CH3:10])[cH:11][c:12]([C:13]2([S:14]([CH:15]([CH3:16])[CH3:17])(=[O:18])=[O:19])[CH2:20][CH2:21]2)[n:22]1,,"[('b', 0, 518)]",245
31096,[O:12]=[C:13]1[CH2:14][c:15]2[c:16]([CH2:17][CH2:18][OH:19])[cH:20][cH:21][cH:22][c:23]2[NH:24]1.O=[CH:1][c:2]1[nH:3][cH:4][c:5]2[c:6]1[CH2:7][CH2:8][O:9][C:10]2=[O:11],[CH:1]([c:2]1[nH:3][cH:4][c:5]2[c:6]1[CH2:7][CH2:8][O:9][C:10]2=[O:11])=[C:14]1[C:13](=[O:12])[NH:24][c:23]2[c:15]1[c:16]([CH2:17][CH2:18][OH:19])[cH:20][cH:21][cH:22]2,,"[('b', 21, 520)]",264
31097,Br[c:1]1[n:2][c:3]([CH3:4])[c:5]2[c:6]([CH3:7])[n:8][c:9]3[c:10]([F:11])[cH:12][c:13]([O:14][CH3:15])[cH:16][c:17]3[n:18]12.OB(O)[c:19]1[c:20]([CH3:21])[cH:22][cH:23][cH:24][cH:25]1,[c:1]1(-[c:19]2[c:20]([CH3:21])[cH:22][cH:23][cH:24][cH:25]2)[n:2][c:3]([CH3:4])[c:5]2[c:6]([CH3:7])[n:8][c:9]3[c:10]([F:11])[cH:12][c:13]([O:14][CH3:15])[cH:16][c:17]3[n:18]12,,"[('b', 0, 541)]",900
31098,[CH3:8][O:9][c:10]1[cH:11][cH:12][c:13]([O:14][c:15]2[cH:16][cH:17][c:18]([Cl:19])[cH:20][c:21]2/[CH:22]=[C:23]2\[C:24](=[O:25])[NH:26][c:27]3[cH:28][c:29]([Cl:30])[cH:31][cH:32][c:33]32)[cH:34][cH:35]1.CC(C)(C)OC(=O)O[C:6]([O:5][C:2]([CH3:1])([CH3:3])[CH3:4])=[O:7],[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[N:26]1[C:24](=[O:25])/[C:23](=[CH:22]\[c:21]2[c:15]([O:14][c:13]3[cH:12][cH:11][c:10]([O:9][CH3:8])[cH:35][cH:34]3)[cH:16][cH:17][c:18]([Cl:19])[cH:20]2)[c:33]2[c:27]1[cH:28][c:29]([Cl:30])[cH:31][cH:32]2,,"[('b', 13, 526)]",323
31099,Cl[CH2:1][CH2:2][CH2:3][S:4]([N:5]1[CH2:6][CH2:7][CH:8]([c:9]2[c:10]3[cH:11][c:12](-[c:13]4[cH:14][cH:15][cH:16][s:17]4)[cH:18][c:19]([C:20]([NH2:21])=[O:22])[c:23]3[nH:24][n:25]2)[CH2:26][CH2:27]1)(=[O:28])=[O:29].[CH3:30][NH:31][CH3:32],[CH2:1]([CH2:2][CH2:3][S:4]([N:5]1[CH2:6][CH2:7][CH:8]([c:9]2[c:10]3[cH:11][c:12](-[c:13]4[cH:14][cH:15][cH:16][s:17]4)[cH:18][c:19]([C:20]([NH2:21])=[O:22])[c:23]3[nH:24][n:25]2)[CH2:26][CH2:27]1)(=[O:28])=[O:29])[N:31]([CH3:30])[CH3:32],,"[('b', 57, 546)]",2537
31100,O=[N+:1]([O-])[c:2]1[cH:3][cH:4][c:5]([CH2:6][NH2:7])[cH:8][cH:9]1,[NH2:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][NH2:7])[cH:8][cH:9]1,,"[('a', 0, 122)]",1277
31101,[Cl:2][c:3]1[cH:4][cH:5][c:6](-[c:7]2[cH:8][n:9][c:10]3[cH:11][c:12]4[cH:13][n:14][nH:15][c:16]4[cH:17][c:18]3[n:19]2)[s:20]1.I[CH3:1],[CH3:1][n:15]1[n:14][cH:13][c:12]2[cH:11][c:10]3[n:9][cH:8][c:7](-[c:6]4[cH:5][cH:4][c:3]([Cl:2])[s:20]4)[n:19][c:18]3[cH:17][c:16]21,,"[('b', 1, 513)]",164
31102,CC(=O)[O:1][CH2:2][CH2:3][n:4]1[cH:5][c:6](-[c:7]2[n:8][n:9]([CH2:10][c:11]3[cH:12][cH:13][cH:14][c:15](-[c:16]4[n:17][cH:18][c:19]([O:20][CH2:21][CH2:22][N:23]5[CH2:24][CH2:25][O:26][CH2:27][CH2:28]5)[cH:29][n:30]4)[cH:31]3)[c:32](=[O:33])[cH:34][cH:35]2)[cH:36][n:37]1,[OH:1][CH2:2][CH2:3][n:4]1[cH:5][c:6](-[c:7]2[n:8][n:9]([CH2:10][c:11]3[cH:12][cH:13][cH:14][c:15](-[c:16]4[n:17][cH:18][c:19]([O:20][CH2:21][CH2:22][N:23]5[CH2:24][CH2:25][O:26][CH2:27][CH2:28]5)[cH:29][n:30]4)[cH:31]3)[c:32](=[O:33])[cH:34][cH:35]2)[cH:36][n:37]1,,"[('a', 0, 112)]",154
31103,CC(C)(C)[Si](C)(C)[O:1][CH2:2][C@H:3]1[N:4]([c:5]2[n:6][cH:7][c:8]([N:9]([CH3:10])[C:11](=[O:12])[C:13]([CH3:14])([CH3:15])[c:16]3[cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]3)[c:30](-[c:31]3[cH:32][cH:33][cH:34][cH:35][c:36]3[CH2:37][OH:38])[cH:39]2)[CH2:40][C@H:41]2[CH2:42][O:43][CH2:44][CH2:45][N:46]2[CH2:47]1,[OH:1][CH2:2][C@H:3]1[N:4]([c:5]2[n:6][cH:7][c:8]([N:9]([CH3:10])[C:11](=[O:12])[C:13]([CH3:14])([CH3:15])[c:16]3[cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]3)[c:30](-[c:31]3[cH:32][cH:33][cH:34][cH:35][c:36]3[CH2:37][OH:38])[cH:39]2)[CH2:40][C@H:41]2[CH2:42][O:43][CH2:44][CH2:45][N:46]2[CH2:47]1,,"[('a', 0, 113)]",169
31104,O=[N+:1]([O-])[c:2]1[c:3]([NH:4][C@H:5]2[CH2:6][C@@H:7]([CH2:8][O:9][C:10]([CH3:11])=[O:12])[C@H:13]([O:14][C:15]([CH3:16])=[O:17])[C@@H:18]2[O:19][C:20]([CH3:21])=[O:22])[cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:28]1,[NH2:1][c:2]1[c:3]([NH:4][C@H:5]2[CH2:6][C@@H:7]([CH2:8][O:9][C:10]([CH3:11])=[O:12])[C@H:13]([O:14][C:15]([CH3:16])=[O:17])[C@@H:18]2[O:19][C:20]([CH3:21])=[O:22])[cH:23][c:24]([Cl:25])[c:26]([Cl:27])[cH:28]1,,"[('a', 0, 122)]",1277
31105,[CH3:7][c:8]1[cH:9][c:10]([NH2:11])[cH:12][cH:13][c:14]1[OH:15].Br[CH2:1][C:2]([O:3][CH2:4][CH3:5])=[O:6],[CH2:1]([C:2]([O:3][CH2:4][CH3:5])=[O:6])[O:15][c:14]1[c:8]([CH3:7])[cH:9][c:10]([NH2:11])[cH:12][cH:13]1,,"[('b', 11, 542)]",924
31106,[CH3:2][C:3]([CH3:4])([CH3:5])[O:6][C:7](=[O:8])[N:9]1[CH2:10][CH2:11][C:12](=[O:13])[CH2:14][CH2:15]1.C[S+](C)(=O)[CH3:1],[CH2:1]1[C:12]2([CH2:11][CH2:10][N:9]([C:7]([O:6][C:3]([CH3:2])([CH3:4])[CH3:5])=[O:8])[CH2:15][CH2:14]2)[O:13]1,,"[('b', 1, 316), ('b', 28, 316)]",6
31107,C[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[C@@H:10]([N:11]([CH3:12])[C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:20][CH2:21][C@H:22]2[c:23]1[cH:24][cH:25][c:26]([Cl:27])[c:28]([Cl:29])[cH:30]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[c:8]([cH:9]1)[C@@H:10]([N:11]([CH3:12])[C:13](=[O:14])[O:15][C:16]([CH3:17])([CH3:18])[CH3:19])[CH2:20][CH2:21][C@H:22]2[c:23]1[cH:24][cH:25][c:26]([Cl:27])[c:28]([Cl:29])[cH:30]1,,"[('a', 0, 124)]",1797
31108,[CH3:10][c:11]1[cH:12][cH:13][c:14]([C:15](=[O:16])[NH:17][c:18]2[cH:19][cH:20][c:21]3[c:22]([cH:23]2)[CH2:24][CH2:25][NH:26]3)[c:27]([N:28]2[CH2:29][CH2:30][CH2:31][CH2:32][CH2:33]2)[n:34]1.O[C:1](=[O:2])[CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1,[C:1](=[O:2])([CH2:3][c:4]1[cH:5][cH:6][cH:7][cH:8][n:9]1)[N:26]1[c:21]2[cH:20][cH:19][c:18]([NH:17][C:15]([c:14]3[cH:13][cH:12][c:11]([CH3:10])[n:34][c:27]3[N:28]3[CH2:29][CH2:30][CH2:31][CH2:32][CH2:33]3)=[O:16])[cH:23][c:22]2[CH2:24][CH2:25]1,,"[('b', 17, 547)]",4537
31109,CS(=O)(=O)O[CH:1]1[CH2:2][CH2:3][N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH2:13]1.[cH:14]1[cH:15][cH:16][c:17](-[c:18]2[cH:19][cH:20][nH:21][n:22]2)[cH:23][cH:24]1,[CH:1]1([n:21]2[cH:20][cH:19][c:18](-[c:17]3[cH:16][cH:15][cH:14][cH:24][cH:23]3)[n:22]2)[CH2:2][CH2:3][N:4]([C:5]([O:6][C:7]([CH3:8])([CH3:9])[CH3:10])=[O:11])[CH2:12][CH2:13]1,,"[('b', 1, 479)]",49
31110,Br[c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C@H:7]([NH:8][c:9]1[cH:10][cH:11][c:12]([C:13]#[N:14])[cH:15][n:16]1)[CH2:17][C@H:18]([CH3:19])[N:20]2[C:21]([CH3:22])=[O:23].CC1(C)OB([c:24]2[cH:25][n:26]([CH2:27][CH2:28][O:29][CH3:30])[n:31][cH:32]2)OC1(C)C,[c:1]1(-[c:24]2[cH:25][n:26]([CH2:27][CH2:28][O:29][CH3:30])[n:31][cH:32]2)[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C@H:7]([NH:8][c:9]1[cH:10][cH:11][c:12]([C:13]#[N:14])[cH:15][n:16]1)[CH2:17][C@H:18]([CH3:19])[N:20]2[C:21]([CH3:22])=[O:23],,"[('b', 0, 532)]",452
31111,Cl[c:1]1[c:2]([F:3])[cH:4][cH:5][c:6]([C:7](=[O:8])[Cl:9])[cH:10]1,[cH:1]1[c:2]([F:3])[cH:4][cH:5][c:6]([C:7](=[O:8])[Cl:9])[cH:10]1,,"[('a', 0, 106)]",78
31112,[F:1][c:2]1[cH:3][cH:4][c:5]([F:6])[c:7]([C:8]2=[N:9][CH2:10][CH2:11][CH2:12]2)[cH:13]1,[F:1][c:2]1[cH:3][cH:4][c:5]([F:6])[c:7]([CH:8]2[NH:9][CH2:10][CH2:11][CH2:12]2)[cH:13]1,,"[('b', 14, 461), ('b', 15, 461)]",37
31113,I[c:6]1[c:7]([O:8][c:9]2[cH:10][cH:11][n:12][c:13]3[cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21][c:22]23)[cH:23][cH:24][c:25]([CH3:26])[n:27]1.CCC[CH2][Sn]([CH2]CCC)([CH2]CCC)[c:1]1[n:2][cH:3][cH:4][s:5]1,[c:1]1(-[c:6]2[c:7]([O:8][c:9]3[cH:10][cH:11][n:12][c:13]4[cH:14][c:15]([O:16][CH3:17])[c:18]([O:19][CH3:20])[cH:21][c:22]34)[cH:23][cH:24][c:25]([CH3:26])[n:27]2)[n:2][cH:3][cH:4][s:5]1,,"[('b', 1, 424)]",21
31114,[CH3:16][CH:17]([CH3:18])[CH2:19][n:20]1[c:21](=[O:22])[n:23]([CH3:24])[c:25](=[O:26])[c:27]2[cH:28][c:29]([CH2:30][c:31]3[cH:32][cH:33][c:34]([NH2:35])[cH:36][cH:37]3)[s:38][c:39]12.O[C:1]([CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[c:11]([O:12][CH3:13])[cH:14]1)=[O:15],[C:1]([CH2:2][CH2:3][CH2:4][c:5]1[cH:6][cH:7][c:8]([O:9][CH3:10])[c:11]([O:12][CH3:13])[cH:14]1)(=[O:15])[NH:35][c:34]1[cH:33][cH:32][c:31]([CH2:30][c:29]2[cH:28][c:27]3[c:25](=[O:26])[n:23]([CH3:24])[c:21](=[O:22])[n:20]([CH2:19][CH:17]([CH3:16])[CH3:18])[c:39]3[s:38]2)[cH:37][cH:36]1,,"[('b', 29, 547)]",4537
31115,Cl[CH2:1][c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[n:11][o:12]1.[O:13]=[S:14]([O-:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,[CH2:1]([c:2]1[n:3][c:4](-[c:5]2[cH:6][cH:7][cH:8][cH:9][cH:10]2)[n:11][o:12]1)[S:14](=[O:13])(=[O:15])[c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1,,"[('b', 22, 302)]",5
31116,I[c:1]1[cH:2][cH:3][c:4]([N:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[c:13]2[n:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20]1.[CH2:21]=[CH:22][CH2:23][CH:24]([NH:25][C:26](=[O:27])[c:28]1[c:29]([Cl:30])[cH:31][cH:32][cH:33][c:34]1[Cl:35])[C:36](=[O:37])[O:38][CH3:39],[c:1]1(/[CH:21]=[CH:22]/[CH2:23][CH:24]([NH:25][C:26](=[O:27])[c:28]2[c:29]([Cl:30])[cH:31][cH:32][cH:33][c:34]2[Cl:35])[C:36](=[O:37])[O:38][CH3:39])[cH:2][cH:3][c:4]([N:5]([CH2:6][c:7]2[cH:8][cH:9][cH:10][cH:11][n:12]2)[c:13]2[n:14][cH:15][cH:16][cH:17][n:18]2)[cH:19][cH:20]1,,"[('b', 1, 516)]",212
31117,O=[CH:1][CH:2]1[CH2:3][CH2:4][N:5]([C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17]1.[NH2:18][CH:19]1[CH2:20][CH2:21]1,[CH2:1]([CH:2]1[CH2:3][CH2:4][N:5]([C:6](=[O:7])[O:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[CH2:16][CH2:17]1)[NH:18][CH:19]1[CH2:20][CH2:21]1,,"[('b', 33, 544)]",1299
31118,[NH2:1][c:2]1[cH:3][cH:4][n:5][c:6]([Cl:7])[cH:8]1.[O:9]=[C:10]=[N:11][CH2:12][CH2:13][Cl:14],[NH:1]([c:2]1[cH:3][cH:4][n:5][c:6]([Cl:7])[cH:8]1)[C:10](=[O:9])[NH:11][CH2:12][CH2:13][Cl:14],,"[('b', 14, 536)]",566
31119,O[C:1](/[C:2]([CH3:3])=[CH:4]/[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)=[O:11].[NH2:12][C@H:13]1[CH2:14][N:15]2[CH2:16][CH2:17][CH:18]1[CH2:19][CH2:20]2,[C:1](/[C:2]([CH3:3])=[CH:4]/[c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)(=[O:11])[NH:12][C@H:13]1[CH2:14][N:15]2[CH2:16][CH2:17][CH:18]1[CH2:19][CH2:20]2,,"[('b', 21, 547)]",4537
31120,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][N:4]([S:5]([c:6]2[c:7]([CH3:8])[cH:9][c:10]([C:11]#[N:12])[cH:13][cH:14]2)(=[O:15])=[O:16])[CH2:17][C@H:18]1[CH3:19],[NH:1]1[CH2:2][CH2:3][N:4]([S:5]([c:6]2[c:7]([CH3:8])[cH:9][c:10]([C:11]#[N:12])[cH:13][cH:14]2)(=[O:15])=[O:16])[CH2:17][C@H:18]1[CH3:19],,"[('a', 0, 123)]",1493
31121,[NH2:18][c:19]1[cH:20][cH:21][c:22]([N:23]2[CH2:24][CH2:25][N:26]([c:27]3[n:28][cH:29][cH:30][cH:31][n:32]3)[CH2:33][CH2:34]2)[n:35][cH:36]1.O[C:1](=[O:2])[c:3]1[n:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[o:12][c:13]1[C:14]([F:15])([F:16])[F:17],[C:1](=[O:2])([c:3]1[n:4][c:5](-[c:6]2[cH:7][cH:8][cH:9][cH:10][cH:11]2)[o:12][c:13]1[C:14]([F:15])([F:16])[F:17])[NH:18][c:19]1[cH:20][cH:21][c:22]([N:23]2[CH2:24][CH2:25][N:26]([c:27]3[n:28][cH:29][cH:30][cH:31][n:32]3)[CH2:33][CH2:34]2)[n:35][cH:36]1,,"[('b', 33, 547)]",4537
31122,[CH3:4][C:5](=[O:6])[c:7]1[cH:8][c:9]([C:10]([CH3:11])=[O:12])[c:13]([OH:14])[cH:15][c:16]1[NH2:17].Br[CH2:1][CH:2]=[CH2:3],[CH2:1]([CH:2]=[CH2:3])[O:14][c:13]1[c:9]([C:10]([CH3:11])=[O:12])[cH:8][c:7]([C:5]([CH3:4])=[O:6])[c:16]([NH2:17])[cH:15]1,,"[('b', 5, 542)]",924
31123,Br[CH:1]([CH2:2][CH3:3])[c:4]1[n:5][c:6]2[cH:7][cH:8][cH:9][n:10][c:11]2[c:12](=[O:13])[n:14]1[CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.[CH3:22][N:23]([CH3:24])[CH2:25][CH2:26][NH2:27],[CH:1]([CH2:2][CH3:3])([c:4]1[n:5][c:6]2[cH:7][cH:8][cH:9][n:10][c:11]2[c:12](=[O:13])[n:14]1[CH2:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1)[NH:27][CH2:26][CH2:25][N:23]([CH3:22])[CH3:24],,"[('b', 41, 543)]",955
31124,CC[O:1][C:2](=[O:3])[CH2:4][O:5][CH2:6][CH2:7][O:8][CH:9]([CH3:10])[N:11]=[N+:12]=[N-:13],[OH:1][C:2](=[O:3])[CH2:4][O:5][CH2:6][CH2:7][O:8][CH:9]([CH3:10])[N:11]=[N+:12]=[N-:13],,"[('a', 0, 121)]",1123
31125,Br[CH2:1][c:2]1[c:3]([O:4][CH3:5])[n:6][c:7]2[n:8]([C@H:9]([CH2:10][O:11][Si:12]([CH3:13])([CH3:14])[C:15]([CH3:16])([CH3:17])[CH3:18])[CH:19]([CH3:20])[CH3:21])[cH:22][c:23]([C:24]([O:25][CH2:26][CH3:27])=[O:28])[c:29](=[O:30])[c:31]2[cH:32]1.[OH:33][c:34]1[c:35]([F:36])[cH:37][c:38]([F:39])[cH:40][c:41]1[F:42],[CH2:1]([c:2]1[c:3]([O:4][CH3:5])[n:6][c:7]2[n:8]([C@H:9]([CH2:10][O:11][Si:12]([CH3:13])([CH3:14])[C:15]([CH3:16])([CH3:17])[CH3:18])[CH:19]([CH3:20])[CH3:21])[cH:22][c:23]([C:24]([O:25][CH2:26][CH3:27])=[O:28])[c:29](=[O:30])[c:31]2[cH:32]1)[O:33][c:34]1[c:35]([F:36])[cH:37][c:38]([F:39])[cH:40][c:41]1[F:42],,"[('b', 63, 542)]",924
31126,Cl[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([C:8]([O:9][CH3:10])=[O:11])[cH:12][c:13]1[N+:14](=[O:15])[O-:16].I[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[c:1]1(-[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([C:8]([O:9][CH3:10])=[O:11])[cH:12][c:13]1[N+:14](=[O:15])[O-:16],,"[('b', 0, 135)]",1
31127,Br[c:1]1[c:2]([O:3][CH2:4][CH:5]2[CH2:6][CH2:7]2)[n:8][cH:9][c:10]([NH2:11])[cH:12]1.OB(O)[c:13]1[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]1,[c:1]1(-[c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][cH:19]2)[c:2]([O:3][CH2:4][CH:5]2[CH2:6][CH2:7]2)[n:8][cH:9][c:10]([NH2:11])[cH:12]1,,"[('b', 0, 541)]",900
31128,Br[c:1]1[cH:2][cH:3][c:4]([S:5]([N:6]([CH3:7])[c:8]2[cH:9][cH:10][c:11]([NH:12][C:13](=[O:14])[NH:15][c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[cH:22][cH:23]2)(=[O:24])=[O:25])[s:26]1.OB(O)[c:27]1[cH:28][n:29][cH:30][n:31][cH:32]1,[c:1]1(-[c:27]2[cH:28][n:29][cH:30][n:31][cH:32]2)[cH:2][cH:3][c:4]([S:5]([N:6]([CH3:7])[c:8]2[cH:9][cH:10][c:11]([NH:12][C:13](=[O:14])[NH:15][c:16]3[cH:17][cH:18][cH:19][cH:20][cH:21]3)[cH:22][cH:23]2)(=[O:24])=[O:25])[s:26]1,,"[('b', 0, 541)]",900
31129,[CH3:4][c:5]1[cH:6][cH:7][c:8]([OH:9])[cH:10][c:11]1[Br:12].Cl[C:1]([CH3:2])=[O:3],[C:1]([CH3:2])(=[O:3])[c:7]1[cH:6][c:5]([CH3:4])[c:11]([Br:12])[cH:10][c:8]1[OH:9],,"[('b', 5, 506)]",109
31130,Cl[P:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,[PH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)[c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1,,"[('a', 0, 43)]",2
31131,[O-][C:10]([c:11]1[cH:12][c:13]2[nH:14][n:15][c:16]([N:17]3[CH2:18][CH2:19][N:20]([CH3:21])[CH2:22][CH2:23]3)[c:24]2[cH:25][cH:26]1)=[O:27].[NH2:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1,[NH:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1)[C:10]([c:11]1[cH:12][c:13]2[nH:14][n:15][c:16]([N:17]3[CH2:18][CH2:19][N:20]([CH3:21])[CH2:22][CH2:23]3)[c:24]2[cH:25][cH:26]1)=[O:27],,"[('b', 16, 483)]",56
