id,class,reactants>reagents>production
US20050209241A1,UNK,Br[c:1]1[cH:2][cH:3][c:4](-[c:5]2[n:6][c:7]([CH3:8])[o:9][n:10]2)[cH:11][cH:12]1.[CH3:13][C:14]([CH3:15])([CH3:16])[O:17][C:18](=[O:19])[N:20]1[CH2:21][CH2:22][NH:23][CH2:24][CH2:25]1>>[c:1]1([N:23]2[CH2:22][CH2:21][N:20]([C:18]([O:17][C:14]([CH3:13])([CH3:15])[CH3:16])=[O:19])[CH2:25][CH2:24]2)[cH:2][cH:3][c:4](-[c:5]2[n:6][c:7]([CH3:8])[o:9][n:10]2)[cH:11][cH:12]1
US20130197012A1,UNK,Cl[c:1]1[cH:2][cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]3[o:9][c:10](-[c:11]4[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]4)[c:18]([C:19]([NH:20][CH3:21])=[O:22])[c:23]3[cH:24]2)[cH:25][c:26]1[C:27](=[O:28])[O:29][CH3:30].OB(O)[c:31]1[c:32]([C:33]([NH2:34])=[O:35])[cH:36][cH:37][cH:38][cH:39]1>>[c:1]1(-[c:31]2[c:32]([C:33]([NH2:34])=[O:35])[cH:36][cH:37][cH:38][cH:39]2)[cH:2][cH:3][c:4](-[c:5]2[cH:6][cH:7][c:8]3[o:9][c:10](-[c:11]4[cH:12][cH:13][c:14]([F:15])[cH:16][cH:17]4)[c:18]([C:19]([NH:20][CH3:21])=[O:22])[c:23]3[cH:24]2)[cH:25][c:26]1[C:27](=[O:28])[O:29][CH3:30]
US07737166B2,UNK,Br[c:1]1[c:2]([CH3:3])[c:4]([C:5]#[N:6])[c:7]2[n:8][c:9]([CH3:10])[o:11][c:12]2[c:13]1[F:14].OB(O)[c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1>>[c:1]1(-[c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:2]([CH3:3])[c:4]([C:5]#[N:6])[c:7]2[n:8][c:9]([CH3:10])[o:11][c:12]2[c:13]1[F:14]
US20090023725A1,UNK,Br[c:1]1[cH:2][cH:3][c:4]2[c:5](-[c:6]3[cH:7][cH:8][c:9]([N:10]4[CH2:11][CH2:12][O:13][CH2:14][CH2:15]4)[n:16][cH:17]3)[n:18][nH:19][c:20]2[cH:21]1.CC1(C)OB([c:22]2[c:23]([CH3:24])[cH:25][cH:26][c:27]([C:28]([NH:29][CH2:30][CH3:31])=[O:32])[cH:33]2)OC1(C)C>>[c:1]1(-[c:22]2[c:23]([CH3:24])[cH:25][cH:26][c:27]([C:28]([NH:29][CH2:30][CH3:31])=[O:32])[cH:33]2)[cH:2][cH:3][c:4]2[c:5](-[c:6]3[cH:7][cH:8][c:9]([N:10]4[CH2:11][CH2:12][O:13][CH2:14][CH2:15]4)[n:16][cH:17]3)[n:18][nH:19][c:20]2[cH:21]1
US07176212B2,UNK,Cl[c:1]1[n:2][cH:3][cH:4][c:5]([NH:6][c:7]2[c:8]([CH2:9][CH3:10])[cH:11][cH:12][cH:13][cH:14]2)[n:15]1.[CH3:16][N:17]([CH3:18])[CH2:19][CH:20]([OH:21])[CH2:22][O:23][c:24]1[cH:25][cH:26][c:27]([NH2:28])[cH:29][cH:30]1>>[c:1]1([NH:28][c:27]2[cH:26][cH:25][c:24]([O:23][CH2:22][CH:20]([CH2:19][N:17]([CH3:16])[CH3:18])[OH:21])[cH:30][cH:29]2)[n:2][cH:3][cH:4][c:5]([NH:6][c:7]2[c:8]([CH2:9][CH3:10])[cH:11][cH:12][cH:13][cH:14]2)[n:15]1
US20120165548A1,UNK,C[O:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[O:8][CH2:9][C:10]([F:11])([F:12])[F:13]>>[OH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][c:7]1[O:8][CH2:9][C:10]([F:11])([F:12])[F:13]
US04432993,UNK,O=[C:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][C:11]([O:12][CH3:13])=[O:14])[cH:15][cH:16]1)[CH3:17].[NH2:18][CH2:19][CH:20]([OH:21])[c:22]1[cH:23][c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[o:30]1>>[CH:1]([CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][C:11]([O:12][CH3:13])=[O:14])[cH:15][cH:16]1)([CH3:17])[NH:18][CH2:19][CH:20]([OH:21])[c:22]1[cH:23][c:24]2[cH:25][cH:26][cH:27][cH:28][c:29]2[o:30]1
US20090029991A1,UNK,CC(=O)O[C:2]([CH3:1])=[O:3].[NH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][c:10]1[NH:11][C:12](=[O:13])[c:14]1[cH:15][cH:16][c:17]([CH:18]2[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]2)[cH:24][cH:25]1>>[CH3:1][C:2](=[O:3])[N:21]1[CH2:20][CH2:19][CH:18]([c:17]2[cH:16][cH:15][c:14]([C:12]([NH:11][c:10]3[c:5]([NH2:4])[cH:6][cH:7][cH:8][cH:9]3)=[O:13])[cH:25][cH:24]2)[CH2:23][CH2:22]1
US20110218189A1,UNK,CC(C)(C)OC(=O)[N:1]1[CH2:2][CH2:3][CH2:4][C@@H:5]([CH2:6][n:7]2[c:8](-[c:9]3[c:10]([Cl:11])[cH:12][cH:13][cH:14][c:15]3[Cl:16])[cH:17][c:18]3[cH:19][n:20][c:21]([NH:22][CH2:23][c:24]4[cH:25][cH:26][c:27]([OH:28])[cH:29][cH:30]4)[n:31][c:32]23)[CH2:33]1>>[NH:1]1[CH2:2][CH2:3][CH2:4][C@@H:5]([CH2:6][n:7]2[c:8](-[c:9]3[c:10]([Cl:11])[cH:12][cH:13][cH:14][c:15]3[Cl:16])[cH:17][c:18]3[cH:19][n:20][c:21]([NH:22][CH2:23][c:24]4[cH:25][cH:26][c:27]([OH:28])[cH:29][cH:30]4)[n:31][c:32]23)[CH2:33]1
US05502065,UNK,Br[c:1]1[cH:2][cH:3][c:4]2[nH:5][cH:6][c:7]([CH2:8][C@@H:9]3[N:10]([C:11](=[O:12])[O:13][CH2:14][c:15]4[cH:16][cH:17][cH:18][cH:19][cH:20]4)[CH2:21][CH2:22][CH2:23]3)[c:24]2[cH:25]1.CCCC[Sn](CCCC)(CCCC)[c:26]1[cH:27][cH:28][c:29]([C:30]([NH2:31])=[O:32])[cH:33][cH:34]1>>[c:1]1(-[c:26]2[cH:27][cH:28][c:29]([C:30]([NH2:31])=[O:32])[cH:33][cH:34]2)[cH:2][cH:3][c:4]2[nH:5][cH:6][c:7]([CH2:8][C@@H:9]3[N:10]([C:11](=[O:12])[O:13][CH2:14][c:15]4[cH:16][cH:17][cH:18][cH:19][cH:20]4)[CH2:21][CH2:22][CH2:23]3)[c:24]2[cH:25]1
US20150018345A1,UNK,I[CH3:1].[CH3:2][C@@H:3]([NH:4][S@@:5](=[O:6])[C:7]([CH3:8])([CH3:9])[CH3:10])[c:11]1[cH:12][c:13]([Cl:14])[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21]1>>[CH3:1][N:4]([C@H:3]([CH3:2])[c:11]1[cH:12][c:13]([Cl:14])[cH:15][c:16]([C:17]([F:18])([F:19])[F:20])[cH:21]1)[S@@:5](=[O:6])[C:7]([CH3:8])([CH3:9])[CH3:10]
US20100121075A1,UNK,I[c:1]1[cH:2][cH:3][cH:4][cH:5][cH:6]1.[CH2:7]=[CH:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1>>[c:1]1([CH:7]=[CH:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[cH:2][cH:3][cH:4][cH:5][cH:6]1
US20150065534A1,UNK,O[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][NH:11][C:12]([O:13][C:14]([CH3:15])([CH3:16])[CH3:17])=[O:18])[cH:19]1)=[O:20].[CH3:21][O:22][C:23](=[O:24])[C@H:25]([CH2:26][NH2:27])[NH:28][C:29](=[O:30])[c:31]1[c:32]([CH3:33])[n:34][c:35]([NH:36][CH2:37][CH2:38][CH2:39][c:40]2[cH:41][cH:42][cH:43][c:44]([OH:45])[cH:46]2)[n:47][c:48]1[CH3:49]>>[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([O:7][CH2:8][CH2:9][CH2:10][NH:11][C:12]([O:13][C:14]([CH3:15])([CH3:16])[CH3:17])=[O:18])[cH:19]1)(=[O:20])[NH:27][CH2:26][C@@H:25]([C:23]([O:22][CH3:21])=[O:24])[NH:28][C:29](=[O:30])[c:31]1[c:32]([CH3:33])[n:34][c:35]([NH:36][CH2:37][CH2:38][CH2:39][c:40]2[cH:41][cH:42][cH:43][c:44]([OH:45])[cH:46]2)[n:47][c:48]1[CH3:49]
US06117888,UNK,Cl[CH2:1][CH2:2][S:3]([c:4]1[c:5]([NH2:6])[c:7](=[O:8])[n:9]([CH2:10][C:11]([O:12][CH2:13][CH3:14])=[O:15])[c:16]([CH3:17])[cH:18]1)(=[O:19])=[O:20]>>[CH2:1]1[CH2:2][S:3](=[O:19])(=[O:20])[c:4]2[c:5]([c:7](=[O:8])[n:9]([CH2:10][C:11]([O:12][CH2:13][CH3:14])=[O:15])[c:16]([CH3:17])[cH:18]2)[NH:6]1
US20150025237A1,UNK,[O:1]=[C:2]1[O:3][CH2:4][C@@H:5]2[CH2:6][C@:7]12[c:8]1[cH:9][cH:10][cH:11][c:12]([F:13])[cH:14]1>>[OH:1][CH2:2][C@:7]1([c:8]2[cH:9][cH:10][cH:11][c:12]([F:13])[cH:14]2)[C@H:5]([CH2:4][OH:3])[CH2:6]1
US20150111877A1,UNK,Cl[S:1]([c:2]1[c:3]([CH3:4])[n:5][n:6]([CH:7]([F:8])[F:9])[cH:10]1)(=[O:11])=[O:12].[CH3:13][C:14]([CH3:15])([CH3:16])[O:17][C:18](=[O:19])[NH:20][c:21]1[cH:22][n:23][c:24]2[c:25]([cH:26]1)[NH:27][CH2:28][CH:29]([C:30]([CH3:31])([CH3:32])[O:33][SiH2:34][C:35]([CH3:36])([CH3:37])[CH3:38])[CH2:39]2>>[S:1]([c:2]1[c:3]([CH3:4])[n:5][n:6]([CH:7]([F:8])[F:9])[cH:10]1)(=[O:11])(=[O:12])[N:27]1[c:25]2[c:24]([n:23][cH:22][c:21]([NH:20][C:18]([O:17][C:14]([CH3:13])([CH3:15])[CH3:16])=[O:19])[cH:26]2)[CH2:39][CH:29]([C:30]([CH3:31])([CH3:32])[O:33][SiH2:34][C:35]([CH3:36])([CH3:37])[CH3:38])[CH2:28]1
US05210209,UNK,Cl[CH2:1][C:2]([CH3:3])=[O:4].[SH:5][c:6]1[n:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[nH:14]1>>[CH2:1]([C:2]([CH3:3])=[O:4])[S:5][c:6]1[n:7][c:8]2[cH:9][cH:10][cH:11][cH:12][c:13]2[nH:14]1
US20030139464A1,UNK,C1C[O:21][C:1]([CH:2]([C:3]([O:4][CH3:5])=[O:6])[CH2:7][N:8]2[C:9](=[O:10])[c:11]3[cH:12][cH:13][cH:14][c:15]([OH:16])[c:17]3[C:18]2=[O:19])([CH3:20])O1>>[C:1]([CH:2]([C:3]([O:4][CH3:5])=[O:6])[CH2:7][N:8]1[C:9](=[O:10])[c:11]2[cH:12][cH:13][cH:14][c:15]([OH:16])[c:17]2[C:18]1=[O:19])([CH3:20])=[O:21]
US20130131068A1,UNK,O[C:1](=[O:2])[c:3]1[cH:4][c:5]([CH2:6][c:7]2[n:8][nH:9][c:10](=[O:11])[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]23)[cH:18][cH:19][c:20]1[F:21].[CH3:22][O:23][C:24](=[O:25])[c:26]1[n:27][c:28]([C:29]([F:30])([F:31])[F:32])[n:33]2[c:34]1[CH2:35][NH:36][CH2:37][CH2:38]2>>[C:1](=[O:2])([c:3]1[cH:4][c:5]([CH2:6][c:7]2[n:8][nH:9][c:10](=[O:11])[c:12]3[cH:13][cH:14][cH:15][cH:16][c:17]23)[cH:18][cH:19][c:20]1[F:21])[N:36]1[CH2:35][c:34]2[c:26]([C:24]([O:23][CH3:22])=[O:25])[n:27][c:28]([C:29]([F:30])([F:31])[F:32])[n:33]2[CH2:38][CH2:37]1
US06083943,UNK,O=[CH:1][c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1.[CH3:8][O:9][C:10](=[O:11])[CH2:12][NH2:13]>>[CH:1]([c:2]1[cH:3][cH:4][cH:5][cH:6][cH:7]1)=[N:13][CH2:12][C:10]([O:9][CH3:8])=[O:11]
US20090149439A1,UNK,O[C:1]([c:2]1[n:3][cH:4][c:5]([CH:6]([S:7]([c:8]2[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15]2)(=[O:16])=[O:17])[c:18]2[cH:19][c:20]([F:21])[cH:22][cH:23][c:24]2[F:25])[c:26]([CH3:27])[cH:28]1)=[O:29].[NH2:30][CH2:31][CH2:32][OH:33]>>[C:1]([c:2]1[n:3][cH:4][c:5]([CH:6]([S:7]([c:8]2[cH:9][cH:10][c:11]([O:12][CH3:13])[cH:14][cH:15]2)(=[O:16])=[O:17])[c:18]2[cH:19][c:20]([F:21])[cH:22][cH:23][c:24]2[F:25])[c:26]([CH3:27])[cH:28]1)(=[O:29])[NH:30][CH2:31][CH2:32][OH:33]
US20120058989A1,UNK,[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH2:9][C@@H:10]1[CH2:11][C@@H:12]([CH2:13][OH:14])[N:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23]1>>[CH3:1][C:2]([CH3:3])([CH3:4])[O:5][C:6](=[O:7])[NH:8][CH2:9][C@@H:10]1[CH2:11][C@@H:12]([CH:13]=[O:14])[N:15]([C:16](=[O:17])[O:18][C:19]([CH3:20])([CH3:21])[CH3:22])[CH2:23]1
US20070167447A1,UNK,Br[c:1]1[c:2]([CH:3]2[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]2)[c:9]2[cH:10][cH:11][c:12]([C:13]([O:14][CH3:15])=[O:16])[cH:17][c:18]2[nH:19]1.OB(O)[c:20]1[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]1>>[c:1]1(-[c:20]2[cH:21][cH:22][c:23]([Cl:24])[cH:25][cH:26]2)[c:2]([CH:3]2[CH2:4][CH2:5][CH2:6][CH2:7][CH2:8]2)[c:9]2[cH:10][cH:11][c:12]([C:13]([O:14][CH3:15])=[O:16])[cH:17][c:18]2[nH:19]1
US20100197908A1,UNK,I[c:1]1[cH:2][cH:3][c:4]([CH2:5][CH2:6][OH:7])[cH:8][cH:9]1.[CH:10]#[C:11][c:12]1[cH:13][cH:14][c:15]([O:16][CH2:17][c:18]2[cH:19][cH:20][cH:21][cH:22][cH:23]2)[n:24][n:25]1>>[c:1]1([C:10]#[C:11][c:12]2[cH:13][cH:14][c:15]([O:16][CH2:17][c:18]3[cH:19][cH:20][cH:21][cH:22][cH:23]3)[n:24][n:25]2)[cH:2][cH:3][c:4]([CH2:5][CH2:6][OH:7])[cH:8][cH:9]1
US06187966B1,UNK,[O:1]=[C:2]([CH2:3][Cl:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([Cl:10])[cH:11]1>>[OH:1][C@H:2]([CH2:3][Cl:4])[c:5]1[cH:6][cH:7][cH:8][c:9]([Cl:10])[cH:11]1
US20150218096A1,UNK,Br[c:1]1[n:2][n:3]([C:4](=[O:5])[c:6]2[c:7]([Cl:8])[cH:9][cH:10][cH:11][c:12]2[C:13]([F:14])([F:15])[F:16])[c:17]2[c:18]1[n:19][cH:20][c:21]([CH2:22][OH:23])[cH:24]2.OB(O)[c:25]1[cH:26][cH:27][c:28]([C:29]([O:30][CH3:31])=[O:32])[cH:33][c:34]1[F:35]>>[c:1]1(-[c:25]2[cH:26][cH:27][c:28]([C:29]([O:30][CH3:31])=[O:32])[cH:33][c:34]2[F:35])[n:2][n:3]([C:4](=[O:5])[c:6]2[c:7]([Cl:8])[cH:9][cH:10][cH:11][c:12]2[C:13]([F:14])([F:15])[F:16])[c:17]2[c:18]1[n:19][cH:20][c:21]([CH2:22][OH:23])[cH:24]2
US05438052,UNK,[N-:1]=[N+:2]=[N-:3].[N:4]#[C:5][c:6]1[cH:7][cH:8][c:9]2[c:10]([cH:11]1)[O:12][C:13]([c:14]1[cH:15][cH:16][cH:17][cH:18][cH:19]1)([c:20]1[cH:21][cH:22][cH:23][cH:24][cH:25]1)[O:26]2>>[n:1]1[n:2][nH:3][c:5](-[c:6]2[cH:7][cH:8][c:9]3[c:10]([cH:11]2)[O:12][C:13]([c:14]2[cH:15][cH:16][cH:17][cH:18][cH:19]2)([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[O:26]3)[n:4]1
US06214841B1,UNK,Cl[C:1]([O:2][CH3:3])=[O:4].[NH2:5][CH2:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1>>[C:1]([O:2][CH3:3])(=[O:4])[NH:5][CH2:6][CH2:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1
US07348017B2,UNK,Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)(=[O:10])=[O:11].[O:12]=[C:13]([OH:14])[CH:15]1[CH2:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[CH2:23][NH:24]1>>[S:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)(=[O:10])(=[O:11])[N:24]1[CH:15]([C:13](=[O:12])[OH:14])[CH2:16][c:17]2[cH:18][cH:19][cH:20][cH:21][c:22]2[CH2:23]1
US05569768,UNK,Br[CH:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7])[C:8](=[O:9])[O:10][CH2:11][CH3:12].[N:13]#[C:14][c:15]1[cH:16][cH:17][cH:18][cH:19][c:20]1-[c:21]1[cH:22][cH:23][c:24]2[nH:25][cH:26][cH:27][c:28]2[cH:29]1>>[CH:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH3:7])([C:8](=[O:9])[O:10][CH2:11][CH3:12])[n:25]1[c:24]2[cH:23][cH:22][c:21](-[c:20]3[c:15]([C:14]#[N:13])[cH:16][cH:17][cH:18][cH:19]3)[cH:29][c:28]2[cH:27][cH:26]1
US20100120762A1,UNK,Cl[c:1]1[n:2][cH:3][cH:4][c:5]([O:6][CH3:7])[c:8]1[N+:9](=[O:10])[O-:11].[CH3:12][c:13]1[cH:14][nH:15][cH:16][n:17]1>>[c:1]1(-[n:15]2[cH:14][c:13]([CH3:12])[n:17][cH:16]2)[n:2][cH:3][cH:4][c:5]([O:6][CH3:7])[c:8]1[N+:9](=[O:10])[O-:11]
US20130180589A1,UNK,Br[c:1]1[cH:2][cH:3][c:4]([CH:5]=[C:6]([C:7]#[N:8])[C:9]#[N:10])[s:11]1.CCCC[Sn](CCCC)(CCCC)[c:12]1[cH:13][cH:14][cH:15][s:16]1>>[c:1]1(-[c:12]2[cH:13][cH:14][cH:15][s:16]2)[cH:2][cH:3][c:4]([CH:5]=[C:6]([C:7]#[N:8])[C:9]#[N:10])[s:11]1
US20090209522A1,UNK,O[C:1]([c:2]1[n:3][c:4]([O:5][c:6]2[c:7]([CH3:8])[cH:9][cH:10][c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16]2)[o:17][cH:18]1)=[O:19].[CH3:20][O:21][c:22]1[n:23][c:24]([NH:25][CH2:26][CH2:27][N:28]([CH3:29])[C:30](=[O:31])[O:32][C:33]([CH3:34])([CH3:35])[CH3:36])[n:37][c:38]([O:39][CH3:40])[c:41]1[NH2:42]>>[C:1]([c:2]1[n:3][c:4]([O:5][c:6]2[c:7]([CH3:8])[cH:9][cH:10][c:11]([C:12]([CH3:13])([CH3:14])[CH3:15])[cH:16]2)[o:17][cH:18]1)(=[O:19])[NH:42][c:41]1[c:22]([O:21][CH3:20])[n:23][c:24]([NH:25][CH2:26][CH2:27][N:28]([CH3:29])[C:30](=[O:31])[O:32][C:33]([CH3:34])([CH3:35])[CH3:36])[n:37][c:38]1[O:39][CH3:40]
US20060142337A1,UNK,Cl[CH2:1][CH2:2][CH2:3][CH2:4][C:5]([NH:6][C@H:7]1[CH2:8][CH2:9][C@H:10]([C:11]([N:12]2[CH2:13][CH2:14][C@H:15]([O:16][C@H:17]([CH3:18])[c:19]3[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32]3)[C@H:33]([c:34]3[cH:35][cH:36][cH:37][cH:38][cH:39]3)[CH2:40]2)=[O:41])[CH2:42][CH2:43]1)=[O:44]>>[CH2:1]1[CH2:2][CH2:3][CH2:4][C:5](=[O:44])[N:6]1[C@H:7]1[CH2:8][CH2:9][C@H:10]([C:11]([N:12]2[CH2:13][CH2:14][C@H:15]([O:16][C@H:17]([CH3:18])[c:19]3[cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27]([C:28]([F:29])([F:30])[F:31])[cH:32]3)[C@H:33]([c:34]3[cH:35][cH:36][cH:37][cH:38][cH:39]3)[CH2:40]2)=[O:41])[CH2:42][CH2:43]1
US20110039852A1,UNK,O[CH2:1][CH3:2].[CH3:3][O:4][c:5]1[cH:6][cH:7][c:8]([CH2:9][C:10](=[O:11])[OH:12])[cH:13][c:14]1[Br:15]>>[CH2:1]([CH3:2])[O:12][C:10]([CH2:9][c:8]1[cH:7][cH:6][c:5]([O:4][CH3:3])[c:14]([Br:15])[cH:13]1)=[O:11]
US20100152216A1,UNK,Cl[CH2:1][c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1.[CH3:10][C:11]1([c:12]2[cH:13][c:14]([F:15])[cH:16][c:17]([F:18])[cH:19]2)[NH:20][C:21](=[O:22])[NH:23][C:24]1=[O:25]>>[CH2:1]([c:2]1[cH:3][cH:4][c:5]([O:6][CH3:7])[cH:8][cH:9]1)[N:23]1[C:21](=[O:22])[NH:20][C:11]([CH3:10])([c:12]2[cH:13][c:14]([F:15])[cH:16][c:17]([F:18])[cH:19]2)[C:24]1=[O:25]
US20060172995A1,UNK,O[CH2:1][c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[s:10]1.[F:11][c:12]1[cH:13][cH:14][cH:15][cH:16][c:17]1[N:18]1[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]1>>[CH2:1]([c:2]1[cH:3][c:4]2[cH:5][cH:6][cH:7][cH:8][c:9]2[s:10]1)[N:21]1[CH2:20][CH2:19][N:18]([c:17]2[c:12]([F:11])[cH:13][cH:14][cH:15][cH:16]2)[CH2:23][CH2:22]1
US06159996,UNK,C[O:1][C:2](=[O:3])[CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][c:10]([O:11][C:12]([F:13])([F:14])[F:15])[cH:16]1>>[OH:1][C:2](=[O:3])[CH2:4][CH2:5][c:6]1[cH:7][cH:8][cH:9][c:10]([O:11][C:12]([F:13])([F:14])[F:15])[cH:16]1
US04136192,UNK,Br[CH2:1][CH2:2][CH2:3][O:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[CH3:11][O:12][C:13](=[O:14])[c:15]1[cH:16][cH:17][c:18]([OH:19])[cH:20][c:21]1[C:22](=[O:23])[O:24][CH3:25]>>[CH2:1]([CH2:2][CH2:3][O:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[O:19][c:18]1[cH:17][cH:16][c:15]([C:13]([O:12][CH3:11])=[O:14])[c:21]([C:22](=[O:23])[O:24][CH3:25])[cH:20]1
US20120129811A1,UNK,[CH3:16][CH2:17][CH2:18][n:19]1[n:20][cH:21][c:22]2[c:23]([NH2:24])[cH:25][cH:26][cH:27][c:28]12.[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([S:7]([CH3:8])(=[O:9])=[O:10])[cH:11][c:12]1[N:13]=[C:14]=[S:15]>>[CH3:1][O:2][c:3]1[cH:4][cH:5][c:6]([S:7]([CH3:8])(=[O:9])=[O:10])[cH:11][c:12]1[NH:13][C:14](=[S:15])[NH:24][c:23]1[c:22]2[cH:21][n:20][n:19]([CH2:18][CH2:17][CH3:16])[c:28]2[cH:27][cH:26][cH:25]1
US08013156B2,UNK,Cl[c:1]1[n:2][cH:3][cH:4][n:5][c:6]1[Cl:7].[CH3:8][CH:9]1[CH2:10][N:11]([C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:19][CH2:20][NH:21]1>>[c:1]1([N:21]2[CH:9]([CH3:8])[CH2:10][N:11]([C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[CH2:19][CH2:20]2)[n:2][cH:3][cH:4][n:5][c:6]1[Cl:7]
US20150252051A1,UNK,O=C(OCc1ccccc1)[N:1]1[CH:2]2[CH2:3][CH2:4][CH:5]1[CH:6]([CH2:7][n:8]1[cH:9][cH:10][c:11]3[cH:12][c:13](-[c:14]4[cH:15][n:16][n:17]([CH:18]5[CH2:19][CH2:20][CH2:21][CH2:22][O:23]5)[cH:24]4)[cH:25][cH:26][c:27]13)[CH2:28]2>>[NH:1]1[CH:2]2[CH2:3][CH2:4][CH:5]1[CH:6]([CH2:7][n:8]1[cH:9][cH:10][c:11]3[cH:12][c:13](-[c:14]4[cH:15][n:16][n:17]([CH:18]5[CH2:19][CH2:20][CH2:21][CH2:22][O:23]5)[cH:24]4)[cH:25][cH:26][c:27]13)[CH2:28]2
US20150148340A1,UNK,Br[CH2:1][c:2]1[c:3]([CH3:4])[c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][cH:11][cH:12]1.[CH3:13][CH2:14][O:15][C:16](=[O:17])[c:18]1[cH:19][n:20](-[c:21]2[cH:22][cH:23][c:24]3[c:25]([cH:26]2)[n:27][cH:28][n:29]3[CH3:30])[c:31](=[O:32])[nH:33][c:34]1=[O:35]>>[CH2:1]([c:2]1[c:3]([CH3:4])[c:5]([C:6]([F:7])([F:8])[F:9])[cH:10][cH:11][cH:12]1)[n:33]1[c:31](=[O:32])[n:20](-[c:21]2[cH:22][cH:23][c:24]3[c:25]([cH:26]2)[n:27][cH:28][n:29]3[CH3:30])[cH:19][c:18]([C:16]([O:15][CH2:14][CH3:13])=[O:17])[c:34]1=[O:35]
US07612094B2,UNK,Cl[C:1](=[O:2])[O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1.[NH2:11][CH:12]1[CH2:13][CH2:14][CH:15]([C:16](=[O:17])[OH:18])[CH2:19][CH2:20]1>>[C:1](=[O:2])([O:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[NH:11][CH:12]1[CH2:13][CH2:14][CH:15]([C:16](=[O:17])[OH:18])[CH2:19][CH2:20]1
