,Reactants,Products,Reagents,Labels,Frequency
35507,[CH3:3][C:4]1([CH3:5])[O:6][CH2:7][CH:8]([CH2:9][OH:10])[O:11]1.I[CH2:1][CH3:2],[CH2:1]([CH3:2])[O:10][CH2:9][C@@H:8]1[CH2:7][O:6][C:4]([CH3:3])([CH3:5])[O:11]1,,"[('b', 3, 512)]",307
35508,[NH2:13][C@H:14]1[CH2:15][CH2:16][C@H:17]([CH:18]([CH2:19][n:20]2[c:21](=[O:22])[cH:23][n:24][c:25]3[cH:26][cH:27][c:28]([F:29])[cH:30][c:31]23)[NH:32][S:33](=[O:34])(=[O:35])[c:36]2[cH:37][cH:38][cH:39][cH:40][c:41]2[N+:42](=[O:43])[O-:44])[CH2:45][CH2:46]1.O=[CH:1][c:2]1[n:3][cH:4][c:5]2[c:6]([n:7]1)[NH:8][C:9](=[O:10])[CH2:11][O:12]2,[CH2:1]([c:2]1[n:3][cH:4][c:5]2[c:6]([n:7]1)[NH:8][C:9](=[O:10])[CH2:11][O:12]2)[NH:13][C@H:14]1[CH2:15][CH2:16][C@H:17]([CH:18]([CH2:19][n:20]2[c:21](=[O:22])[cH:23][n:24][c:25]3[cH:26][cH:27][c:28]([F:29])[cH:30][c:31]23)[NH:32][S:33](=[O:34])(=[O:35])[c:36]2[cH:37][cH:38][cH:39][cH:40][c:41]2[N+:42](=[O:43])[O-:44])[CH2:45][CH2:46]1,,"[('b', 23, 530)]",1299
35509,CC[O:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([Cl:7])[c:8]([N:9]2[CH2:10][CH2:11][CH:12]([C:13](=[O:14])[NH:15][S:16](=[O:17])(=[O:18])[CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[CH2:26][CH2:27]2)[n:28][c:29]1[CH2:30][N:31]1[CH2:32][CH2:33][CH2:34][C:35]1=[O:36],[OH:1][C:2](=[O:3])[c:4]1[cH:5][c:6]([Cl:7])[c:8]([N:9]2[CH2:10][CH2:11][CH:12]([C:13](=[O:14])[NH:15][S:16](=[O:17])(=[O:18])[CH2:19][c:20]3[cH:21][cH:22][cH:23][cH:24][cH:25]3)[CH2:26][CH2:27]2)[n:28][c:29]1[CH2:30][N:31]1[CH2:32][CH2:33][CH2:34][C:35]1=[O:36],,"[('a', 0, 120)]",1123
35510,[CH3:4][O:5][CH2:6][O:7][c:8]1[c:9]([Br:10])[cH:11][cH:12][c:13]([O:14][CH3:15])[c:16]1[OH:17].Cl[CH:1]([F:2])[F:3],[CH:1]([F:2])([F:3])[O:17][c:16]1[c:8]([O:7][CH2:6][O:5][CH3:4])[c:9]([Br:10])[cH:11][cH:12][c:13]1[O:14][CH3:15],,"[('b', 5, 524)]",782
35511,[CH3:7][CH2:8][O:9][c:10]1[cH:11][cH:12][c:13]([CH2:14][c:15]2[cH:16][c:17]([C@:18]34[O:19][CH2:20][C@:21]([CH:22]([CH3:23])[OH:24])([O:25]3)[C@@H:26]([O:27][CH2:28][c:29]3[cH:30][cH:31][cH:32][cH:33][cH:34]3)[C@H:35]([O:36][CH2:37][c:38]3[cH:39][cH:40][cH:41][cH:42][cH:43]3)[C@H:44]4[O:45][CH2:46][c:47]3[cH:48][cH:49][cH:50][cH:51][cH:52]3)[cH:53][cH:54][c:55]2[Cl:56])[cH:57][cH:58]1.Cl[C:1]([O:2][CH:3]([CH3:4])[CH3:5])=[O:6],[C:1]([O:2][CH:3]([CH3:4])[CH3:5])(=[O:6])[O:24][CH:22]([C@@:21]12[CH2:20][O:19][C@@:18]([c:17]3[cH:16][c:15]([CH2:14][c:13]4[cH:12][cH:11][c:10]([O:9][CH2:8][CH3:7])[cH:58][cH:57]4)[c:55]([Cl:56])[cH:54][cH:53]3)([O:25]1)[C@H:44]([O:45][CH2:46][c:47]1[cH:48][cH:49][cH:50][cH:51][cH:52]1)[C@@H:35]([O:36][CH2:37][c:38]1[cH:39][cH:40][cH:41][cH:42][cH:43]1)[CH:26]2[O:27][CH2:28][c:29]1[cH:30][cH:31][cH:32][cH:33][cH:34]1)[CH3:23],,"[('b', 11, 524)]",782
35512,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[NH:9][CH2:10][c:11]1[cH:12][nH:13][c:14]2[n:15][cH:16][cH:17][cH:18][c:19]12.[CH3:20][C:21]1([CH3:22])[CH2:23][C:24](=[O:25])[NH:26][c:27]2[cH:28][c:29]([NH2:30])[cH:31][cH:32][c:33]21,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][c:8]1[NH:9][CH2:10][c:11]1[cH:12][nH:13][c:14]2[n:15][cH:16][cH:17][cH:18][c:19]12)[NH:30][c:29]1[cH:28][c:27]2[c:33]([cH:32][cH:31]1)[C:21]([CH3:20])([CH3:22])[CH2:23][C:24](=[O:25])[NH:26]2,,"[('b', 37, 533)]",4537
35513,[CH3:17][O:18][c:19]1[cH:20][c:21]2[c:22]([O:23][c:24]3[cH:25][cH:26][c:27]([NH2:28])[cH:29][c:30]3[F:31])[cH:32][cH:33][n:34][c:35]2[cH:36][c:37]1[O:38][CH2:39][CH2:40][CH2:41][N:42]1[CH2:43][CH2:44][O:45][CH2:46][CH2:47]1.O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][n:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:15]1=[O:16],[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][n:7]([CH2:8][c:9]2[cH:10][cH:11][cH:12][cH:13][cH:14]2)[c:15]1=[O:16])[NH:28][c:27]1[cH:26][cH:25][c:24]([O:23][c:22]2[c:21]3[cH:20][c:19]([O:18][CH3:17])[c:37]([O:38][CH2:39][CH2:40][CH2:41][N:42]4[CH2:43][CH2:44][O:45][CH2:46][CH2:47]4)[cH:36][c:35]3[n:34][cH:33][cH:32]2)[c:30]([F:31])[cH:29]1,,"[('b', 31, 533)]",4537
35514,O=S(=O)(O[c:1]1[c:2]([C:3]([O:4][CH3:5])=[O:6])[c:7]([CH:8]([CH3:9])[CH3:10])[n:11][c:12]2[c:13]([Cl:14])[cH:15][c:16]([Cl:17])[cH:18][c:19]12)C(F)(F)F.OB(O)[c:20]1[cH:21][cH:22][c:23]([F:24])[c:25]([Cl:26])[cH:27]1,[c:1]1(-[c:20]2[cH:21][cH:22][c:23]([F:24])[c:25]([Cl:26])[cH:27]2)[c:2]([C:3]([O:4][CH3:5])=[O:6])[c:7]([CH:8]([CH3:9])[CH3:10])[n:11][c:12]2[c:13]([Cl:14])[cH:15][c:16]([Cl:17])[cH:18][c:19]12,,"[('b', 1, 461)]",43
35515,Cl[c:1]1[cH:2][cH:3][c:4]([C:5]([NH:6][CH2:7][C:8]([NH:9][C@@H:10]2[CH2:11][CH2:12][N:13]([CH:14]3[CH2:15][CH2:16][N:17]([c:18]4[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25]4)[CH2:26][CH2:27]3)[CH2:28]2)=[O:29])=[O:30])[cH:31][c:32]1[Cl:33],[cH:1]1[cH:2][cH:3][c:4]([C:5]([NH:6][CH2:7][C:8]([NH:9][C@@H:10]2[CH2:11][CH2:12][N:13]([CH:14]3[CH2:15][CH2:16][N:17]([c:18]4[cH:19][cH:20][c:21]([O:22][CH3:23])[cH:24][cH:25]4)[CH2:26][CH2:27]3)[CH2:28]2)=[O:29])=[O:30])[cH:31][c:32]1[Cl:33],,"[('a', 0, 105)]",78
35516,[NH2:13][c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[S:20](=[O:21])(=[O:22])[NH:23][CH2:24][CH2:25][c:26]1[n:27][cH:28][cH:29][nH:30]1.Cl[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([CH3:8])([CH3:9])[CH3:10])[cH:11]1)=[O:12],[C:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([C:7]([CH3:8])([CH3:9])[CH3:10])[cH:11]1)(=[O:12])[NH:13][c:14]1[cH:15][cH:16][cH:17][cH:18][c:19]1[S:20](=[O:21])(=[O:22])[NH:23][CH2:24][CH2:25][c:26]1[n:27][cH:28][cH:29][nH:30]1,,"[('b', 23, 532)]",2537
35517,O[C:1](=[O:2])[c:3]1[cH:4][nH:5][c:6]2[c:7](-[c:8]3[c:9]([O:10][CH2:11][CH:12]4[CH2:13][CH2:14]4)[cH:15][cH:16][c:17]4[c:18]3[O:19][CH2:20][O:21]4)[n:22][cH:23][n:24][c:25]12.[CH3:26][C:27]([CH3:28])([CH3:29])[O:30][C:31](=[O:32])[N:33]1[CH2:34][CH2:35][CH2:36][C@H:37]([NH2:38])[CH2:39]1,[C:1](=[O:2])([c:3]1[cH:4][nH:5][c:6]2[c:7](-[c:8]3[c:9]([O:10][CH2:11][CH:12]4[CH2:13][CH2:14]4)[cH:15][cH:16][c:17]4[c:18]3[O:19][CH2:20][O:21]4)[n:22][cH:23][n:24][c:25]12)[NH:38][C@H:37]1[CH2:36][CH2:35][CH2:34][N:33]([C:31]([O:30][C:27]([CH3:26])([CH3:28])[CH3:29])=[O:32])[CH2:39]1,,"[('b', 49, 533)]",4537
35518,c1ccc(C[O:1][c:2]2[cH:3][cH:4][c:5]([CH2:6][C@@H:7]3[N:8]([CH3:9])[N:10]4[CH:11]([CH2:12][N:13]([CH2:14][c:15]5[cH:16][cH:17][cH:18][c:19]6[cH:20][cH:21][cH:22][cH:23][c:24]56)[C:25]3=[O:26])[N:27]([C:28](=[O:29])[NH:30][CH2:31][c:32]3[cH:33][cH:34][cH:35][cH:36][cH:37]3)[CH2:38][CH2:39][C:40]4=[O:41])[cH:42][cH:43]2)cc1,[OH:1][c:2]1[cH:3][cH:4][c:5]([CH2:6][C@@H:7]2[N:8]([CH3:9])[N:10]3[CH:11]([CH2:12][N:13]([CH2:14][c:15]4[cH:16][cH:17][cH:18][c:19]5[cH:20][cH:21][cH:22][cH:23][c:24]45)[C:25]2=[O:26])[N:27]([C:28](=[O:29])[NH:30][CH2:31][c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[CH2:38][CH2:39][C:40]3=[O:41])[cH:42][cH:43]1,,"[('a', 0, 118)]",385
35519,Cl[c:1]1[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]1[C:13]([F:14])([F:15])[F:16].[OH:17][CH2:18][CH2:19][OH:20],[c:1]1([O:17][CH2:18][CH2:19][OH:20])[c:2]([N+:3](=[O:4])[O-:5])[cH:6][c:7]([N+:8](=[O:9])[O-:10])[cH:11][c:12]1[C:13]([F:14])([F:15])[F:16],,"[('b', 1, 519)]",452
35520,N[NH:1][c:2]1[cH:3][cH:4][c:5]([Br:6])[cH:7][cH:8]1.O=[C:9]1[CH2:10][CH2:11][NH:12][CH2:13][CH2:14]1,[nH:1]1[c:2]2[c:3]([cH:4][c:5]([Br:6])[cH:7][cH:8]2)[c:10]2[c:9]1[CH2:14][CH2:13][NH:12][CH2:11]2,,"[('b', 27, 452), ('b', 14, 452)]",39
35521,[O:3]=[c:4]1[nH:5][c:6]2[cH:7][cH:8][c:9]3[cH:10][cH:11][cH:12][cH:13][c:14]3[c:15]2[nH:16]1.Br[CH2:1][CH3:2],[CH2:1]([CH3:2])[n:5]1[c:4](=[O:3])[nH:16][c:15]2[c:6]1[cH:7][cH:8][c:9]1[cH:10][cH:11][cH:12][cH:13][c:14]12,,"[('b', 3, 520)]",457
35522,CC(C)(C)OC(=O)[N:1]1[CH2:2][C@H:3]([C:4]([N:5]([CH2:6][c:7]2[cH:8][c:9]([CH2:10][CH2:11][CH2:12][O:13][CH3:14])[cH:15][c:16]([O:17][CH2:18][CH2:19][O:20][CH3:21])[cH:22]2)[CH:23]2[CH2:24][CH2:25]2)=[O:26])[C@@:27]([O:28][CH3:29])([c:30]2[cH:31][c:32](=[O:33])[n:34]([CH3:35])[cH:36][cH:37]2)[CH2:38][CH2:39]1,[NH:1]1[CH2:2][CH:3]([C:4]([N:5]([CH2:6][c:7]2[cH:8][c:9]([CH2:10][CH2:11][CH2:12][O:13][CH3:14])[cH:15][c:16]([O:17][CH2:18][CH2:19][O:20][CH3:21])[cH:22]2)[CH:23]2[CH2:24][CH2:25]2)=[O:26])[C:27]([O:28][CH3:29])([c:30]2[cH:31][c:32](=[O:33])[n:34]([CH3:35])[cH:36][cH:37]2)[CH2:38][CH2:39]1,,"[('a', 0, 122)]",1493
35523,[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([NH2:11])[cH:12][cH:13]2)[cH:14][cH:15][n:16]1.[CH3:17][CH2:18][c:19]1[cH:20][cH:21][c:22]([N:23]=[C:24]=[O:25])[cH:26][cH:27]1,[CH3:1][O:2][c:3]1[cH:4][c:5]([O:6][c:7]2[cH:8][cH:9][c:10]([NH:11][C:24]([NH:23][c:22]3[cH:21][cH:20][c:19]([CH2:18][CH3:17])[cH:27][cH:26]3)=[O:25])[cH:12][cH:13]2)[cH:14][cH:15][n:16]1,,"[('b', 20, 522)]",566
35524,CC(C)(C)C(=O)[O:1][CH2:2][C@H:3]([c:4]1[c:5](-[c:6]2[cH:7][cH:8][c:9]([Cl:10])[cH:11][cH:12]2)[c:13]2[cH:14][cH:15][c:16]([CH3:17])[n:18][c:19]2[cH:20][c:21]1[Cl:22])[O:23][C:24]([CH3:25])([CH3:26])[CH3:27],[OH:1][CH2:2][C@H:3]([c:4]1[c:5](-[c:6]2[cH:7][cH:8][c:9]([Cl:10])[cH:11][cH:12]2)[c:13]2[cH:14][cH:15][c:16]([CH3:17])[n:18][c:19]2[cH:20][c:21]1[Cl:22])[O:23][C:24]([CH3:25])([CH3:26])[CH3:27],,"[('a', 0, 73)]",8
35525,[NH2:11][CH2:12][CH2:13][O:14][c:15]1[cH:16][cH:17][c:18](-[n:19]2[cH:20][cH:21][n:22][cH:23]2)[cH:24][cH:25]1.O=[CH:1][c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][O:10]2,[CH2:1]([c:2]1[cH:3][cH:4][c:5]2[c:6]([cH:7]1)[O:8][CH2:9][O:10]2)[NH:11][CH2:12][CH2:13][O:14][c:15]1[cH:16][cH:17][c:18](-[n:19]2[cH:20][cH:21][n:22][cH:23]2)[cH:24][cH:25]1,,"[('b', 19, 530)]",1299
35526,[CH3:9][c:10]1[cH:11][cH:12][c:13]2[c:14]([n:15]1)[c:16](=[O:17])[c:18]([C:19](=[O:20])[c:21]1[cH:22][cH:23][c:24]([CH3:25])[c:26]([CH3:27])[cH:28]1)[cH:29][nH:30]2.Br[CH2:1][c:2]1[cH:3][cH:4][cH:5][c:6]([Br:7])[n:8]1,[CH2:1]([c:2]1[cH:3][cH:4][cH:5][c:6]([Br:7])[n:8]1)[n:30]1[c:13]2[cH:12][cH:11][c:10]([CH3:9])[n:15][c:14]2[c:16](=[O:17])[c:18]([C:19](=[O:20])[c:21]2[cH:22][cH:23][c:24]([CH3:25])[c:26]([CH3:27])[cH:28]2)[cH:29]1,,"[('b', 15, 520)]",457
35527,c1ccc(C[N:1]2[CH2:2][CH2:3][C@H:4]([C:5]([NH:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])([CH3:14])[CH3:15])[CH2:16]2)cc1,[NH:1]1[CH2:2][CH2:3][C@H:4]([C:5]([NH:6][C:7]([O:8][C:9]([CH3:10])([CH3:11])[CH3:12])=[O:13])([CH3:14])[CH3:15])[CH2:16]1,,"[('a', 0, 113)]",193
35528,[CH3:11][CH:12]([CH3:13])[CH:14]([NH:15][C:16](=[O:17])[CH2:18][n:19]1[cH:20][cH:21][cH:22][c:23]([NH2:24])[c:25]1=[O:26])[C:27](=[O:28])[C:29]([F:30])([F:31])[F:32].Cl[C:1](=[O:2])[CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,[C:1](=[O:2])([CH2:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[NH:24][c:23]1[cH:22][cH:21][cH:20][n:19]([CH2:18][C:16]([NH:15][CH:14]([CH:12]([CH3:11])[CH3:13])[C:27](=[O:28])[C:29]([F:30])([F:31])[F:32])=[O:17])[c:25]1=[O:26],,"[('b', 19, 532)]",2537
35529,O[CH2:1][c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([NH:8][C:9]([CH3:10])=[O:11])[cH:12][c:13]2[cH:14][cH:15]1.[CH3:16][NH:17][CH3:18],[CH2:1]([c:2]1[n:3][c:4]2[cH:5][cH:6][c:7]([NH:8][C:9]([CH3:10])=[O:11])[cH:12][c:13]2[cH:14][cH:15]1)[N:17]([CH3:16])[CH3:18],,"[('b', 29, 533)]",4537
35530,O[C:1]([c:2]1[c:3]([O:4][C:5]([CH3:6])=[O:7])[cH:8][cH:9][c:10]([CH2:11][C:12]2=[C:13]([CH3:14])[C:15](=[O:16])[C:17]([O:18][CH3:19])=[C:20]([O:21][CH3:22])[C:23]2=[O:24])[cH:25]1)=[O:26].[NH2:27][c:28]1[cH:29][cH:30][c:31]([Cl:32])[cH:33][cH:34]1,[C:1]([c:2]1[c:3]([O:4][C:5]([CH3:6])=[O:7])[cH:8][cH:9][c:10]([CH2:11][C:12]2=[C:13]([CH3:14])[C:15](=[O:16])[C:17]([O:18][CH3:19])=[C:20]([O:21][CH3:22])[C:23]2=[O:24])[cH:25]1)(=[O:26])[NH:27][c:28]1[cH:29][cH:30][c:31]([Cl:32])[cH:33][cH:34]1,,"[('b', 51, 533)]",4537
35531,[O:5]=[C:6]1[CH2:7][CH2:8][NH:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]21.Cl[S:1]([CH3:2])(=[O:3])=[O:4],[S:1]([CH3:2])(=[O:3])(=[O:4])[N:9]1[CH2:8][CH2:7][C:6](=[O:5])[c:15]2[c:10]1[cH:11][cH:12][cH:13][cH:14]2,,"[('b', 7, 526)]",828
35532,[CH3:4][O:5][C:6](=[O:7])[CH:8]([CH2:9][CH:10]1[CH2:11][CH2:12]1)[c:13]1[cH:14][cH:15][c:16]([NH2:17])[cH:18][n:19]1.O=[C:1]([CH3:2])[CH3:3],[CH:1]([CH3:2])([CH3:3])[NH:17][c:16]1[cH:15][cH:14][c:13]([CH:8]([C:6]([O:5][CH3:4])=[O:7])[CH2:9][CH:10]2[CH2:11][CH2:12]2)[n:19][cH:18]1,,"[('b', 5, 530)]",1299
35533,Cl[S:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7]([C@@:8]([CH3:9])([OH:10])[C:11]([F:12])([F:13])[F:14])=[O:15])[c:16]([Cl:17])[c:18]1[Cl:19])(=[O:20])=[O:21].[CH3:22][c:23]1[cH:24][cH:25][c:26]([NH2:27])[n:28][cH:29]1,[S:1]([c:2]1[cH:3][cH:4][c:5]([NH:6][C:7]([C@@:8]([CH3:9])([OH:10])[C:11]([F:12])([F:13])[F:14])=[O:15])[c:16]([Cl:17])[c:18]1[Cl:19])(=[O:20])(=[O:21])[NH:27][c:26]1[cH:25][cH:24][c:23]([CH3:22])[cH:29][n:28]1,,"[('b', 41, 526)]",828
35534,C[O:1][C:2]([c:3]1[c:4]([CH2:5][CH3:6])[cH:7][c:8]([CH2:9][N:10]([CH3:11])[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[cH:19][cH:20]1)=[O:21],[OH:1][C:2]([c:3]1[c:4]([CH2:5][CH3:6])[cH:7][c:8]([CH2:9][N:10]([CH3:11])[C:12](=[O:13])[O:14][C:15]([CH3:16])([CH3:17])[CH3:18])[cH:19][cH:20]1)=[O:21],,"[('a', 0, 123)]",1797
35535,[cH:6]1[cH:7][cH:8][c:9]([C@@H:10]2[NH:11][CH2:12][CH2:13][c:14]3[cH:15][cH:16][cH:17][cH:18][c:19]32)[cH:20][cH:21]1.Cl[C:1]([O:2][CH2:3][CH3:4])=[O:5],[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[N:11]1[C@@H:10]([c:9]2[cH:8][cH:7][cH:6][cH:21][cH:20]2)[c:19]2[c:14]([cH:15][cH:16][cH:17][cH:18]2)[CH2:13][CH2:12]1,,"[('b', 9, 532)]",2537
35536,Cl[c:1]1[n:2][cH:3][cH:4][c:5](-[c:6]2[c:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([NH:13][C:14](=[O:15])[CH2:16][c:17]4[cH:18][cH:19][cH:20][s:21]4)[cH:22]3)[n:23][cH:24][s:25]2)[n:26]1.[CH3:27][CH2:28][N:29]([CH2:30][CH3:31])[CH2:32][CH2:33][O:34][c:35]1[cH:36][cH:37][cH:38][c:39]([NH2:40])[cH:41]1,[c:1]1([NH:40][c:39]2[cH:38][cH:37][cH:36][c:35]([O:34][CH2:33][CH2:32][N:29]([CH2:28][CH3:27])[CH2:30][CH3:31])[cH:41]2)[n:2][cH:3][cH:4][c:5](-[c:6]2[c:7](-[c:8]3[cH:9][cH:10][cH:11][c:12]([NH:13][C:14](=[O:15])[CH2:16][c:17]4[cH:18][cH:19][cH:20][s:21]4)[cH:22]3)[n:23][cH:24][s:25]2)[n:26]1,,"[('b', 1, 531)]",1916
35537,Br[c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7]([CH3:8])([CH3:9])[O:10][CH:11]([C:12]([F:13])([F:14])[F:15])[NH:16]2.Br[c:17]1[c:18]([CH3:19])[cH:20][c:21]([C:22]#[N:23])[s:24]1,[c:1]1(-[c:17]2[c:18]([CH3:19])[cH:20][c:21]([C:22]#[N:23])[s:24]2)[cH:2][cH:3][c:4]2[c:5]([cH:6]1)[C:7]([CH3:8])([CH3:9])[O:10][CH:11]([C:12]([F:13])([F:14])[F:15])[NH:16]2,,"[('b', 0, 441)]",30
35538,[O:2]=[C:3]1[O:4][C@:5]2([CH2:6][CH2:7][N:8]([C:9](=[O:10])[C:11]3([c:12]4[cH:13][cH:14][c:15](-[n:16]5[c:17](=[O:18])[nH:19][c:20]6[cH:21][cH:22][cH:23][cH:24][c:25]56)[cH:26][cH:27]4)[CH2:28][CH2:29]3)[CH2:30]2)[c:31]2[cH:32][cH:33][n:34][cH:35][c:36]21.I[CH3:1],[CH3:1][n:19]1[c:17](=[O:18])[n:16](-[c:15]2[cH:14][cH:13][c:12]([C:11]3([C:9]([N:8]4[CH2:7][CH2:6][C@:5]5([O:4][C:3](=[O:2])[c:36]6[c:31]5[cH:32][cH:33][n:34][cH:35]6)[CH2:30]4)=[O:10])[CH2:28][CH2:29]3)[cH:27][cH:26]2)[c:25]2[c:20]1[cH:21][cH:22][cH:23][cH:24]2,,"[('b', 1, 500)]",164
35539,[CH3:11][O:12][c:13]1[cH:14][c:15]2[n:16][c:17]([N:18]3[CH2:19][CH2:20][NH:21][CH2:22][CH2:23]3)[n:24][c:25]([NH2:26])[c:27]2[cH:28][c:29]1[O:30][CH3:31].Cl[C:1](=[O:2])[CH:3]=[CH:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1,[C:1](=[O:2])([CH:3]=[CH:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:21]1[CH2:20][CH2:19][N:18]([c:17]2[n:16][c:15]3[cH:14][c:13]([O:12][CH3:11])[c:29]([O:30][CH3:31])[cH:28][c:27]3[c:25]([NH2:26])[n:24]2)[CH2:23][CH2:22]1,,"[('b', 19, 532)]",2537
35540,O[C:1]([C@@H:2]([NH:3][C:4](=[O:5])[O:6][CH2:7][CH:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]21)[CH2:21][c:22]1[cH:23][nH:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]12)=[O:31].[cH:32]1[cH:33][cH:34][c:35]([CH2:36][NH:37][CH:38]2[CH2:39][CH2:40][CH2:41][CH2:42][CH2:43]2)[cH:44][cH:45]1,[C:1]([C@@H:2]([NH:3][C:4](=[O:5])[O:6][CH2:7][CH:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2-[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]21)[CH2:21][c:22]1[cH:23][nH:24][c:25]2[cH:26][cH:27][cH:28][cH:29][c:30]12)(=[O:31])[N:37]([CH2:36][c:35]1[cH:34][cH:33][cH:32][cH:45][cH:44]1)[CH:38]1[CH2:39][CH2:40][CH2:41][CH2:42][CH2:43]1,,"[('b', 61, 533)]",4537
35541,O[C:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[n:7][c:8]1[NH2:9])=[O:10].[CH3:11][O:12][c:13]1[cH:14][cH:15][cH:16][c:17]([CH2:18][NH2:19])[c:20]1[F:21],[C:1]([c:2]1[cH:3][cH:4][c:5]([CH3:6])[n:7][c:8]1[NH2:9])(=[O:10])[NH:19][CH2:18][c:17]1[cH:16][cH:15][cH:14][c:13]([O:12][CH3:11])[c:20]1[F:21],,"[('b', 19, 533)]",4537
35542,Cl[C:1]1([c:2]2[c:3]([O:4][CH3:5])[cH:6][cH:7][cH:8][cH:9]2)[C:10](=[O:11])[NH:12][c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]21.[CH3:20][N:21]([CH3:22])[C:23](=[O:24])[CH2:25][CH2:26][C@H:27]([NH2:28])[C:29](=[O:30])[N:31]([CH3:32])[CH3:33],[C:1]1([c:2]2[c:3]([O:4][CH3:5])[cH:6][cH:7][cH:8][cH:9]2)([NH:28][C@@H:27]([CH2:26][CH2:25][C:23]([N:21]([CH3:20])[CH3:22])=[O:24])[C:29](=[O:30])[N:31]([CH3:32])[CH3:33])[C:10](=[O:11])[NH:12][c:13]2[cH:14][cH:15][c:16]([Cl:17])[cH:18][c:19]21,,"[('b', 17, 532)]",2537
35543,[cH:10]1[cH:11][cH:12][c:13]2[c:14]([CH2:15][CH2:16][NH:17][CH2:18][CH:19]3[CH2:20][CH2:21]3)[cH:22][nH:23][c:24]2[cH:25]1.Cl[C:1]([CH2:2][CH2:3][CH2:4][C:5]([O:6][CH3:7])=[O:8])=[O:9],[C:1]([CH2:2][CH2:3][CH2:4][C:5]([O:6][CH3:7])=[O:8])(=[O:9])[N:17]([CH2:16][CH2:15][c:14]1[c:13]2[cH:12][cH:11][cH:10][cH:25][c:24]2[nH:23][cH:22]1)[CH2:18][CH:19]1[CH2:20][CH2:21]1,,"[('b', 17, 532)]",2537
35544,[CH3:9][C:10]([CH3:11])([CH3:12])[O:13][C:14](=[O:15])[N:16]1[CH2:17][CH2:18][C:19]2([CH2:20][CH2:21]1)[C:22](=[O:23])[N:24]([CH2:25][c:26]1[cH:27][cH:28][cH:29][c:30]([C:31](=[O:32])[OH:33])[cH:34]1)[CH2:35][N:36]2[c:37]1[cH:38][cH:39][cH:40][cH:41][cH:42]1.O[CH2:1][CH2:2][N:3]1[CH2:4][CH2:5][O:6][CH2:7][CH2:8]1,[CH2:1]([CH2:2][N:3]1[CH2:4][CH2:5][O:6][CH2:7][CH2:8]1)[O:33][C:31]([c:30]1[cH:29][cH:28][cH:27][c:26]([CH2:25][N:24]2[C:22](=[O:23])[C:19]3([CH2:18][CH2:17][N:16]([C:14]([O:13][C:10]([CH3:9])([CH3:11])[CH3:12])=[O:15])[CH2:21][CH2:20]3)[N:36]([c:37]3[cH:38][cH:39][cH:40][cH:41][cH:42]3)[CH2:35]2)[cH:34]1)=[O:32],,"[('b', 15, 525)]",804
