mol_idx,frequency,bucket,uq,top_score,error
3968,1123,4) very common (100+),0.34299999999999997,0.657,1
3969,1493,4) very common (100+),0.16500000000000004,0.835,0
3970,4537,4) very common (100+),0.744,0.256,0
3971,1299,4) very common (100+),0.35,0.65,0
3972,323,4) very common (100+),0.5700000000000001,0.43,0
3973,1277,4) very common (100+),0.11299999999999999,0.887,0
3974,900,4) very common (100+),0.526,0.474,1
3975,553,4) very common (100+),0.386,0.614,1
3976,212,4) very common (100+),0.7969999999999999,0.203,0
3977,924,4) very common (100+),0.46399999999999997,0.536,1
3978,307,4) very common (100+),0.33399999999999996,0.666,1
3979,4537,4) very common (100+),0.45199999999999996,0.548,0
3980,6,2) rare (6-20),0.567,0.433,1
3981,90,3) common (21-100),0.32799999999999996,0.672,0
3982,1797,4) very common (100+),0.767,0.233,1
3983,307,4) very common (100+),0.30900000000000005,0.691,1
3984,433,4) very common (100+),0.235,0.765,0
3985,271,4) very common (100+),0.766,0.234,0
3986,307,4) very common (100+),0.18700000000000006,0.813,1
3987,4537,4) very common (100+),0.374,0.626,0
3988,307,4) very common (100+),0.56,0.44,0
3989,1493,4) very common (100+),0.475,0.525,0
3990,10,2) rare (6-20),0.33299999999999996,0.667,1
3991,2537,4) very common (100+),0.504,0.496,1
3992,1123,4) very common (100+),0.52,0.48,1
3993,49,3) common (21-100),0.79,0.21,1
3994,4537,4) very common (100+),0.702,0.298,0
3995,307,4) very common (100+),0.21499999999999997,0.785,0
3996,2537,4) very common (100+),0.771,0.229,1
3997,4537,4) very common (100+),0.641,0.359,0
3998,433,4) very common (100+),0.726,0.274,1
3999,76,3) common (21-100),0.876,0.124,1
4000,385,4) very common (100+),0.32599999999999996,0.674,1
4001,452,4) very common (100+),0.787,0.213,1
4002,65,3) common (21-100),0.20299999999999996,0.797,0
4003,15,2) rare (6-20),0.44199999999999995,0.558,1
4004,1797,4) very common (100+),0.46399999999999997,0.536,0
4005,54,3) common (21-100),0.603,0.397,1
4006,1123,4) very common (100+),0.5900000000000001,0.41,0
4007,271,4) very common (100+),0.249,0.751,1
4008,228,4) very common (100+),0.44699999999999995,0.553,0
4009,452,4) very common (100+),0.661,0.339,0
4010,1299,4) very common (100+),0.30900000000000005,0.691,1
4011,12,2) rare (6-20),0.873,0.127,1
4012,900,4) very common (100+),0.54,0.46,1
4013,1493,4) very common (100+),0.635,0.365,0
4014,60,3) common (21-100),0.41800000000000004,0.582,1
4015,1277,4) very common (100+),0.44999999999999996,0.55,0
4016,828,4) very common (100+),0.469,0.531,1
4017,1916,4) very common (100+),0.07599999999999996,0.924,0
4018,566,4) very common (100+),0.819,0.181,0
4019,2537,4) very common (100+),0.726,0.274,1
4020,452,4) very common (100+),0.81,0.19,1
4021,1797,4) very common (100+),0.402,0.598,0
4022,457,4) very common (100+),0.528,0.472,1
4023,258,4) very common (100+),0.506,0.494,1
4024,2,1) very rare (1-5),0.528,0.472,1
4025,413,4) very common (100+),0.10799999999999998,0.892,0
4026,157,4) very common (100+),0.32199999999999995,0.678,0
4027,393,4) very common (100+),0.32499999999999996,0.675,1
4028,18,2) rare (6-20),0.04700000000000004,0.953,0
4029,955,4) very common (100+),0.34099999999999997,0.659,0
4030,10,2) rare (6-20),0.07299999999999995,0.927,1
4031,42,3) common (21-100),0.041000000000000036,0.959,0
4032,4537,4) very common (100+),0.5349999999999999,0.465,0
4033,153,4) very common (100+),0.08599999999999997,0.914,0
4034,134,4) very common (100+),0.486,0.514,1
4035,1,1) very rare (1-5),0.483,0.517,1
4036,442,4) very common (100+),0.725,0.275,1
4037,393,4) very common (100+),0.71,0.29,1
4038,457,4) very common (100+),0.08899999999999997,0.911,0
4039,1299,4) very common (100+),0.562,0.438,1
4040,1493,4) very common (100+),0.69,0.31,1
4041,212,4) very common (100+),0.772,0.228,0
4042,66,3) common (21-100),0.18600000000000005,0.814,1
4043,573,4) very common (100+),0.07899999999999996,0.921,0
4044,77,3) common (21-100),0.271,0.729,1
4045,566,4) very common (100+),0.16500000000000004,0.835,0
4046,179,4) very common (100+),0.20299999999999996,0.797,1
4047,900,4) very common (100+),0.16700000000000004,0.833,0
4048,2537,4) very common (100+),0.17000000000000004,0.83,0
4049,197,4) very common (100+),0.645,0.355,1
4050,1299,4) very common (100+),0.22099999999999997,0.779,0
4051,804,4) very common (100+),0.614,0.386,0
4052,94,3) common (21-100),0.669,0.331,1
4053,4537,4) very common (100+),0.34099999999999997,0.659,1
4054,452,4) very common (100+),0.10399999999999998,0.896,0
4055,2537,4) very common (100+),0.526,0.474,0
4056,1797,4) very common (100+),0.6719999999999999,0.328,0
4057,442,4) very common (100+),0.5860000000000001,0.414,1
4058,955,4) very common (100+),0.356,0.644,0
4059,91,3) common (21-100),0.23399999999999999,0.766,0
4060,385,4) very common (100+),0.5680000000000001,0.432,1
4061,6,2) rare (6-20),0.894,0.106,1
4062,164,4) very common (100+),0.886,0.114,1
4063,97,3) common (21-100),0.376,0.624,1
4064,4537,4) very common (100+),0.349,0.651,0
4065,1493,4) very common (100+),0.504,0.496,1
4066,1123,4) very common (100+),0.501,0.499,1
4067,94,3) common (21-100),0.692,0.308,1
4068,19,2) rare (6-20),0.821,0.179,1
4069,4537,4) very common (100+),0.6579999999999999,0.342,0
4070,924,4) very common (100+),0.41100000000000003,0.589,0
4071,366,4) very common (100+),0.04700000000000004,0.953,0
4072,197,4) very common (100+),0.565,0.435,1
4073,924,4) very common (100+),0.7030000000000001,0.297,1
4074,573,4) very common (100+),0.44799999999999995,0.552,1
4075,413,4) very common (100+),0.849,0.151,1
4076,955,4) very common (100+),0.30900000000000005,0.691,0
4077,1493,4) very common (100+),0.19299999999999995,0.807,0
4078,1,1) very rare (1-5),0.28400000000000003,0.716,1
4079,900,4) very common (100+),0.524,0.476,1
4080,49,3) common (21-100),0.856,0.144,0
4081,307,4) very common (100+),0.848,0.152,1
4082,2537,4) very common (100+),0.11599999999999999,0.884,0
4083,1299,4) very common (100+),0.266,0.734,0
4084,1916,4) very common (100+),0.502,0.498,1
4085,33,3) common (21-100),0.562,0.438,1
4086,197,4) very common (100+),0.241,0.759,1
4087,5,1) very rare (1-5),0.789,0.211,1
4088,442,4) very common (100+),0.46399999999999997,0.536,1
4089,115,4) very common (100+),0.685,0.315,1
4090,40,3) common (21-100),0.601,0.399,1
4091,782,4) very common (100+),0.131,0.869,1
4092,1277,4) very common (100+),0.05800000000000005,0.942,0
4093,17,2) rare (6-20),0.258,0.742,1
4094,4537,4) very common (100+),0.33799999999999997,0.662,0
4095,1277,4) very common (100+),0.15200000000000002,0.848,0
4096,955,4) very common (100+),0.40700000000000003,0.593,0
4097,4537,4) very common (100+),0.41200000000000003,0.588,0
4098,28,3) common (21-100),0.5509999999999999,0.449,0
4099,37,3) common (21-100),0.725,0.275,0
4100,452,4) very common (100+),0.663,0.337,0
4101,393,4) very common (100+),0.273,0.727,0
4102,900,4) very common (100+),0.511,0.489,0
4103,566,4) very common (100+),0.16600000000000004,0.834,0
4104,287,4) very common (100+),0.484,0.516,1
4105,1493,4) very common (100+),0.08199999999999996,0.918,0
4106,1299,4) very common (100+),0.31499999999999995,0.685,0
4107,36,3) common (21-100),0.351,0.649,1
4108,1299,4) very common (100+),0.46299999999999997,0.537,1
4109,1916,4) very common (100+),0.131,0.869,0
4110,323,4) very common (100+),0.20699999999999996,0.793,1
4111,271,4) very common (100+),0.261,0.739,0
4112,4537,4) very common (100+),0.32699999999999996,0.673,0
4113,1493,4) very common (100+),0.401,0.599,1
4114,1277,4) very common (100+),0.31399999999999995,0.686,1
4115,2537,4) very common (100+),0.44199999999999995,0.558,0
4116,281,4) very common (100+),0.607,0.393,0
4117,60,3) common (21-100),0.17500000000000004,0.825,1
4118,49,3) common (21-100),0.393,0.607,1
4119,1797,4) very common (100+),0.516,0.484,0
4120,179,4) very common (100+),0.272,0.728,0
4121,1797,4) very common (100+),0.16900000000000004,0.831,0
4122,782,4) very common (100+),0.5549999999999999,0.445,1
4123,433,4) very common (100+),0.53,0.47,1
4124,235,4) very common (100+),0.18799999999999994,0.812,0
4125,782,4) very common (100+),0.22299999999999998,0.777,0
4126,65,3) common (21-100),0.19999999999999996,0.8,0
4127,1123,4) very common (100+),0.649,0.351,0
4128,60,3) common (21-100),0.906,0.094,1
4129,115,4) very common (100+),0.737,0.263,1
4130,452,4) very common (100+),0.492,0.508,0
4131,2537,4) very common (100+),0.29800000000000004,0.702,1
4132,1916,4) very common (100+),0.31000000000000005,0.69,0
4133,433,4) very common (100+),0.249,0.751,1
4134,804,4) very common (100+),0.34299999999999997,0.657,1
4135,41,3) common (21-100),0.401,0.599,1
4136,1797,4) very common (100+),0.344,0.656,0
4137,366,4) very common (100+),0.007000000000000006,0.993,0
4138,1493,4) very common (100+),0.647,0.353,0
4139,1797,4) very common (100+),0.478,0.522,1
4140,9,2) rare (6-20),0.802,0.198,1
4141,828,4) very common (100+),0.02200000000000002,0.978,0
4142,2537,4) very common (100+),0.028000000000000025,0.972,1
4143,452,4) very common (100+),0.565,0.435,0
4144,33,3) common (21-100),0.31599999999999995,0.684,1
4145,366,4) very common (100+),0.013000000000000012,0.987,0
4146,1299,4) very common (100+),0.41200000000000003,0.588,1
4147,2537,4) very common (100+),0.07999999999999996,0.92,0
4148,804,4) very common (100+),0.485,0.515,1
4149,1797,4) very common (100+),0.31799999999999995,0.682,0
4150,4537,4) very common (100+),0.03500000000000003,0.965,0
4151,179,4) very common (100+),0.659,0.341,0
4152,573,4) very common (100+),0.815,0.185,0
4153,955,4) very common (100+),0.596,0.404,1
4154,1299,4) very common (100+),0.581,0.419,0
4155,1797,4) very common (100+),0.42100000000000004,0.579,0
4156,553,4) very common (100+),0.749,0.251,0
4157,1277,4) very common (100+),0.273,0.727,0
4158,4537,4) very common (100+),0.518,0.482,0
4159,86,3) common (21-100),0.43600000000000005,0.564,1
4160,264,4) very common (100+),0.07399999999999995,0.926,0
4161,452,4) very common (100+),0.609,0.391,1
4162,169,4) very common (100+),0.6970000000000001,0.303,1
4163,1797,4) very common (100+),0.506,0.494,0
4164,196,4) very common (100+),0.493,0.507,1
4165,271,4) very common (100+),0.27,0.73,0
4166,924,4) very common (100+),0.137,0.863,0
4167,7,2) rare (6-20),0.558,0.442,0
4168,235,4) very common (100+),0.32799999999999996,0.672,1
4169,1277,4) very common (100+),0.062000000000000055,0.938,0
4170,174,4) very common (100+),0.8220000000000001,0.178,1
4171,4537,4) very common (100+),0.28400000000000003,0.716,0
4172,228,4) very common (100+),0.843,0.157,1
4173,27,3) common (21-100),0.884,0.116,1
4174,1277,4) very common (100+),0.14600000000000002,0.854,0
4175,4537,4) very common (100+),0.46599999999999997,0.534,1
4176,1797,4) very common (100+),0.471,0.529,0
4177,553,4) very common (100+),0.18000000000000005,0.82,1
4178,142,4) very common (100+),0.44999999999999996,0.55,1
4179,955,4) very common (100+),0.5920000000000001,0.408,0
4180,4537,4) very common (100+),0.806,0.194,0
4181,1493,4) very common (100+),0.755,0.245,0
4182,60,3) common (21-100),0.73,0.27,1
4183,1916,4) very common (100+),0.34199999999999997,0.658,0
4184,4537,4) very common (100+),0.18799999999999994,0.812,0
4185,573,4) very common (100+),0.728,0.272,1
4186,5,1) very rare (1-5),0.896,0.104,1
4187,146,4) very common (100+),0.825,0.175,1
4188,1299,4) very common (100+),0.528,0.472,1
4189,60,3) common (21-100),0.09399999999999997,0.906,1
4190,2537,4) very common (100+),0.548,0.452,0
4191,1,1) very rare (1-5),0.33399999999999996,0.666,1
4192,782,4) very common (100+),0.30100000000000005,0.699,1
4193,212,4) very common (100+),0.5589999999999999,0.441,1
4194,307,4) very common (100+),0.396,0.604,1
4195,4537,4) very common (100+),0.357,0.643,0
4196,1493,4) very common (100+),0.124,0.876,0
4197,828,4) very common (100+),0.704,0.296,1
4198,2537,4) very common (100+),0.41400000000000003,0.586,0
4199,2537,4) very common (100+),0.22299999999999998,0.777,0
4200,0,1) very rare (1-5),0.273,0.727,0
4201,2537,4) very common (100+),0.569,0.431,0
4202,100,3) common (21-100),0.29300000000000004,0.707,0
4203,433,4) very common (100+),0.798,0.202,1
4204,2537,4) very common (100+),0.787,0.213,1
4205,782,4) very common (100+),0.601,0.399,0
4206,4537,4) very common (100+),0.121,0.879,0
4207,4537,4) very common (100+),0.273,0.727,0
4208,900,4) very common (100+),0.618,0.382,0
4209,573,4) very common (100+),0.785,0.215,0
4210,1123,4) very common (100+),0.637,0.363,1
4211,385,4) very common (100+),0.585,0.415,1
4212,2537,4) very common (100+),0.478,0.522,0
4213,782,4) very common (100+),0.552,0.448,0
4214,174,4) very common (100+),0.42800000000000005,0.572,1
4215,1123,4) very common (100+),0.5489999999999999,0.451,1
4216,1123,4) very common (100+),0.46099999999999997,0.539,1
4217,413,4) very common (100+),0.040000000000000036,0.96,0
4218,2537,4) very common (100+),0.364,0.636,0
4219,366,4) very common (100+),0.19999999999999996,0.8,0
4220,1493,4) very common (100+),0.276,0.724,0
4221,28,3) common (21-100),0.5860000000000001,0.414,1
4222,4537,4) very common (100+),0.30200000000000005,0.698,0
4223,4537,4) very common (100+),0.7070000000000001,0.293,0
4224,30,3) common (21-100),0.04300000000000004,0.957,0
4225,452,4) very common (100+),0.16000000000000003,0.84,1
4226,452,4) very common (100+),0.656,0.344,1
4227,100,3) common (21-100),0.28500000000000003,0.715,0
4228,2537,4) very common (100+),0.275,0.725,0
4229,48,3) common (21-100),0.648,0.352,1
4230,1493,4) very common (100+),0.637,0.363,1
4231,33,3) common (21-100),0.396,0.604,1
4232,452,4) very common (100+),0.29500000000000004,0.705,0
4233,258,4) very common (100+),0.374,0.626,0
4234,1299,4) very common (100+),0.16000000000000003,0.84,0
4235,2537,4) very common (100+),0.16900000000000004,0.831,0
4236,153,4) very common (100+),0.45199999999999996,0.548,1
4237,1277,4) very common (100+),0.10499999999999998,0.895,0
4238,323,4) very common (100+),0.43000000000000005,0.57,0
4239,157,4) very common (100+),0.18500000000000005,0.815,0
4240,153,4) very common (100+),0.6699999999999999,0.33,1
4241,4537,4) very common (100+),0.796,0.204,1
4242,4537,4) very common (100+),0.392,0.608,0
4243,7,2) rare (6-20),0.587,0.413,1
4244,179,4) very common (100+),0.363,0.637,0
4245,11,2) rare (6-20),0.273,0.727,1
4246,1277,4) very common (100+),0.15900000000000003,0.841,0
4247,179,4) very common (100+),0.356,0.644,0
4248,566,4) very common (100+),0.129,0.871,0
4249,4537,4) very common (100+),0.23099999999999998,0.769,0
4250,452,4) very common (100+),0.19499999999999995,0.805,0
4251,1916,4) very common (100+),0.763,0.237,1
4252,4537,4) very common (100+),0.514,0.486,1
4253,1797,4) very common (100+),0.475,0.525,0
4254,900,4) very common (100+),0.5740000000000001,0.426,0
4255,1493,4) very common (100+),0.254,0.746,0
4256,4537,4) very common (100+),0.22199999999999998,0.778,0
4257,4537,4) very common (100+),0.367,0.633,0
4258,4537,4) very common (100+),0.30600000000000005,0.694,0
4259,100,3) common (21-100),0.22999999999999998,0.77,0
4260,235,4) very common (100+),0.529,0.471,0
4261,2537,4) very common (100+),0.44199999999999995,0.558,0
4262,264,4) very common (100+),0.23199999999999998,0.768,0
4263,900,4) very common (100+),0.8,0.2,1
4264,1277,4) very common (100+),0.129,0.871,0
4265,385,4) very common (100+),0.44099999999999995,0.559,1
4266,385,4) very common (100+),0.41000000000000003,0.59,0
4267,1916,4) very common (100+),0.08999999999999997,0.91,0
4268,4,1) very rare (1-5),0.5820000000000001,0.418,1
4269,1916,4) very common (100+),0.04800000000000004,0.952,0
4270,4537,4) very common (100+),0.585,0.415,1
4271,924,4) very common (100+),0.507,0.493,1
4272,1123,4) very common (100+),0.4,0.6,1
4273,1493,4) very common (100+),0.506,0.494,1
4274,4537,4) very common (100+),0.245,0.755,0
4275,4537,4) very common (100+),0.44399999999999995,0.556,0
4276,27,3) common (21-100),0.853,0.147,0
4277,1299,4) very common (100+),0.30800000000000005,0.692,1
4278,179,4) very common (100+),0.21699999999999997,0.783,0
4279,56,3) common (21-100),0.383,0.617,1
4280,245,4) very common (100+),0.362,0.638,0
4281,179,4) very common (100+),0.21099999999999997,0.789,0
4282,4537,4) very common (100+),0.22099999999999997,0.779,0
4283,1493,4) very common (100+),0.20199999999999996,0.798,0
4284,804,4) very common (100+),0.30800000000000005,0.692,0
4285,782,4) very common (100+),0.30500000000000005,0.695,0
4286,197,4) very common (100+),0.34199999999999997,0.658,1
4287,53,3) common (21-100),0.54,0.46,1
4288,4537,4) very common (100+),0.795,0.205,1
4289,442,4) very common (100+),0.629,0.371,1
4290,1916,4) very common (100+),0.29800000000000004,0.702,0
4291,4537,4) very common (100+),0.07899999999999996,0.921,0
4292,60,3) common (21-100),0.483,0.517,1
4293,2537,4) very common (100+),0.6839999999999999,0.316,0
4294,4537,4) very common (100+),0.756,0.244,1
4295,36,3) common (21-100),0.403,0.597,1
4296,4537,4) very common (100+),0.41500000000000004,0.585,1
4297,4537,4) very common (100+),0.258,0.742,0
4298,76,3) common (21-100),0.258,0.742,0
4299,307,4) very common (100+),0.5509999999999999,0.449,1
4300,1916,4) very common (100+),0.489,0.511,0
4301,4537,4) very common (100+),0.08699999999999997,0.913,0
4302,1299,4) very common (100+),0.567,0.433,0
4303,1797,4) very common (100+),0.723,0.277,1
4304,900,4) very common (100+),0.364,0.636,0
4305,1797,4) very common (100+),0.806,0.194,0
4306,4537,4) very common (100+),0.636,0.364,1
4307,1916,4) very common (100+),0.33999999999999997,0.66,1
4308,804,4) very common (100+),0.563,0.437,0
4309,553,4) very common (100+),0.565,0.435,0
4310,47,3) common (21-100),0.389,0.611,0
4311,154,4) very common (100+),0.6990000000000001,0.301,1
4312,119,4) very common (100+),0.33499999999999996,0.665,1
4313,1797,4) very common (100+),0.573,0.427,1
4314,457,4) very common (100+),0.18799999999999994,0.812,0
4315,174,4) very common (100+),0.583,0.417,0
4316,924,4) very common (100+),0.594,0.406,1
4317,36,3) common (21-100),0.33599999999999997,0.664,1
4318,4537,4) very common (100+),0.14900000000000002,0.851,0
4319,1123,4) very common (100+),0.26,0.74,0
4320,573,4) very common (100+),0.845,0.155,1
4321,2537,4) very common (100+),0.18400000000000005,0.816,0
4322,154,4) very common (100+),0.7130000000000001,0.287,1
4323,1493,4) very common (100+),0.729,0.271,1
4324,782,4) very common (100+),0.28600000000000003,0.714,0
4325,566,4) very common (100+),0.847,0.153,0
4326,1916,4) very common (100+),0.07799999999999996,0.922,0
4327,1916,4) very common (100+),0.44799999999999995,0.552,0
4328,307,4) very common (100+),0.738,0.262,1
4329,1277,4) very common (100+),0.505,0.495,0
4330,2537,4) very common (100+),0.471,0.529,0
4331,281,4) very common (100+),0.632,0.368,1
4332,153,4) very common (100+),0.853,0.147,1
4333,804,4) very common (100+),0.387,0.613,0
4334,955,4) very common (100+),0.495,0.505,0
4335,900,4) very common (100+),0.526,0.474,0
4336,4537,4) very common (100+),0.7130000000000001,0.287,0
4337,4537,4) very common (100+),0.44299999999999995,0.557,0
4338,228,4) very common (100+),0.6839999999999999,0.316,1
4339,4537,4) very common (100+),0.645,0.355,1
4340,924,4) very common (100+),0.5840000000000001,0.416,0
4341,804,4) very common (100+),0.778,0.222,1
4342,1277,4) very common (100+),0.050000000000000044,0.95,0
4343,271,4) very common (100+),0.25,0.75,1
4344,4537,4) very common (100+),0.495,0.505,0
4345,1493,4) very common (100+),0.653,0.347,1
4346,452,4) very common (100+),0.688,0.312,1
4347,2,1) very rare (1-5),0.5589999999999999,0.441,1
4348,2537,4) very common (100+),0.41300000000000003,0.587,0
4349,385,4) very common (100+),0.617,0.383,1
4350,1299,4) very common (100+),0.769,0.231,1
4351,924,4) very common (100+),0.17100000000000004,0.829,0
4352,433,4) very common (100+),0.605,0.395,1
4353,442,4) very common (100+),0.895,0.105,1
4354,4537,4) very common (100+),0.08399999999999996,0.916,1
4355,433,4) very common (100+),0.652,0.348,1
4356,828,4) very common (100+),0.5429999999999999,0.457,1
4357,2537,4) very common (100+),0.41400000000000003,0.586,1
4358,553,4) very common (100+),0.791,0.209,1
4359,63,3) common (21-100),0.5700000000000001,0.43,1
4360,2537,4) very common (100+),0.8089999999999999,0.191,1
4361,1797,4) very common (100+),0.505,0.495,0
4362,142,4) very common (100+),0.74,0.26,1
4363,385,4) very common (100+),0.622,0.378,1
4364,924,4) very common (100+),0.357,0.643,0
4365,15,2) rare (6-20),0.635,0.365,1
4366,7,2) rare (6-20),0.599,0.401,1
4367,12,2) rare (6-20),0.6619999999999999,0.338,1
4368,77,3) common (21-100),0.10499999999999998,0.895,1
4369,1299,4) very common (100+),0.821,0.179,1
4370,157,4) very common (100+),0.04800000000000004,0.952,0
4371,97,3) common (21-100),0.552,0.448,1
4372,2537,4) very common (100+),0.665,0.335,0
4373,566,4) very common (100+),0.06699999999999995,0.933,0
4374,442,4) very common (100+),0.271,0.729,1
4375,1493,4) very common (100+),0.19299999999999995,0.807,0
4376,566,4) very common (100+),0.382,0.618,0
4377,9,2) rare (6-20),0.722,0.278,1
4378,553,4) very common (100+),0.78,0.22,1
4379,59,3) common (21-100),0.679,0.321,1
4380,53,3) common (21-100),0.7090000000000001,0.291,1
4381,1277,4) very common (100+),0.20199999999999996,0.798,0
4382,4537,4) very common (100+),0.238,0.762,0
4383,281,4) very common (100+),0.5820000000000001,0.418,1
4384,258,4) very common (100+),0.763,0.237,1
4385,553,4) very common (100+),0.16600000000000004,0.834,1
4386,108,4) very common (100+),0.76,0.24,0
4387,264,4) very common (100+),0.20199999999999996,0.798,0
4388,433,4) very common (100+),0.34299999999999997,0.657,0
4389,1277,4) very common (100+),0.15000000000000002,0.85,0
4390,1916,4) very common (100+),0.519,0.481,0
4391,566,4) very common (100+),0.051000000000000045,0.949,0
4392,2537,4) very common (100+),0.529,0.471,1
4393,5,1) very rare (1-5),0.33699999999999997,0.663,1
4394,4537,4) very common (100+),0.385,0.615,1
4395,1299,4) very common (100+),0.657,0.343,1
4396,446,4) very common (100+),0.0040000000000000036,0.996,0
4397,37,3) common (21-100),0.05300000000000005,0.947,0
4398,264,4) very common (100+),0.02300000000000002,0.977,0
4399,1277,4) very common (100+),0.503,0.497,0
4400,393,4) very common (100+),0.45599999999999996,0.544,0
4401,1277,4) very common (100+),0.5660000000000001,0.434,0
4402,235,4) very common (100+),0.642,0.358,1
4403,4537,4) very common (100+),0.06999999999999995,0.93,1
4404,828,4) very common (100+),0.18200000000000005,0.818,0
4405,4537,4) very common (100+),0.32899999999999996,0.671,0
4406,1299,4) very common (100+),0.75,0.25,1
4407,164,4) very common (100+),0.31299999999999994,0.687,0
4408,4537,4) very common (100+),0.729,0.271,1
4409,924,4) very common (100+),0.724,0.276,1
4410,307,4) very common (100+),0.132,0.868,0
4411,1797,4) very common (100+),0.379,0.621,0
4412,442,4) very common (100+),0.43700000000000006,0.563,1
4413,2537,4) very common (100+),0.20999999999999996,0.79,0
4414,955,4) very common (100+),0.835,0.165,1
4415,2537,4) very common (100+),0.43300000000000005,0.567,0
4416,2537,4) very common (100+),0.373,0.627,0
4417,955,4) very common (100+),0.6599999999999999,0.34,1
4418,193,4) very common (100+),0.704,0.296,0
4419,1797,4) very common (100+),0.49,0.51,0
4420,34,3) common (21-100),0.75,0.25,1
4421,4537,4) very common (100+),0.378,0.622,0
4422,142,4) very common (100+),0.519,0.481,1
4423,1123,4) very common (100+),0.486,0.514,1
4424,4537,4) very common (100+),0.643,0.357,1
4425,433,4) very common (100+),0.867,0.133,1
4426,566,4) very common (100+),0.29900000000000004,0.701,0
4427,258,4) very common (100+),0.54,0.46,1
4428,1916,4) very common (100+),0.06399999999999995,0.936,0
4429,76,3) common (21-100),0.758,0.242,1
4430,828,4) very common (100+),0.02200000000000002,0.978,0
4431,446,4) very common (100+),0.006000000000000005,0.994,0
4432,413,4) very common (100+),0.256,0.744,0
4433,97,3) common (21-100),0.733,0.267,0
4434,5,1) very rare (1-5),0.6,0.4,1
4435,0,1) very rare (1-5),0.661,0.339,1
4436,457,4) very common (100+),0.22199999999999998,0.778,0
4437,4537,4) very common (100+),0.32799999999999996,0.672,1
4438,2537,4) very common (100+),0.671,0.329,1
4439,955,4) very common (100+),0.29500000000000004,0.705,1
4440,1493,4) very common (100+),0.565,0.435,0
4441,197,4) very common (100+),0.554,0.446,1
4442,782,4) very common (100+),0.386,0.614,1
4443,1916,4) very common (100+),0.07499999999999996,0.925,0
4444,2537,4) very common (100+),0.362,0.638,0
4445,2537,4) very common (100+),0.03400000000000003,0.966,0
4446,804,4) very common (100+),0.32399999999999995,0.676,1
4447,4537,4) very common (100+),0.29600000000000004,0.704,1
4448,4537,4) very common (100+),0.5640000000000001,0.436,1
4449,56,3) common (21-100),0.5429999999999999,0.457,1
4450,265,4) very common (100+),0.248,0.752,1
4451,264,4) very common (100+),0.239,0.761,0
4452,34,3) common (21-100),0.474,0.526,1
4453,37,3) common (21-100),0.484,0.516,0
4454,1916,4) very common (100+),0.46299999999999997,0.537,1
4455,164,4) very common (100+),0.18400000000000005,0.816,0
4456,900,4) very common (100+),0.20299999999999996,0.797,0
4457,1277,4) very common (100+),0.10799999999999998,0.892,0
4458,828,4) very common (100+),0.07899999999999996,0.921,0
4459,169,4) very common (100+),0.512,0.488,1
4460,1797,4) very common (100+),0.32499999999999996,0.675,0
4461,196,4) very common (100+),0.479,0.521,0
4462,4537,4) very common (100+),0.42500000000000004,0.575,1
4463,1916,4) very common (100+),0.6659999999999999,0.334,1
4464,1277,4) very common (100+),0.09399999999999997,0.906,0
4465,119,4) very common (100+),0.643,0.357,1
4466,1797,4) very common (100+),0.375,0.625,1
4467,446,4) very common (100+),0.019000000000000017,0.981,0
4468,4537,4) very common (100+),0.20399999999999996,0.796,0
4469,804,4) very common (100+),0.739,0.261,1
4470,446,4) very common (100+),0.0020000000000000018,0.998,0
4471,4537,4) very common (100+),0.239,0.761,0
4472,15,2) rare (6-20),0.5409999999999999,0.459,0
4473,65,3) common (21-100),0.718,0.282,1
4474,19,2) rare (6-20),0.54,0.46,1
4475,1797,4) very common (100+),0.567,0.433,1
4476,900,4) very common (100+),0.18400000000000005,0.816,0
4477,413,4) very common (100+),0.827,0.173,0
4478,782,4) very common (100+),0.542,0.458,1
4479,4537,4) very common (100+),0.249,0.751,0
4480,1299,4) very common (100+),0.571,0.429,1
4481,924,4) very common (100+),0.399,0.601,0
4482,265,4) very common (100+),0.493,0.507,0
4483,1299,4) very common (100+),0.696,0.304,1
4484,4537,4) very common (100+),0.657,0.343,1
4485,212,4) very common (100+),0.43999999999999995,0.56,0
4486,4537,4) very common (100+),0.6619999999999999,0.338,0
4487,433,4) very common (100+),0.569,0.431,0
4488,433,4) very common (100+),0.8160000000000001,0.184,1
4489,1493,4) very common (100+),0.361,0.639,0
4490,4537,4) very common (100+),0.403,0.597,1
4491,924,4) very common (100+),0.32899999999999996,0.671,1
4492,1493,4) very common (100+),0.345,0.655,0
4493,1493,4) very common (100+),0.23099999999999998,0.769,0
4494,442,4) very common (100+),0.17100000000000004,0.829,1
4495,33,3) common (21-100),0.679,0.321,1
4496,1797,4) very common (100+),0.488,0.512,0
4497,924,4) very common (100+),0.372,0.628,0
4498,1277,4) very common (100+),0.14800000000000002,0.852,0
4499,385,4) very common (100+),0.43000000000000005,0.57,1
4500,287,4) very common (100+),0.6579999999999999,0.342,1
4501,18,2) rare (6-20),0.366,0.634,1
4502,4537,4) very common (100+),0.46499999999999997,0.535,0
4503,4537,4) very common (100+),0.11099999999999999,0.889,0
4504,2537,4) very common (100+),0.013000000000000012,0.987,1
4505,1299,4) very common (100+),0.378,0.622,0
4506,4537,4) very common (100+),0.18799999999999994,0.812,1
4507,828,4) very common (100+),0.08899999999999997,0.911,0
4508,1299,4) very common (100+),0.10099999999999998,0.899,0
