,Reactants,Products,Reagents,Labels,Frequency
38144,C[O:1][C:2](=[O:3])[c:4]1[cH:5][n:6]([CH2:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[cH:18][cH:19]2)[n:20][n:21]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][n:6]([CH2:7][c:8]2[cH:9][cH:10][c:11](-[c:12]3[cH:13][cH:14][cH:15][cH:16][cH:17]3)[cH:18][cH:19]2)[n:20][n:21]1,,"[('a', 0, 123)]",1797
38145,C[O:1][C:2]([C:3]1=[CH:4][c:5]2[c:6]([cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([O:14][CH2:15][CH2:16][O:17][CH2:18][CH2:19][CH2:20][CH3:21])[cH:22][cH:23]3)[cH:24]2)[N:25]([CH2:26][CH:27]([CH3:28])[CH3:29])[CH2:30][CH2:31]1)=[O:32],[OH:1][C:2]([C:3]1=[CH:4][c:5]2[c:6]([cH:7][cH:8][c:9](-[c:10]3[cH:11][cH:12][c:13]([O:14][CH2:15][CH2:16][O:17][CH2:18][CH2:19][CH2:20][CH3:21])[cH:22][cH:23]3)[cH:24]2)[N:25]([CH2:26][CH:27]([CH3:28])[CH3:29])[CH2:30][CH2:31]1)=[O:32],,"[('a', 0, 123)]",1797
38146,[CH3:7][O:8][N:9]([CH3:10])[C:11](=[O:12])[c:13]1[cH:14][cH:15][c:16]([NH2:17])[c:18]([NH2:19])[cH:20]1.Cl[S:1]([CH:2]([CH3:3])[CH3:4])(=[O:5])=[O:6],[S:1]([CH:2]([CH3:3])[CH3:4])(=[O:5])(=[O:6])[NH:19][c:18]1[c:16]([NH2:17])[cH:15][cH:14][c:13]([C:11]([N:9]([O:8][CH3:7])[CH3:10])=[O:12])[cH:20]1,,"[('b', 11, 446)]",828
38147,O[CH2:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH3:16].[CH3:17][NH:18][CH2:19][C:20](=[O:21])[OH:22],[CH2:1]([CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH3:16])[O:22][C:20]([CH2:19][NH:18][CH3:17])=[O:21],,"[('b', 31, 445)]",804
38148,C[O:1][c:2]1[c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[c:9]([CH3:10])[cH:11][c:12]([N:13]2[CH2:14][CH2:15][O:16][CH2:17][CH2:18]2)[cH:19]1,[OH:1][c:2]1[c:3]([C:4]([O:5][CH2:6][CH3:7])=[O:8])[c:9]([CH3:10])[cH:11][c:12]([N:13]2[CH2:14][CH2:15][O:16][CH2:17][CH2:18]2)[cH:19]1,,"[('a', 0, 123)]",1797
38149,Cl[CH2:7][c:8]1[c:9]([CH3:10])[cH:11][c:12]([C:13]([CH3:14])([CH3:15])[CH3:16])[c:17]([OH:18])[c:19]1[CH3:20].C[O:1][P:2]([O:3][CH3:4])[O:5][CH3:6],[O:1]=[P:2]([O:3][CH3:4])([O:5][CH3:6])[CH2:7][c:8]1[c:9]([CH3:10])[cH:11][c:12]([C:13]([CH3:14])([CH3:15])[CH3:16])[c:17]([OH:18])[c:19]1[CH3:20],,"[('a', 0, 52), ('b', 11, 165)]",2
38150,CC(C)(C)[O:1][C:2](=[O:3])[C:4]([CH3:5])([CH3:6])[CH2:7][NH:8][C:9](=[O:10])[c:11]1[n:12][c:13]([C:14]#[N:15])[c:16]2[cH:17][c:18]([O:19][CH:20]3[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]3)[cH:26][cH:27][c:28]2[c:29]1[OH:30],[OH:1][C:2](=[O:3])[C:4]([CH3:5])([CH3:6])[CH2:7][NH:8][C:9](=[O:10])[c:11]1[n:12][c:13]([C:14]#[N:15])[c:16]2[cH:17][c:18]([O:19][CH:20]3[CH2:21][CH2:22][CH2:23][CH2:24][CH2:25]3)[cH:26][cH:27][c:28]2[c:29]1[OH:30],,"[('a', 0, 117)]",281
38151,Br[c:1]1[cH:2][cH:3][c:4](/[CH:5]=[CH:6]/[C:7]2([NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[CH2:16][O:17][C:18]([CH3:19])([CH3:20])[O:21][CH2:22]2)[cH:23][cH:24]1.[CH:25]#[C:26][CH2:27][CH2:28][CH2:29][O:30][CH2:31][c:32]1[cH:33][cH:34][cH:35][cH:36][cH:37]1,[c:1]1([C:25]#[C:26][CH2:27][CH2:28][CH2:29][O:30][CH2:31][c:32]2[cH:33][cH:34][cH:35][cH:36][cH:37]2)[cH:2][cH:3][c:4](/[CH:5]=[CH:6]/[C:7]2([NH:8][C:9]([O:10][C:11]([CH3:12])([CH3:13])[CH3:14])=[O:15])[CH2:16][O:17][C:18]([CH3:19])([CH3:20])[O:21][CH2:22]2)[cH:23][cH:24]1,,"[('b', 1, 427)]",265
38152,Br[CH2:1][C:2]([C@@H:3]1[C@@:4]2([CH3:5])[CH2:6][CH2:7][C@H:8]3[C@@H:9]([CH2:10][CH2:11][C@@H:12]4[CH2:13][C@H:14]([OH:15])[CH2:16][CH2:17][C@:18]34[CH3:19])[C@@H:20]2[CH2:21][CH2:22]1)=[O:23].[OH:24][c:25]1[cH:26][cH:27][n:28][cH:29][cH:30]1,[CH2:1]([C:2]([C@@H:3]1[C@@:4]2([CH3:5])[CH2:6][CH2:7][C@H:8]3[C@@H:9]([CH2:10][CH2:11][C@@H:12]4[CH2:13][C@H:14]([OH:15])[CH2:16][CH2:17][C@:18]34[CH3:19])[C@@H:20]2[CH2:21][CH2:22]1)=[O:23])[O:24][c:25]1[cH:26][cH:27][n:28][cH:29][cH:30]1,,"[('b', 45, 448)]",924
38153,[CH3:9][O:10][CH2:11][CH2:12][C:13](=[O:14])[N:15]1[CH2:16][CH2:17][N:18]([c:19]2[n:20][c:21]([CH:22]3[CH2:23][CH2:24]3)[c:25]([NH2:26])[cH:27][c:28]2[C:29]#[N:30])[CH2:31][C@H:32]1[CH3:33].Cl[c:1]1[n:2][cH:3][cH:4][c:5]([CH:6]=[CH2:7])[cH:8]1,[c:1]1([NH:26][c:25]2[c:21]([CH:22]3[CH2:23][CH2:24]3)[n:20][c:19]([N:18]3[CH2:17][CH2:16][N:15]([C:13]([CH2:12][CH2:11][O:10][CH3:9])=[O:14])[C@H:32]([CH3:33])[CH2:31]3)[c:28]([C:29]#[N:30])[cH:27]2)[n:2][cH:3][cH:4][c:5]([CH:6]=[CH2:7])[cH:8]1,,"[('b', 1, 451)]",1916
38154,O[C:1](=[O:2])[c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1.[NH2:11][CH2:12][CH2:13][NH2:14],[C:1](=[O:2])([c:3]1[cH:4][cH:5][c:6]([Cl:7])[cH:8][cH:9]1)[NH:11][CH2:12][CH2:13][NH2:14],,"[('b', 17, 453)]",4537
38155,CC(C)(C)OC(=O)[NH:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][cH:15]1,[NH2:1][CH2:2][c:3]1[cH:4][cH:5][c:6]([O:7][CH2:8][C:9]([O:10][CH2:11][CH3:12])=[O:13])[cH:14][cH:15]1,,"[('a', 0, 122)]",1493
38156,c1ccc(C[NH:1][CH2:2][C@@H:3]2[C@@H:4]([CH2:5][O:6][C:7]([CH3:8])=[O:9])[CH2:10][CH2:11][C@H:12]([O:13][C@H:14]([CH3:15])[c:16]3[cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]3)[C@H:30]2[c:31]2[cH:32][cH:33][c:34]([F:35])[cH:36][cH:37]2)cc1,[NH2:1][CH2:2][C@@H:3]1[C@@H:4]([CH2:5][O:6][C:7]([CH3:8])=[O:9])[CH2:10][CH2:11][C@H:12]([O:13][C@H:14]([CH3:15])[c:16]2[cH:17][c:18]([C:19]([F:20])([F:21])[F:22])[cH:23][c:24]([C:25]([F:26])([F:27])[F:28])[cH:29]2)[C@H:30]1[c:31]1[cH:32][cH:33][c:34]([F:35])[cH:36][cH:37]1,,"[('a', 0, 113)]",193
38157,O=[C:1]([c:2]1[c:3]([CH3:4])[cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[c:11]1[CH3:12])[OH:13],[CH2:1]([c:2]1[c:3]([CH3:4])[cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[c:11]1[CH3:12])[OH:13],,"[('a', 0, 119)]",433
38158,[CH3:9][CH:10]=[N:11][NH:12][c:13]1[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][cH:20]1.Cl[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[N:12]([N:11]=[CH:10][CH3:9])[c:13]1[cH:14][cH:15][c:16]([O:17][CH3:18])[cH:19][cH:20]1,,"[('b', 15, 452)]",2537
38159,Cl[c:1]1[n:2][c:3]([Cl:4])[cH:5][n:6]([C@@H:7]([CH2:8][CH3:9])[CH2:10][O:11][CH3:12])[c:13]1=[O:14].[Cl:15][c:16]1[cH:17][c:18]([Br:19])[cH:20][c:21]2[c:22]1[NH:23][CH2:24][CH2:25]2,[c:1]1([N:23]2[c:22]3[c:16]([Cl:15])[cH:17][c:18]([Br:19])[cH:20][c:21]3[CH2:25][CH2:24]2)[n:2][c:3]([Cl:4])[cH:5][n:6]([C@@H:7]([CH2:8][CH3:9])[CH2:10][O:11][CH3:12])[c:13]1=[O:14],,"[('b', 1, 451)]",1916
38160,C[O:1][C:2](=[O:3])[CH:4]1[CH2:5][CH2:6][N:7]1[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,[OH:1][C:2](=[O:3])[CH:4]1[CH2:5][CH2:6][N:7]1[CH2:8][c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1,,"[('a', 0, 123)]",1797
38161,Br[CH2:1][c:2]1[cH:3][cH:4][s:5][n:6]1.[NH2:7][CH2:8][CH2:9][NH2:10],[CH2:1]([c:2]1[cH:3][cH:4][s:5][n:6]1)[NH:7][CH2:8][CH2:9][NH2:10],,"[('b', 11, 449)]",955
38162,C[O:1][C:2](=[O:3])[CH2:4][N:5]1[C:6](=[O:7])[CH2:8][CH:9]1[S:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,[OH:1][C:2](=[O:3])[CH2:4][N:5]1[C:6](=[O:7])[CH2:8][CH:9]1[S:10][CH2:11][c:12]1[cH:13][cH:14][cH:15][cH:16][cH:17]1,,"[('a', 0, 123)]",1797
38163,[CH3:9][O:10][c:11]1[cH:12][cH:13][c:14]2[cH:15][cH:16][c:17]([NH2:18])[n:19][c:20]2[n:21]1.O[C:1](=[O:2])[c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1,[C:1](=[O:2])([c:3]1[cH:4][cH:5][cH:6][cH:7][cH:8]1)[NH:18][c:17]1[cH:16][cH:15][c:14]2[cH:13][cH:12][c:11]([O:10][CH3:9])[n:21][c:20]2[n:19]1,,"[('b', 15, 453)]",4537
38164,[Cl:14][c:15]1[cH:16][cH:17][c:18]([CH:19]([c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[N:26]2[CH2:27][CH2:28][NH:29][CH2:30][CH2:31]2)[cH:32][cH:33]1.Cl[CH2:1][C:2]([NH:3][c:4]1[c:5]([CH3:6])[cH:7][c:8]([CH3:9])[cH:10][c:11]1[CH3:12])=[O:13],[CH2:1]([C:2]([NH:3][c:4]1[c:5]([CH3:6])[cH:7][c:8]([CH3:9])[cH:10][c:11]1[CH3:12])=[O:13])[N:29]1[CH2:28][CH2:27][N:26]([CH:19]([c:18]2[cH:17][cH:16][c:15]([Cl:14])[cH:33][cH:32]2)[c:20]2[cH:21][cH:22][cH:23][cH:24][cH:25]2)[CH2:31][CH2:30]1,,"[('b', 25, 452)]",2537
38165,Br[c:1]1[cH:2][cH:3][c:4]2[n:5][c:6]([NH:7][C:8]([c:9]3[cH:10][cH:11][c:12]([C:13]([CH3:14])([CH3:15])[OH:16])[cH:17][cH:18]3)=[O:19])[s:20][c:21]2[n:22]1.CC1(C)OB([c:23]2[cH:24][n:25]([CH3:26])[n:27][cH:28]2)OC1(C)C,[c:1]1(-[c:23]2[cH:24][n:25]([CH3:26])[n:27][cH:28]2)[cH:2][cH:3][c:4]2[n:5][c:6]([NH:7][C:8]([c:9]3[cH:10][cH:11][c:12]([C:13]([CH3:14])([CH3:15])[OH:16])[cH:17][cH:18]3)=[O:19])[s:20][c:21]2[n:22]1,,"[('b', 0, 438)]",452
38166,Br[c:1]1[cH:2][cH:3][c:4]2[n:5][cH:6][c:7]([C:8](=[O:9])[CH:10]3[CH2:11][CH2:12]3)[c:13]([NH:14][CH:15]3[CH2:16][CH2:17][CH:18]([N:19]([CH2:20][CH3:21])[CH2:22][CH3:23])[CH2:24][CH2:25]3)[c:26]2[cH:27]1.CC1(C)OB([c:28]2[cH:29][c:30]([O:31][CH3:32])[c:33]([OH:34])[c:35]([Cl:36])[cH:37]2)OC1(C)C,[c:1]1(-[c:28]2[cH:29][c:30]([O:31][CH3:32])[c:33]([OH:34])[c:35]([Cl:36])[cH:37]2)[cH:2][cH:3][c:4]2[n:5][cH:6][c:7]([C:8](=[O:9])[CH:10]3[CH2:11][CH2:12]3)[c:13]([NH:14][CH:15]3[CH2:16][CH2:17][CH:18]([N:19]([CH2:20][CH3:21])[CH2:22][CH3:23])[CH2:24][CH2:25]3)[c:26]2[cH:27]1,,"[('b', 0, 438)]",452
38167,Br[CH2:1][c:2]1[c:3](-[c:4]2[n:5][s:6][c:7]3[cH:8][cH:9][c:10](-[n:11]4[c:12](=[O:13])[n:14]([CH3:15])[c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][c:22]4=[O:23])[cH:24][c:25]23)[s:26][cH:27][cH:28]1.[CH3:29][OH:30],[CH2:1]([c:2]1[c:3](-[c:4]2[n:5][s:6][c:7]3[cH:8][cH:9][c:10](-[n:11]4[c:12](=[O:13])[n:14]([CH3:15])[c:16]([C:17]([F:18])([F:19])[F:20])[cH:21][c:22]4=[O:23])[cH:24][c:25]23)[s:26][cH:27][cH:28]1)[O:30][CH3:29],,"[('b', 55, 448)]",924
38168,C[O:1][C:2](=[O:3])[c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([CH3:11])[cH:12][n:13]2)[c:14]2[n:15][cH:16][n:17]([CH2:18][CH:19]([CH3:20])[CH3:21])[c:22]2[cH:23]1,[OH:1][C:2](=[O:3])[c:4]1[cH:5][c:6](-[c:7]2[cH:8][cH:9][c:10]([CH3:11])[cH:12][n:13]2)[c:14]2[n:15][cH:16][n:17]([CH2:18][CH:19]([CH3:20])[CH3:21])[c:22]2[cH:23]1,,"[('a', 0, 123)]",1797
38169,[NH2:6][N:7]1[CH2:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[CH:16]([O:17][c:18]2[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][cH:27]2)[CH2:28]1.Cl[C:1]([O:2][CH2:3][CH3:4])=[O:5],[C:1]([O:2][CH2:3][CH3:4])(=[O:5])[NH:6][N:7]1[CH2:8][CH2:9][c:10]2[cH:11][cH:12][cH:13][cH:14][c:15]2[CH:16]([O:17][c:18]2[cH:19][cH:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][cH:27]2)[CH2:28]1,,"[('b', 9, 452)]",2537
38170,C[O:1][c:2]1[c:3]2[c:4]([cH:5][cH:6][cH:7]1)[CH2:8][CH:9]([N:10]([CH2:11][CH2:12][CH3:13])[CH2:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][s:20]1)[CH2:21][CH2:22]2,[OH:1][c:2]1[c:3]2[c:4]([cH:5][cH:6][cH:7]1)[CH2:8][C@@H:9]([N:10]([CH2:11][CH2:12][CH3:13])[CH2:14][CH2:15][c:16]1[cH:17][cH:18][cH:19][s:20]1)[CH2:21][CH2:22]2,,"[('a', 0, 123)]",1797
38171,[CH3:7][O:8][c:9]1[cH:10][cH:11][c:12]([N:13]([CH3:14])[c:15]2[n:16][c:17]([CH2:18][NH2:19])[n:20][c:21]3[cH:22][cH:23][cH:24][cH:25][c:26]23)[cH:27][cH:28]1.Cl[C:1]([O:2][CH:3]([CH3:4])[Cl:5])=[O:6],[C:1]([O:2][CH:3]([CH3:4])[Cl:5])(=[O:6])[NH:19][CH2:18][c:17]1[n:16][c:15]([N:13]([c:12]2[cH:11][cH:10][c:9]([O:8][CH3:7])[cH:28][cH:27]2)[CH3:14])[c:26]2[c:21]([n:20]1)[cH:22][cH:23][cH:24][cH:25]2,,"[('b', 11, 452)]",2537
38172,C1C[O:2][C:1]2(O1)[CH2:3][CH2:4][CH:5]([c:6]1[cH:7][cH:8][cH:9][c:10]([F:11])[cH:12]1)[CH2:13][CH2:14]2,[C:1]1(=[O:2])[CH2:3][CH2:4][CH:5]([c:6]2[cH:7][cH:8][cH:9][c:10]([F:11])[cH:12]2)[CH2:13][CH2:14]1,,"[('a', 0, 106), ('a', 1, 106)]",90
38173,[CH3:10][CH:11]([CH3:12])[C@H:13]1[CH2:14][NH:15][CH2:16][CH2:17][N:18]1[c:19]1[cH:20][cH:21][cH:22][c:23]([CH2:24][c:25]2[cH:26][cH:27][cH:28][cH:29][cH:30]2)[cH:31]1.Br[c:1]1[c:2]([CH:3]([CH3:4])[CH3:5])[cH:6][cH:7][cH:8][cH:9]1,[c:1]1([N:15]2[CH2:14][C@H:13]([CH:11]([CH3:10])[CH3:12])[N:18]([c:19]3[cH:20][cH:21][cH:22][c:23]([CH2:24][c:25]4[cH:26][cH:27][cH:28][cH:29][cH:30]4)[cH:31]3)[CH2:17][CH2:16]2)[c:2]([CH:3]([CH3:4])[CH3:5])[cH:6][cH:7][cH:8][cH:9]1,,"[('b', 1, 441)]",553
38174,CC[O:1][C:2]([c:3]1[cH:4][cH:5][c:6]([NH:7][C:8]([NH:9][c:10]2[cH:11][c:12]([C:13]#[CH:14])[c:15]3[c:16]([cH:17]2)[C:18]([CH3:19])([CH3:20])[CH2:21][C:22]([CH3:23])([CH3:24])[O:25]3)=[O:26])[cH:27][c:28]1[F:29])=[O:30],[OH:1][C:2]([c:3]1[cH:4][cH:5][c:6]([NH:7][C:8]([NH:9][c:10]2[cH:11][c:12]([C:13]#[CH:14])[c:15]3[c:16]([cH:17]2)[C:18]([CH3:19])([CH3:20])[CH2:21][C:22]([CH3:23])([CH3:24])[O:25]3)=[O:26])[cH:27][c:28]1[F:29])=[O:30],,"[('a', 0, 120)]",1123
38175,Cl[c:14]1[n:15][cH:16][cH:17][c:18](-[c:19]2[n:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27](-[c:28]3[cH:29][cH:30][c:31]([C:32]([F:33])([F:34])[F:35])[cH:36][cH:37]3)[n:38]2)[cH:39]1.CC1(C)OB([c:1]2[cH:2][cH:3][c:4]([S:5]([NH:6][C:7]([CH3:8])([CH3:9])[CH3:10])(=[O:11])=[O:12])[s:13]2)OC1(C)C,[c:1]1(-[c:14]2[n:15][cH:16][cH:17][c:18](-[c:19]3[n:20][c:21]([C:22]([F:23])([F:24])[F:25])[cH:26][c:27](-[c:28]4[cH:29][cH:30][c:31]([C:32]([F:33])([F:34])[F:35])[cH:36][cH:37]4)[n:38]3)[cH:39]2)[cH:2][cH:3][c:4]([S:5]([NH:6][C:7]([CH3:8])([CH3:9])[CH3:10])(=[O:11])=[O:12])[s:13]1,,"[('b', 1, 415)]",142
38176,C[O:1][C:2]([c:3]1[c:4]([CH2:5][CH3:6])[c:7](=[O:8])[n:9]([CH:10]2[CH2:11][CH2:12][N:13]([CH2:14][c:15]3[cH:16][c:17]([CH:18]4[CH2:19][CH2:20]4)[c:21]([CH:22]4[CH2:23][CH2:24]4)[c:25]([F:26])[c:27]3[O:28][CH:29]([CH3:30])[CH3:31])[CH2:32][CH2:33]2)[cH:34][cH:35]1)=[O:36],[OH:1][C:2]([c:3]1[c:4]([CH2:5][CH3:6])[c:7](=[O:8])[n:9]([CH:10]2[CH2:11][CH2:12][N:13]([CH2:14][c:15]3[cH:16][c:17]([CH:18]4[CH2:19][CH2:20]4)[c:21]([CH:22]4[CH2:23][CH2:24]4)[c:25]([F:26])[c:27]3[O:28][CH:29]([CH3:30])[CH3:31])[CH2:32][CH2:33]2)[cH:34][cH:35]1)=[O:36],,"[('a', 0, 123)]",1797
38177,[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([NH2:7])[cH:8][cH:9][c:10]2[c:11]1[n:12][cH:13][c:14]1[o:15][cH:16][cH:17][c:18]21,[CH3:1][O:2][C:3](=[O:4])[c:5]1[c:6]([NH2:7])[cH:8][cH:9][c:10]2[c:11]1[n:12][cH:13][c:14]1[c:18]2[CH2:17][CH2:16][O:15]1,,"[('b', 31, 386), ('b', 30, 386)]",48
38178,I[c:1]1[cH:2][c:3]2[cH:4][cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[c:11]2[n:12][cH:13]1.[O:14]=[S:15]([O-:16])[c:17]1[cH:18][cH:19][cH:20][cH:21][cH:22]1,[c:1]1([S:15](=[O:14])(=[O:16])[c:17]2[cH:18][cH:19][cH:20][cH:21][cH:22]2)[cH:2][c:3]2[cH:4][cH:5][cH:6][c:7]([N+:8](=[O:9])[O-:10])[c:11]2[n:12][cH:13]1,,"[('b', 0, 228)]",4
38179,Br[c:1]1[cH:2][cH:3][c:4]2[c:5]([cH:6]1)-[c:7]1[n:8][c:9]([C:10]([NH2:11])=[O:12])[c:13]([CH2:14][O:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[Cl:22])[n:23]1[CH2:24][CH2:25][O:26]2.[CH:27]#[C:28][C@:29]1([OH:30])[CH2:31][CH2:32][N:33]([CH3:34])[C:35]1=[O:36],[c:1]1([C:27]#[C:28][C@:29]2([OH:30])[CH2:31][CH2:32][N:33]([CH3:34])[C:35]2=[O:36])[cH:2][cH:3][c:4]2[c:5]([cH:6]1)-[c:7]1[n:8][c:9]([C:10]([NH2:11])=[O:12])[c:13]([CH2:14][O:15][c:16]3[cH:17][cH:18][cH:19][cH:20][c:21]3[Cl:22])[n:23]1[CH2:24][CH2:25][O:26]2,,"[('b', 1, 427)]",265
38180,[CH3:5][O:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][c:12]2[c:13]([CH:14]3[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]3)[c:20](-[c:21]3[cH:22][cH:23][cH:24][n:25]3[C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32])[nH:33][c:34]2[cH:35]1.Br[CH2:1][CH2:2][CH2:3][Cl:4],[CH2:1]([CH2:2][CH2:3][Cl:4])[n:33]1[c:20](-[c:21]2[cH:22][cH:23][cH:24][n:25]2[C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32])[c:13]([CH:14]2[CH2:15][CH2:16][CH2:17][CH2:18][CH2:19]2)[c:12]2[cH:11][cH:10][c:9]([C:7]([O:6][CH3:5])=[O:8])[cH:35][c:34]21,,"[('b', 7, 440)]",457
38181,Br[CH2:1][C:2]([c:3]1[c:4]([CH3:5])[cH:6][c:7]([CH3:8])[cH:9][c:10]1[CH3:11])=[O:12].[CH3:13][n:14]1[cH:15][cH:16][n:17][c:18]1[SH:19],[CH2:1]([C:2]([c:3]1[c:4]([CH3:5])[cH:6][c:7]([CH3:8])[cH:9][c:10]1[CH3:11])=[O:12])[S:19][c:18]1[n:14]([CH3:13])[cH:15][cH:16][n:17]1,,"[('b', 23, 410)]",108
38182,[OH:4][c:5]1[cH:6][cH:7][c:8]([CH2:9][Cl:10])[c:11]2[cH:12][cH:13][cH:14][n:15][c:16]12.Br[CH2:1][CH:2]=[CH2:3],[CH2:1]([CH:2]=[CH2:3])[O:4][c:5]1[cH:6][cH:7][c:8]([CH2:9][Cl:10])[c:11]2[cH:12][cH:13][cH:14][n:15][c:16]12,,"[('b', 5, 448)]",924
38183,CCO[C:1](=[O:2])[CH2:3][CH:4]([NH:5][CH2:6][CH2:7][N:8]([CH2:9][c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[O:16][CH2:17][O:18]2)[C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[c:26]1[cH:27][c:28]([CH3:29])[n:30][c:31](-[n:32]2[cH:33][cH:34][n:35][cH:36]2)[n:37]1.[CH3:38][NH2:39],[C:1](=[O:2])([CH2:3][CH:4]([NH:5][CH2:6][CH2:7][N:8]([CH2:9][c:10]1[cH:11][cH:12][c:13]2[c:14]([cH:15]1)[O:16][CH2:17][O:18]2)[C:19](=[O:20])[O:21][C:22]([CH3:23])([CH3:24])[CH3:25])[c:26]1[cH:27][c:28]([CH3:29])[n:30][c:31](-[n:32]2[cH:33][cH:34][n:35][cH:36]2)[n:37]1)[NH:39][CH3:38],,"[('b', 73, 429)]",287
38184,C[O:1][C:2](=[O:3])[C@@H:4]1[CH2:5][CH2:6][CH2:7][CH2:8][N:9]1[C:10](=[O:11])[c:12]1[s:13][c:14](-[c:15]2[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]2)[cH:23][c:24]1[NH:25][C:26](=[O:27])[NH:28][c:29]1[c:30]([CH3:31])[cH:32][c:33]([CH3:34])[cH:35][c:36]1[CH3:37],[OH:1][C:2](=[O:3])[C@@H:4]1[CH2:5][CH2:6][CH2:7][CH2:8][N:9]1[C:10](=[O:11])[c:12]1[s:13][c:14](-[c:15]2[cH:16][cH:17][c:18]([O:19][CH3:20])[cH:21][cH:22]2)[cH:23][c:24]1[NH:25][C:26](=[O:27])[NH:28][c:29]1[c:30]([CH3:31])[cH:32][c:33]([CH3:34])[cH:35][c:36]1[CH3:37],,"[('a', 0, 123)]",1797
38185,CC[O:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[nH:8][c:9]3[c:10]([c:11]2[cH:12]1)[CH2:13][CH2:14][CH2:15][c:16]1[cH:17][n:18][nH:19][c:20]1-3,[OH:1][C:2](=[O:3])[c:4]1[cH:5][cH:6][c:7]2[nH:8][c:9]3[c:10]([c:11]2[cH:12]1)[CH2:13][CH2:14][CH2:15][c:16]1[cH:17][n:18][nH:19][c:20]1-3,,"[('a', 0, 120)]",1123
38186,Cl[c:1]1[c:2]([O:3][CH2:4][CH:5]([OH:6])[CH:7]2[CH2:8][CH2:9]2)[c:10]([N:11]2[CH2:12][CH2:13][O:14][CH2:15][CH2:16]2)[n:17][c:18]([Cl:19])[n:20]1,[c:1]12[c:2]([c:10]([N:11]3[CH2:12][CH2:13][O:14][CH2:15][CH2:16]3)[n:17][c:18]([Cl:19])[n:20]1)[O:3][CH2:4][CH:5]([CH:7]1[CH2:8][CH2:9]1)[O:6]2,,"[('b', 42, 439)]",452
